"","Accession","geneSymbol","entrezID","GS.ChemoRes"
"1","NM_012116.3","PIAS1","8554",0.343382815497774
"2","NM_002011.3","FANCC","2176",-0.338772795000118
"3","NM_002750.2","CBLC","23624",0.266854010024418
"4","NM_000227.3","PTCH1","5727",0.266727922287369
"5","NM_002086.4","RAF1","5894",-0.201748367247092
