1.0000000000	0.0249638869	-0.0076929773	0.0055969981	0.0174773710	0.0242804326	-0.0011217096	0.0055969981	0.0112828620	0.0242804326	0.0132223889	0.0090517740	0.0285272714	-0.0202780509	0.0249638869	0.0087863505	0.0112828620	0.0112828620	0.0290741244	0.0112828620	0.0177628105	-0.0264260368	0.0048108327	0.0090933636	0.0048108327	-0.0015310379	-0.0119669116	0.0170034246	0.0250288804	0.0055969981	0.0249638869	0.0132223889	0.0185466655	0.0112828620	0.0055969981	0.0132223889	0.0290741244	0.0132223889	0.0055969981	0.0055969981	0.0284071495	0.1074461399	0.0242804326	0.0212241273	0.0290741244	0.0076401252	0.1403138710	-0.0275699248	-0.0296940903	-0.0278907535	-0.0212226368	-0.0254471816	-0.0126934157	-0.0076929773	-0.0105273621	-0.0937379233	0.0112828620	0.0112828620	0.0112828620	-0.0964237135	0.0112828620	0.0048108327	-0.0250241405	0.0076737182	0.0063957034	-0.0096302906	-0.0267412386	0.0048108327	0.0225693339	0.0132223889	0.0112828620	0.0112828620	0.0112828620	-0.0367960669	-0.0297591195	-0.0227662019	-0.0247313165	0.0884931378	-0.0671428853	-0.0282353969	-0.0671428853	-0.0297416211	0.0055969981	0.0055969981	0.0055969981	0.0242804326	0.0242804326	0.0242804326	0.0132223889	0.0249638869	0.0290741244	0.0048108327	0.0177628105	-0.0043701520	-0.0278907535	-0.0966149180	-0.0903087426	-0.0297416211	-0.0158434553	-0.0671428853	-0.0671428853
0.0249638869	1.0000000000	-0.0197578373	0.0075226714	0.0242905691	0.0297764834	-0.0122491761	0.0075226714	0.0013095492	0.0297764834	0.0050318569	0.0027209123	0.0248861589	-0.0194386602	0.0319034746	0.0116375654	0.0013095492	0.0013095492	0.0249638869	0.0013095492	0.0276568607	-0.0310933779	-0.0063110370	0.0144235208	-0.0063110370	-0.0064382389	-0.0176356188	0.0070095460	0.0280406811	0.0075226714	0.0319034746	0.0050318569	0.0104355202	0.0013095492	0.0075226714	0.0050318569	0.0249638869	0.0050318569	0.0075226714	0.0075226714	0.0275446734	0.1066719600	0.0297764834	0.0153319907	0.0249638869	0.0100382067	0.1682743530	-0.0286544344	-0.0318741310	-0.0274542856	-0.0367488506	-0.0287457062	-0.0247726635	-0.0197578373	-0.0129451804	-0.0920825393	0.0013095492	0.0013095492	0.0013095492	-0.0855411639	0.0013095492	-0.0063110370	-0.0258093264	-0.0020441093	-0.0028475455	-0.0102670764	-0.0338645902	-0.0063110370	0.0179724148	0.0050318569	0.0013095492	0.0013095492	0.0013095492	-0.0464715405	-0.0396635564	-0.0355856054	-0.0347394940	-0.0114759356	-0.0636072647	-0.0347383069	-0.0636072647	-0.0304920480	0.0075226714	0.0075226714	0.0075226714	0.0297764834	0.0297764834	0.0297764834	0.0050318569	0.0319034746	0.0249638869	-0.0063110370	0.0276568607	-0.0036036388	-0.0274542856	-0.0877602360	-0.0794525383	-0.0304920480	-0.0153156662	-0.0636072647	-0.0636072647
-0.0076929773	-0.0197578373	1.0000000000	-0.0215365014	-0.0235655899	-0.0217424016	0.0322138767	-0.0215365014	-0.0041801906	-0.0217424016	-0.0091687223	-0.0162659901	-0.0116004853	0.0620513112	-0.0197578373	-0.0241311137	-0.0041801906	-0.0041801906	-0.0076929773	-0.0041801906	-0.0234958598	0.0279497041	0.0356092578	0.0396100946	0.0356092578	0.0253095313	0.2100505826	-0.0076849852	-0.0183445898	-0.0215365014	-0.0197578373	-0.0091687223	-0.0097542803	-0.0041801906	-0.0215365014	-0.0091687223	-0.0076929773	-0.0091687223	-0.0215365014	-0.0215365014	-0.0401300449	-0.0266914087	-0.0217424016	-0.0107306995	-0.0076929773	0.0326838959	-0.0303109288	-0.0204200349	-0.0034714133	-0.0006224867	0.1944866830	-0.0114278746	-0.0080279280	0.0829710503	-0.0112714672	-0.0348488437	-0.0041801906	-0.0041801906	-0.0041801906	-0.0688260242	-0.0041801906	0.0356092578	-0.0113743044	0.0258045477	0.0430635733	-0.0175001857	-0.0161957986	0.0356092578	0.0335548111	-0.0091687223	-0.0041801906	-0.0041801906	-0.0041801906	-0.0117080312	-0.0130287723	0.0210278219	0.0108623776	0.0864635839	-0.0334037660	-0.0055648553	-0.0334037660	-0.0197873594	-0.0215365014	-0.0215365014	-0.0215365014	-0.0217424016	-0.0217424016	-0.0217424016	-0.0091687223	-0.0197578373	-0.0076929773	0.0356092578	-0.0234958598	-0.0237517450	-0.0006224867	-0.0615997552	-0.0668459766	-0.0197873594	-0.0030137364	-0.0334037660	-0.0334037660
0.0055969981	0.0075226714	-0.0215365014	1.0000000000	0.0252808342	0.0319411423	0.0120232944	0.0362077589	0.0037221777	0.0319411423	0.0290616859	0.0225063827	0.0272547538	-0.0265003223	0.0075226714	-0.0049841138	0.0037221777	0.0037221777	0.0055969981	0.0037221777	-0.0090200524	-0.0411913841	-0.0025097535	-0.0160336459	-0.0025097535	-0.0290603495	-0.0368607127	0.0035050424	0.0074809672	0.0362077589	0.0075226714	0.0290616859	0.0053828239	0.0037221777	0.0362077589	0.0290616859	0.0055969981	0.0290616859	0.0362077589	0.0362077589	0.1806250045	0.1212391172	0.0319411423	-0.0014090685	0.0055969981	-0.0125556712	0.0181681913	-0.0309615432	-0.0371928463	-0.0324136963	-0.0274488099	-0.0317631683	-0.0253124200	-0.0215365014	-0.0196790815	-0.0887374597	0.0037221777	0.0037221777	0.0037221777	-0.0839616933	0.0037221777	-0.0025097535	-0.0278437098	0.0201899291	-0.0051625062	-0.0104571179	-0.0366189138	-0.0025097535	-0.0022575736	0.0290616859	0.0037221777	0.0037221777	0.0037221777	-0.0531642403	-0.0454869371	-0.0374517986	-0.0403012121	-0.0056622809	-0.0616877494	-0.0383295804	-0.0616877494	-0.0330002609	0.0362077589	0.0362077589	0.0362077589	0.0319411423	0.0319411423	0.0319411423	0.0290616859	0.0075226714	0.0055969981	-0.0025097535	-0.0090200524	-0.0026039549	-0.0324136963	-0.0857620496	-0.0781078386	-0.0330002609	-0.0257423766	-0.0616877494	-0.0616877494
0.0174773710	0.0242905691	-0.0235655899	0.0252808342	1.0000000000	0.0441817016	0.0062191222	0.0252808342	-0.0079204159	0.0441817016	0.0182974302	0.0141785674	0.0363080981	-0.0223822577	0.0242905691	0.0059576687	-0.0079204159	-0.0079204159	0.0174773710	-0.0079204159	0.0277683062	-0.0367476722	-0.0145902039	0.0122931991	-0.0145902039	-0.0106659102	-0.0259378084	-0.0041640653	0.0187064233	0.0252808342	0.0242905691	0.0182974302	-0.0009413409	-0.0079204159	0.0252808342	0.0182974302	0.0174773710	0.0182974302	0.0252808342	0.0252808342	0.1712783874	0.0397259828	0.0441817016	0.0057455724	0.0174773710	0.0019023736	0.1682252170	-0.0315290085	-0.0360335189	-0.0301356248	-0.0410670940	-0.0334173274	-0.0280562899	-0.0235655899	-0.0186092402	-0.0940994401	-0.0079204159	-0.0079204159	-0.0079204159	-0.0860233864	-0.0079204159	-0.0145902039	-0.0295921021	0.0085935222	-0.0120771132	-0.0201298303	-0.0383480775	-0.0145902039	0.0099859445	0.0182974302	-0.0079204159	-0.0079204159	-0.0079204159	-0.0550661187	-0.0471219725	-0.0420608730	-0.0452556634	-0.0243648599	-0.0646442850	-0.0407061669	-0.0646442850	-0.0336320018	0.0252808342	0.0252808342	0.0252808342	0.0441817016	0.0441817016	0.0441817016	0.0182974302	0.0242905691	0.0174773710	-0.0145902039	0.0277683062	-0.0016169470	-0.0301356248	-0.0885989453	-0.0797890255	-0.0336320018	-0.0171564504	-0.0646442850	-0.0646442850
0.0242804326	0.0297764834	-0.0217424016	0.0319411423	0.0441817016	1.0000000000	0.0071596263	0.0319411423	0.0027201639	0.0477851064	0.0260577536	0.0211454150	0.0414289576	-0.0251514340	0.0297764834	0.0101690650	0.0027201639	0.0027201639	0.0242804326	0.0027201639	0.0216159968	-0.0393593734	-0.0048172987	0.0081322002	-0.0048172987	-0.0133514777	-0.0255971335	0.0077355336	0.0265830266	0.0319411423	0.0297764834	0.0260577536	0.0111243715	0.0027201639	0.0319411423	0.0260577536	0.0242804326	0.0260577536	0.0319411423	0.0319411423	0.1654162908	0.1255085673	0.0477851064	0.0136600246	0.0242804326	0.0049683513	0.1554154790	-0.0344685585	-0.0391734552	-0.0341334602	-0.0349487664	-0.0345964768	-0.0282071840	-0.0217424016	-0.0172174182	-0.1076418884	0.0027201639	0.0027201639	0.0027201639	-0.1020422368	0.0027201639	-0.0048172987	-0.0312244811	0.0163132249	-0.0034765268	-0.0128095026	-0.0401478798	-0.0048172987	0.0158670228	0.0260577536	0.0027201639	0.0027201639	0.0027201639	-0.0560131741	-0.0473379362	-0.0407520541	-0.0418595943	-0.0006892942	-0.0748791108	-0.0414070162	-0.0748791108	-0.0368729490	0.0319411423	0.0319411423	0.0319411423	0.0477851064	0.0477851064	0.0477851064	0.0260577536	0.0297764834	0.0242804326	-0.0048172987	0.0216159968	0.0002534749	-0.0341334602	-0.1041833129	-0.0949430114	-0.0368729490	-0.0211593865	-0.0748791108	-0.0748791108
-0.0011217096	-0.0122491761	0.0322138767	0.0120232944	0.0062191222	0.0071596263	1.0000000000	0.0120232944	0.0018533956	0.0071596263	0.0187109610	0.0101936005	0.0138632327	-0.0224962023	-0.0122491761	-0.0186983825	0.0018533956	0.0018533956	-0.0011217096	0.0018533956	-0.0208538384	-0.0350172845	0.0390409825	-0.0193386308	0.0390409825	-0.0218455100	-0.0185332517	-0.0009148258	-0.0101263548	0.0120232944	-0.0122491761	0.0187109610	-0.0018557785	0.0018533956	0.0120232944	0.0187109610	-0.0011217096	0.0187109610	0.0120232944	0.0120232944	0.1193382293	0.0223236835	0.0071596263	-0.0073198617	-0.0011217096	-0.0208624939	-0.0184701900	-0.0274715429	-0.0329720398	-0.0319425965	0.1874255546	-0.0260078645	-0.0123245417	0.0322138767	-0.0201064928	-0.0376581449	0.0018533956	0.0018533956	0.0018533956	-0.0709106182	0.0018533956	0.0390409825	-0.0257384102	0.0485099633	-0.0026101528	-0.0194691589	-0.0268117376	0.0390409825	-0.0044998623	0.0187109610	0.0018533956	0.0018533956	0.0018533956	-0.0381264550	-0.0300141163	0.0046472734	-0.0272051455	0.0908723802	-0.0352098998	-0.0233513005	-0.0352098998	-0.0300432149	0.0120232944	0.0120232944	0.0120232944	0.0071596263	0.0071596263	0.0071596263	0.0187109610	-0.0122491761	-0.0011217096	0.0390409825	-0.0208538384	-0.0131966705	-0.0319425965	-0.0638682499	-0.0687401452	-0.0300432149	-0.0250369749	-0.0352098998	-0.0352098998
0.0055969981	0.0075226714	-0.0215365014	0.0362077589	0.0252808342	0.0319411423	0.0120232944	1.0000000000	0.0037221777	0.0319411423	0.0290616859	0.0225063827	0.0272547538	-0.0265003223	0.0075226714	-0.0049841138	0.0037221777	0.0037221777	0.0055969981	0.0037221777	-0.0090200524	-0.0411913841	-0.0025097535	-0.0160336459	-0.0025097535	-0.0290603495	-0.0368607127	0.0035050424	0.0074809672	0.0362077589	0.0075226714	0.0290616859	0.0053828239	0.0037221777	0.0362077589	0.0290616859	0.0055969981	0.0290616859	0.0362077589	0.0362077589	0.1806250045	0.1212391172	0.0319411423	-0.0014090685	0.0055969981	-0.0125556712	0.0181681913	-0.0309615432	-0.0371928463	-0.0324136963	-0.0274488099	-0.0317631683	-0.0253124200	-0.0215365014	-0.0196790815	-0.0887374597	0.0037221777	0.0037221777	0.0037221777	-0.0839616933	0.0037221777	-0.0025097535	-0.0278437098	0.0201899291	-0.0051625062	-0.0104571179	-0.0366189138	-0.0025097535	-0.0022575736	0.0290616859	0.0037221777	0.0037221777	0.0037221777	-0.0531642403	-0.0454869371	-0.0374517986	-0.0403012121	-0.0056622809	-0.0616877494	-0.0383295804	-0.0616877494	-0.0330002609	0.0362077589	0.0362077589	0.0362077589	0.0319411423	0.0319411423	0.0319411423	0.0290616859	0.0075226714	0.0055969981	-0.0025097535	-0.0090200524	-0.0026039549	-0.0324136963	-0.0857620496	-0.0781078386	-0.0330002609	-0.0257423766	-0.0616877494	-0.0616877494
0.0112828620	0.0013095492	-0.0041801906	0.0037221777	-0.0079204159	0.0027201639	0.0018533956	0.0037221777	1.0000000000	0.0027201639	0.0132365478	0.0075817304	0.0111418916	-0.0204824863	0.0013095492	-0.0068694498	0.0142980468	0.0142980468	0.0112828620	0.0142980468	-0.0141377500	-0.0252219536	0.0094013969	-0.0151268806	0.0094013969	-0.0146409484	-0.0201484041	0.0148881739	0.0053269265	0.0037221777	0.0013095492	0.0132365478	0.0144687711	0.0142980468	0.0037221777	0.0132365478	0.0112828620	0.0132365478	0.0037221777	0.0037221777	0.0115974559	0.0988055628	0.0027201639	0.0077445157	0.0112828620	-0.0094604802	-0.0021374243	-0.0223824982	-0.0254427672	-0.0246645401	-0.0103989391	-0.0204142582	-0.0061137443	-0.0041801906	-0.0114380476	-0.0712837857	0.0142980468	0.0142980468	0.0142980468	-0.0767460789	0.0142980468	0.0094013969	-0.0201302799	0.0095598998	0.0070037090	-0.0064975188	-0.0200042177	0.0094013969	0.0057963161	0.0132365478	0.0142980468	0.0142980468	0.0142980468	-0.0293748445	-0.0237371362	-0.0151883468	-0.0191148748	0.1043357537	-0.0519348089	-0.0220090511	-0.0519348089	-0.0241280972	0.0037221777	0.0037221777	0.0037221777	0.0027201639	0.0027201639	0.0027201639	0.0132365478	0.0013095492	0.0112828620	0.0094013969	-0.0141377500	-0.0083421343	-0.0246645401	-0.0761347527	-0.0721263142	-0.0241280972	-0.0192180220	-0.0519348089	-0.0519348089
0.0242804326	0.0297764834	-0.0217424016	0.0319411423	0.0441817016	0.0477851064	0.0071596263	0.0319411423	0.0027201639	1.0000000000	0.0260577536	0.0211454150	0.0414289576	-0.0251514340	0.0297764834	0.0101690650	0.0027201639	0.0027201639	0.0242804326	0.0027201639	0.0216159968	-0.0393593734	-0.0048172987	0.0081322002	-0.0048172987	-0.0133514777	-0.0255971335	0.0077355336	0.0265830266	0.0319411423	0.0297764834	0.0260577536	0.0111243715	0.0027201639	0.0319411423	0.0260577536	0.0242804326	0.0260577536	0.0319411423	0.0319411423	0.1654162908	0.1255085673	0.0477851064	0.0136600246	0.0242804326	0.0049683513	0.1554154790	-0.0344685585	-0.0391734552	-0.0341334602	-0.0349487664	-0.0345964768	-0.0282071840	-0.0217424016	-0.0172174182	-0.1076418884	0.0027201639	0.0027201639	0.0027201639	-0.1020422368	0.0027201639	-0.0048172987	-0.0312244811	0.0163132249	-0.0034765268	-0.0128095026	-0.0401478798	-0.0048172987	0.0158670228	0.0260577536	0.0027201639	0.0027201639	0.0027201639	-0.0560131741	-0.0473379362	-0.0407520541	-0.0418595943	-0.0006892942	-0.0748791108	-0.0414070162	-0.0748791108	-0.0368729490	0.0319411423	0.0319411423	0.0319411423	0.0477851064	0.0477851064	0.0477851064	0.0260577536	0.0297764834	0.0242804326	-0.0048172987	0.0216159968	0.0002534749	-0.0341334602	-0.1041833129	-0.0949430114	-0.0368729490	-0.0211593865	-0.0748791108	-0.0748791108
