from	to
156	1432
156	1956
156	4157
156	5578
156	5594
156	5595
156	5596
156	5597
156	5598
156	5599
156	5600
156	5601
156	5602
156	5603
156	6300
367	672
367	1051
367	1386
367	1387
367	1432
367	1956
367	2033
367	2099
367	2113
367	2908
367	4088
367	5578
367	5594
367	5595
367	5599
367	6667
367	7157
367	9759
596	1432
596	3667
596	5578
596	5594
596	5595
596	5596
596	5597
596	5598
596	5599
596	5600
596	5601
596	5602
596	5603
596	6300
596	7157
672	891
672	1387
672	2002
672	2033
672	2068
672	2071
672	2099
672	2113
672	3727
672	4088
672	5890
672	5928
672	6667
672	7157
672	7158
672	8294
672	8359
672	8360
672	8361
672	8362
672	8363
672	8364
672	8365
672	8366
672	8367
672	8368
672	8370
672	29117
672	121504
672	554313
775	9759
891	1432
891	4208
891	5594
891	5595
891	5596
891	5597
891	5598
891	5599
891	5600
891	5601
891	5602
891	5603
891	6300
891	29904
891	995
1051	1386
1051	1387
1051	1432
1051	1956
1051	2002
1051	2033
1051	2099
1051	2908
1051	3297
1051	4088
1051	4602
1051	5594
1051	5595
1051	5596
1051	5597
1051	5598
1051	5599
1051	5600
1051	5601
1051	5602
1051	5603
1051	6195
1051	6300
1051	6667
1051	7157
1051	9252
1053	1432
1053	4602
1053	5594
1053	5595
1053	5596
1053	5597
1053	5598
1053	5599
1053	5600
1053	5601
1053	5602
1053	5603
1053	6300
1058	5928
1058	8294
1058	8350
1058	8352
1058	8359
1058	8360
1058	8361
1058	8362
1058	8363
1058	8364
1058	8365
1058	8366
1058	8367
1058	8368
1058	8370
1058	10036
1058	55355
1058	121504
1058	554313
1386	1387
1386	1432
1386	2033
1386	2353
1386	4088
1386	5578
1386	5594
1386	5595
1386	5599
1386	5600
1386	5601
1386	5603
1386	9252
1386	9759
1386	8550
1387	2002
1387	2033
1387	2071
1387	2099
1387	2113
1387	2114
1387	2353
1387	2908
1387	3297
1387	4088
1387	4602
1387	5578
1387	5601
1387	5602
1387	5928
1387	6195
1387	6256
1387	6929
1387	7157
1387	8352
1387	9252
1387	121504
1432	1827
1432	1956
1432	2002
1432	2099
1432	2113
1432	2353
1432	2908
1432	3297
1432	3667
1432	3925
1432	3932
1432	3977
1432	4088
1432	4157
1432	4208
1432	4602
1432	4638
1432	5321
1432	5465
1432	5594
1432	5595
1432	5597
1432	5599
1432	5600
1432	5601
1432	6195
1432	6256
1432	6300
1432	6464
1432	6667
1432	6929
1432	7157
1432	7538
1432	8350
1432	8351
1432	8352
1432	8353
1432	8354
1432	8355
1432	8356
1432	8357
1432	8358
1432	8968
1432	9252
1432	9261
1432	11075
1432	29904
1432	995
1432	8550
1432	6640
1827	5594
1827	5595
1827	5596
1827	5597
1827	5598
1827	5599
1827	5600
1827	5601
1827	5602
1827	5603
1827	6300
1956	2099
1956	3008
1956	3667
1956	5578
1956	5594
1956	5595
1956	5600
1956	6256
1956	6464
1956	6667
1956	7157
1956	8350
1956	8351
1956	8352
1956	8353
1956	8354
1956	8355
1956	8356
1956	8357
1956	8358
1956	8968
2002	2033
2002	2353
2002	4846
2002	5594
2002	5595
2002	5599
2002	5600
2002	5601
2002	9252
2033	2099
2033	2113
2033	2114
2033	2353
2033	4088
2033	4208
2033	4602
2033	5465
2033	5578
2033	5594
2033	6667
2033	6929
2033	7157
2033	7158
2033	8350
2033	9252
2033	121504
2056	2057
2057	3815
2057	5594
2057	5595
2057	6464
2057	6667
2068	2071
2068	7157
2071	7157
2099	3727
2099	3932
2099	4088
2099	4846
2099	5594
2099	5595
2099	5596
2099	5597
2099	5598
2099	5599
2099	5600
2099	5601
2099	5602
2099	5603
2099	6195
2099	6256
2099	6300
2099	6464
2099	6667
2099	7157
2099	9252
2099	9261
2099	9759
2113	2114
2113	2353
2113	2908
2113	3727
2113	4088
2113	5594
2113	5595
2113	5596
2113	5597
2113	5598
2113	5599
2113	5600
2113	5601
2113	5602
2113	5603
2113	6300
2113	6667
2113	8061
2114	2353
2114	2908
2114	3815
2114	5594
2114	5595
2114	5597
2114	5601
2114	8061
2353	2908
2353	3727
2353	4088
2353	5594
2353	5595
2353	5596
2353	5597
2353	5598
2353	5599
2353	5600
2353	5601
2353	5602
2353	5603
2353	6195
2353	6300
2353	8061
2353	9252
2908	3932
2908	4088
2908	5594
2908	5595
2908	5596
2908	5597
2908	5598
2908	5599
2908	5600
2908	5601
2908	5602
2908	5603
2908	6300
2908	7157
2908	7158
2908	9252
3008	5603
3008	8294
3008	8359
3008	8360
3008	8361
3008	8362
3008	8363
3008	8364
3008	8365
3008	8366
3008	8367
3008	8368
3008	8370
3008	26013
3008	121504
3008	554313
3297	5594
3297	5595
3297	5596
3297	5597
3297	5598
3297	5599
3297	5600
3297	5601
3297	5602
3297	5603
3297	6300
3297	9261
3554	5578
3667	5578
3667	5594
3667	5595
3667	5596
3667	5597
3667	5598
3667	5599
3667	5600
3667	5601
3667	5602
3667	5603
3667	6300
3667	6464
3727	4088
3727	5594
3727	5595
3727	5599
3727	5601
3727	8061
3815	3932
3815	4602
3815	5578
3815	6667
3925	5594
3925	5595
3925	5596
3925	5597
3925	5598
3925	5599
3925	5600
3925	5601
3925	5602
3925	5603
3925	6300
3932	5578
3932	5594
3932	5595
3932	5596
3932	5597
3932	5598
3932	5599
3932	5600
3932	5601
3932	5602
3932	5603
3932	6300
3932	6464
3932	995
3977	5594
3977	5595
3977	5596
3977	5597
3977	5598
3977	5599
3977	5600
3977	5601
3977	5602
3977	5603
3977	6300
4088	5594
4088	5599
4088	5601
4088	6667
4088	7157
4157	5594
4157	5595
4157	5596
4157	5597
4157	5598
4157	5599
4157	5600
4157	5601
4157	5602
4157	5603
4157	6300
4208	5594
4208	5595
4208	5596
4208	5597
4208	5598
4208	5599
4208	5600
4208	5601
4208	5602
4208	5603
4208	6300
4208	6667
4208	6929
4208	9759
4602	5594
4602	5595
4602	5596
4602	5597
4602	5598
4602	5599
4602	5600
4602	5601
4602	5602
4602	5603
4602	6300
4638	5578
4638	5594
4638	5595
4638	5596
4638	5597
4638	5598
4638	5599
4638	5600
4638	5601
4638	5602
4638	5603
4638	6300
4678	5597
4678	5603
4678	5928
4678	8208
4678	8350
4678	8351
4678	8352
4678	8353
4678	8354
4678	8355
4678	8356
4678	8357
4678	8358
4678	8361
4678	8520
4678	8968
4678	10036
4678	25842
4678	55723
4678	79711
4678	121504
4678	440093
4846	5578
4846	6667
5321	5594
5321	5595
5321	5596
5321	5597
5321	5598
5321	5599
5321	5600
5321	5601
5321	5602
5321	5603
5321	6300
5321	9252
5321	8550
5465	5578
5465	5594
5465	5595
5465	5596
5465	5597
5465	5598
5465	5599
5465	5600
5465	5601
5465	5602
5465	5603
5465	6256
5465	6300
5578	6464
5578	6667
5578	7157
5594	5595
5594	5597
5594	5599
5594	6195
5594	6256
5594	6464
5594	6667
5594	6929
5594	7157
5594	7538
5594	8350
5594	8351
5594	8352
5594	8353
5594	8354
5594	8355
5594	8356
5594	8357
5594	8358
5594	8968
5594	9252
5594	9261
5594	9759
5594	11075
5594	8550
5594	6640
5595	5597
5595	5599
5595	6195
5595	6256
5595	6667
5595	6929
5595	7157
5595	7538
5595	8350
5595	8351
5595	8352
5595	8353
5595	8354
5595	8355
5595	8356
5595	8357
5595	8358
5595	8968
5595	9252
5595	9261
5595	9759
5595	11075
5595	6640
5596	5597
5596	6195
5596	6256
5596	6929
5596	7157
5596	7538
5596	8350
5596	8351
5596	8352
5596	8353
5596	8354
5596	8355
5596	8356
5596	8357
5596	8358
5596	8968
5596	9261
5596	11075
5596	6640
5597	5598
5597	5599
5597	5600
5597	5601
5597	5602
5597	5603
5597	6195
5597	6256
5597	6300
5597	6464
5597	6929
5597	7157
5597	7538
5597	8350
5597	8351
5597	8352
5597	8353
5597	8354
5597	8355
5597	8356
5597	8357
5597	8358
5597	8968
5597	9261
5597	11075
5597	8550
5597	6640
5598	6195
5598	6256
5598	6929
5598	7157
5598	7538
5598	8350
5598	8351
5598	8352
5598	8353
5598	8354
5598	8355
5598	8356
5598	8357
5598	8358
5598	8968
5598	9261
5598	11075
5598	6640
5599	5601
5599	6195
5599	6256
5599	6464
5599	6667
5599	6929
5599	7157
5599	7538
5599	8350
5599	8351
5599	8352
5599	8353
5599	8354
5599	8355
5599	8356
5599	8357
5599	8358
5599	8968
5599	9261
5599	11075
5599	29904
5599	995
5599	6640
5600	6195
5600	6256
5600	6667
5600	6929
5600	7157
5600	7538
5600	8350
5600	8351
5600	8352
5600	8353
5600	8354
5600	8355
5600	8356
5600	8357
5600	8358
5600	8968
5600	9252
5600	9261
5600	11075
5600	29904
5600	8550
5600	6640
5601	6195
5601	6256
5601	6464
5601	6929
5601	7157
5601	7538
5601	8350
5601	8351
5601	8352
5601	8353
5601	8354
5601	8355
5601	8356
5601	8357
5601	8358
5601	8968
5601	9261
5601	11075
5601	29904
5601	995
5601	8550
5601	6640
5602	6195
5602	6256
5602	6464
5602	6929
5602	7157
5602	7538
5602	8350
5602	8351
5602	8352
5602	8353
5602	8354
5602	8355
5602	8356
5602	8357
5602	8358
5602	8968
5602	9261
5602	11075
5602	6640
5603	6195
5603	6256
5603	6929
5603	7157
5603	7538
5603	8350
5603	8351
5603	8352
5603	8353
5603	8354
5603	8355
5603	8356
5603	8357
5603	8358
5603	8968
5603	9261
5603	11075
5603	29904
5603	8550
5603	6640
5890	8294
5890	8350
5890	8351
5890	8352
5890	8353
5890	8354
5890	8355
5890	8356
5890	8357
5890	8358
5890	8359
5890	8360
5890	8361
5890	8362
5890	8363
5890	8364
5890	8365
5890	8366
5890	8367
5890	8368
5890	8370
5890	8968
5890	121504
5890	554313
5928	6667
5928	8208
5928	8350
5928	8351
5928	8352
5928	8353
5928	8354
5928	8355
5928	8356
5928	8357
5928	8358
5928	8361
5928	8370
5928	8520
5928	8968
5928	9759
5928	10036
5928	25842
5928	55723
5928	79711
5928	121504
6195	6300
6195	9252
6195	29904
6256	6300
6256	6667
6256	9759
6300	6929
6300	7157
6300	7538
6300	8350
6300	8351
6300	8352
6300	8353
6300	8354
6300	8355
6300	8356
6300	8357
6300	8358
6300	8968
6300	9261
6300	11075
6300	29904
6300	8550
6300	6640
6464	6667
6464	9261
6667	7157
6667	8061
6667	9759
6929	9261
7157	7158
7157	9261
7157	25842
7157	995
7157	8550
7158	8294
7158	8350
7158	8351
7158	8352
7158	8353
7158	8354
7158	8355
7158	8356
7158	8357
7158	8358
7158	8359
7158	8360
7158	8361
7158	8362
7158	8363
7158	8364
7158	8365
7158	8366
7158	8367
7158	8368
7158	8370
7158	8968
7158	121504
7158	554313
7538	9261
7913	8294
7913	8350
7913	8351
7913	8352
7913	8353
7913	8354
7913	8355
7913	8356
7913	8357
7913	8358
7913	8359
7913	8360
7913	8361
7913	8362
7913	8363
7913	8364
7913	8365
7913	8366
7913	8367
7913	8368
7913	8370
7913	8968
7913	121504
7913	554313
8208	8350
8208	8351
8208	8352
8208	8353
8208	8354
8208	8355
8208	8356
8208	8357
8208	8358
8208	8520
8208	8968
8208	10036
8208	25842
8208	55723
8208	79711
8208	121504
8294	8350
8294	8351
8294	8352
8294	8353
8294	8354
8294	8355
8294	8356
8294	8357
8294	8358
8294	8968
8294	9759
8294	26013
8294	29117
8294	51230
8294	51460
8294	55352
8294	55355
8294	9682
8350	8359
8350	8360
8350	8361
8350	8362
8350	8363
8350	8364
8350	8365
8350	8366
8350	8367
8350	8368
8350	8370
8350	8520
8350	10036
8350	23234
8350	25842
8350	26013
8350	29117
8350	51230
8350	55148
8350	55352
8350	55723
8350	79711
8350	121504
8350	554313
8350	9682
8351	8359
8351	8360
8351	8361
8351	8362
8351	8363
8351	8364
8351	8365
8351	8366
8351	8367
8351	8368
8351	8370
8351	8520
8351	10036
8351	23234
8351	25842
8351	26013
8351	29117
8351	51230
8351	55148
8351	55352
8351	55723
8351	79711
8351	121504
8351	554313
8351	9682
8352	8359
8352	8360
8352	8361
8352	8362
8352	8363
8352	8364
8352	8365
8352	8366
8352	8367
8352	8368
8352	8370
8352	8520
8352	10036
8352	23234
8352	25842
8352	26013
8352	29117
8352	51230
8352	55148
8352	55352
8352	55723
8352	79711
8352	121504
8352	554313
8352	9682
8353	8359
8353	8360
8353	8361
8353	8362
8353	8363
8353	8364
8353	8365
8353	8366
8353	8367
8353	8368
8353	8370
8353	8520
8353	10036
8353	23234
8353	25842
8353	26013
8353	29117
8353	51230
8353	55148
8353	55352
8353	55723
8353	79711
8353	121504
8353	554313
8353	9682
8354	8359
8354	8360
8354	8361
8354	8362
8354	8363
8354	8364
8354	8365
8354	8366
8354	8367
8354	8368
8354	8370
8354	8520
8354	10036
8354	23234
8354	25842
8354	26013
8354	29117
8354	51230
8354	55148
8354	55352
8354	55723
8354	79711
8354	121504
8354	554313
8354	9682
8355	8359
8355	8360
8355	8361
8355	8362
8355	8363
8355	8364
8355	8365
8355	8366
8355	8367
8355	8368
8355	8370
8355	8520
8355	10036
8355	23234
8355	25842
8355	26013
8355	29117
8355	51230
8355	55148
8355	55352
8355	55723
8355	79711
8355	121504
8355	554313
8355	9682
8356	8359
8356	8360
8356	8361
8356	8362
8356	8363
8356	8364
8356	8365
8356	8366
8356	8367
8356	8368
8356	8370
8356	8520
8356	10036
