1.0000000000	-0.0246558375	-0.0309630112	-0.0257033565	-0.0168577461	-0.0184905077	-0.0294044708	-0.0219350209	-0.0279914729	-0.0273000173	-0.0259883339	-0.0339275711	-0.0322410734	-0.0256680012	-0.0247318779	-0.0292706098	-0.0227376626	-0.0334848089	-0.0295541178	-0.0215227253	-0.0210934050	-0.0223899503	-0.0158413387	-0.0261845338	-0.0183896646	-0.0231194666	-0.0224685599	0.1013017443	-0.0319364916	-0.0223201043	0.1194498925	-0.0272223280	-0.0334521143	-0.0218676989	-0.0265534472	-0.0276834778	-0.0347824632	-0.0235117387	-0.0187298367	-0.0219419086	-0.0200645920	-0.0289351919	-0.0151645295	-0.0228817983	-0.0274662984	-0.0226066113	-0.0265864165	-0.0235256245	-0.0189898453	-0.0176202933	-0.0274180137	-0.0347267320	-0.0257267959	-0.0506515116	-0.0252188344	-0.0282842211	-0.0278732179	-0.0158337525	-0.0204912134	-0.0332852865	-0.0215925371	-0.0199370388	-0.0283227643	-0.0245657782	-0.0248702701	-0.0308236741	-0.0270830167	-0.0329702611	-0.0170117960	-0.0269581592	-0.0238669038	-0.0308293429	-0.0187298367	-0.0257783482	-0.0244861863	-0.0333020042	-0.0270418205	-0.0318026869	-0.0247366628	-0.0373079610	-0.0243974054	-0.0222377188	-0.0219160728	-0.0318804362	-0.0195959070	-0.0224789685	-0.0378192255	-0.0143979047	-0.0347029386	-0.0340737269	-0.0161068047	-0.0156799337	-0.0177992153	-0.0223281231	-0.0339735780	-0.0241659417	-0.0160384421	-0.0203545269	-0.0293308125	-0.0169217891	-0.0222765212	-0.0166121712	-0.0362431146	-0.0233460303	-0.0221627511	-0.0231502661	-0.0272478663	-0.0176702230	-0.0213007779	-0.0253892049	-0.0198823978	-0.0243565367	-0.0098035157	-0.0238592607	-0.0228276938	-0.0238855491	-0.0168891767	-0.0223607534	-0.0252441334	-0.0167857159	0.1338139149	-0.0162875812	-0.0187298367
-0.0246558375	1.0000000000	0.0332776366	0.0327765517	-0.0312007670	-0.0554207385	0.0295472408	0.0014896825	0.0289526146	0.0316621595	0.0053759897	0.0143375493	0.0273476715	0.0056729274	0.0022376634	0.0330662877	-0.0046733885	0.0104742296	0.0316463617	-0.0005832922	-0.0106359212	0.0007004193	0.0360390931	0.0075543981	0.0271208919	0.0309990652	-0.0214400316	0.0299759697	0.0315606013	-0.0009498882	0.0322529617	0.0272343533	0.0326979250	-0.0025148129	0.0311863167	0.0218232510	0.0271398859	0.0329465077	-0.0556129545	0.0001962370	0.0317338841	0.0334747134	0.0065444265	0.0307709450	0.0310081001	0.0051760999	0.0297104765	0.0016688950	0.0347153098	0.0126563012	0.0051137691	0.0258993295	0.0006652619	0.0070070328	0.0053763688	0.0273170210	0.0033457412	-0.0230128756	0.0308727654	0.0077036567	-0.0029529684	-0.0119704783	-0.0000024055	0.0032814476	-0.0054424874	0.0065422608	0.0041207517	0.0090929769	-0.0151865126	0.0081760686	0.0317933818	0.0089131050	-0.0556129545	0.0315033245	0.0316392265	0.0251994855	0.0038564496	0.0331350887	0.0339032235	0.0298237598	0.0336112271	0.0007418811	-0.0038368539	0.0297629987	-0.0194148843	0.0306045276	0.0319207098	0.0309750888	0.0062939496	0.0042461082	-0.0370345641	-0.0217875756	0.0004149188	0.0004010731	0.0094162975	0.0007951170	0.0306703197	-0.0032556803	0.0063073989	-0.0364101762	-0.0018082291	-0.0337567925	0.0317642613	0.0295772369	0.0292209798	0.0020479521	0.0124297754	-0.0089450089	0.0071764791	0.0029242307	0.0297433628	0.0065489815	-0.0085456492	-0.0013178878	0.0328357654	0.0006289892	-0.0310696588	-0.0013554304	0.0310873955	-0.0166727236	-0.0059806748	-0.0316209763	-0.0556129545
-0.0309630112	0.0332776366	1.0000000000	0.0249219803	-0.0354707457	-0.0600413927	0.0293056190	0.0314884295	0.0249102437	0.0021279731	0.0281406033	0.0282988988	-0.0008177245	0.0030563847	0.0234555053	0.0313286807	-0.0033124265	0.0298708811	0.0306673593	-0.0017311314	-0.0188122903	0.0003093132	0.0338419264	0.0079061095	0.0258630979	0.0262817635	-0.0327708356	0.0276684783	0.0104128749	0.0231586304	0.0233102990	-0.0102862822	0.0296985249	-0.0065853138	0.0310103356	-0.0010083569	0.0216330713	0.0079270608	-0.0629560818	0.0262382236	0.0081454138	0.0300975653	0.0021691147	0.0315789128	-0.0041782250	0.0062747526	0.0275480078	0.0019906007	0.0318633515	0.0302625396	0.0056122558	0.0267133423	0.0023070734	0.0068216901	0.0237774563	0.0257413662	0.0076063034	-0.0295749248	0.0282148190	0.0072109464	-0.0051158081	-0.0145060452	-0.0000283844	0.0275990310	-0.0191274141	0.0255641406	0.0074745391	0.0290515807	-0.0165668385	0.0276290811	0.0247303940	0.0093192621	-0.0629560818	0.0282605708	-0.0031173403	0.0026633000	0.0034996853	0.0301950432	0.0287480221	0.0101048332	0.0267096521	0.0284183874	0.0311866637	0.0316420354	-0.0325716636	0.0312659690	0.0348802957	0.0302356298	0.0265294109	0.0235241769	-0.0426766953	0.0376929534	0.0025929200	0.0257221522	0.0087101122	-0.0055619194	0.0054288197	-0.0035656905	0.0281482090	-0.0414971931	0.0258096100	-0.0447755708	0.0284124189	0.0255072863	0.0018189291	-0.0000935106	0.0295156571	-0.0114019043	0.0263183133	0.0026229599	0.0300820443	0.0278056315	0.0367290264	0.0261688111	0.0114049179	0.0260463243	-0.0384953193	0.0022588937	0.0295445601	0.0333189929	-0.0106624697	-0.0337338535	-0.0629560818
-0.0257033565	0.0327765517	0.0249219803	1.0000000000	-0.0216316421	-0.0401292351	0.0362649932	-0.0047331262	0.0326555431	-0.0000535020	-0.0018758853	0.0359443860	0.0026233920	0.0023302052	-0.0041772487	0.0015132274	0.0453273469	0.0063681664	0.0344045400	-0.0030184201	-0.0057347142	0.0447117549	0.0019132331	0.0378318309	-0.0064256705	-0.0016273658	-0.0101301104	-0.0085952330	0.0019809131	-0.0028976552	-0.0071109127	-0.0002281962	0.0044200075	-0.0031419998	-0.0008048380	0.0296067109	0.0264853633	-0.0007199638	-0.0390737228	-0.0058143663	-0.0027733753	0.0282456372	-0.0029307465	0.0006090081	0.0009144141	-0.0032069441	-0.0007128647	-0.0034379642	-0.0055427077	0.0013217751	-0.0038442950	-0.0012200906	-0.0013856482	0.0052989924	-0.0063697496	0.0325863002	0.0011248742	-0.0178322963	0.0308275152	-0.0016435368	-0.0043598509	-0.0062815574	-0.0008731272	-0.0011082398	0.0432476948	-0.0002463987	-0.0029149134	0.0318758481	-0.0139864989	0.0003845119	0.0001942574	0.0396248107	-0.0390737228	0.0023204112	0.0004970407	0.0280439805	-0.0006471034	0.0011529995	0.0403656241	0.0332191884	-0.0001471866	-0.0060388629	-0.0062703870	0.0031834331	-0.0107364823	-0.0013071887	0.0292636651	0.0020973848	0.0015276127	-0.0053583359	-0.0254068906	-0.0163215539	-0.0065503107	-0.0005122865	0.0037349740	-0.0023591617	-0.0004787385	-0.0062706482	0.0009882649	-0.0276639873	-0.0011235827	-0.0240775576	0.0279930474	-0.0056941700	-0.0047760673	0.0001248081	0.0071384598	-0.0094909881	0.0034086003	-0.0027503251	-0.0028848060	-0.0011863791	-0.0128946757	-0.0060478362	0.0329551576	-0.0027211533	-0.0225697951	-0.0077327956	0.0021668660	-0.0088989502	-0.0094616670	-0.0228805143	-0.0390737228
-0.0168577461	-0.0312007670	-0.0354707457	-0.0216316421	1.0000000000	-0.0186221934	-0.0121797058	-0.0205679231	-0.0215507336	-0.0228704873	-0.0137699680	-0.0311397518	-0.0288916247	-0.0207532837	-0.0283525819	-0.0332676129	-0.0191821959	-0.0295788192	-0.0282874537	-0.0211399748	-0.0200882302	-0.0202808205	-0.0302869661	-0.0247695723	-0.0202494082	-0.0229604981	-0.0209377087	-0.0225647274	-0.0274110587	-0.0193198545	-0.0229227136	-0.0261656595	-0.0345124853	-0.0186114571	-0.0301164888	-0.0276994437	-0.0323948239	-0.0246183299	-0.0191331265	-0.0237944927	-0.0269534945	-0.0302238385	-0.0273527678	-0.0291499027	-0.0248185137	-0.0228099228	-0.0238595391	-0.0245256136	-0.0140250968	-0.0290466912	-0.0267968909	-0.0202285761	-0.0201798008	-0.0543568361	0.0754470803	-0.0140783983	-0.0293660334	-0.0167546452	-0.0250268845	-0.0289427368	-0.0192929235	0.1691257613	-0.0254279038	-0.0235594739	-0.0231142614	-0.0284487257	-0.0281057652	-0.0310470225	-0.0173316505	-0.0240712391	-0.0242131072	-0.0270234172	-0.0191331265	-0.0281689198	-0.0177501137	-0.0331579083	-0.0217683684	-0.0385353445	-0.0225528457	0.0428896000	-0.0217233478	-0.0185314128	-0.0205922603	-0.0289548297	-0.0190619575	-0.0291312080	-0.0356303698	-0.0294366365	-0.0294223416	-0.0346955672	-0.0161941105	-0.0174666065	-0.0213222430	-0.0186793747	-0.0304625967	-0.0203868199	-0.0256863934	-0.0164742428	-0.0292910975	-0.0156512732	-0.0204028980	-0.0162528739	-0.0242775962	-0.0227504437	-0.0298335445	-0.0216703792	-0.0303131688	-0.0143683156	-0.0247244594	-0.0243204284	-0.0219215895	-0.0244222607	-0.0199226370	-0.0188019596	-0.0284601825	-0.0251190089	-0.0164899227	-0.0225480433	-0.0234236824	-0.0155485528	-0.0217790778	-0.0165567284	-0.0191331265
-0.0184905077	-0.0554207385	-0.0600413927	-0.0401292351	-0.0186221934	1.0000000000	-0.0463255788	-0.0294133891	-0.0499289719	-0.0419471287	-0.0436921013	-0.0550592397	-0.0495516971	-0.0428829522	-0.0447738012	-0.0518684668	-0.0341422041	-0.0517547102	-0.0474801600	-0.0358396535	-0.0237544646	-0.0363615933	-0.0496144736	-0.0401025171	-0.0391196424	-0.0377380885	-0.0272337117	-0.0349113895	-0.0501156481	-0.0353830295	-0.0356386163	-0.0405925627	-0.0611432752	-0.0301964583	-0.0506013567	-0.0485651620	-0.0683070834	-0.0492585680	-0.0163554195	-0.0304790993	-0.0379986729	-0.0656680848	-0.0451679955	-0.0417653683	-0.0394145125	-0.0397663789	-0.0403005353	-0.0396598566	-0.0240071328	-0.0436661351	-0.0451516441	-0.0542663888	-0.0404569978	-0.0850936660	-0.0438746583	-0.0404169403	-0.0538899311	-0.0102493555	-0.0553736931	-0.0544185957	-0.0348658631	-0.0281649160	-0.0440926600	-0.0389290776	-0.0341341178	-0.0474306559	-0.0426633084	-0.0537138126	-0.0167072525	-0.0434060426	-0.0472503384	-0.0468052585	-0.0163554195	-0.0503828405	-0.0340251100	-0.0502394482	-0.0455665471	-0.0708497124	-0.0368965553	-0.0583633708	-0.0393312835	-0.0346245740	-0.0272612542	-0.0490894248	-0.0233585475	-0.0408727833	-0.0622235339	-0.0511726677	-0.0554226620	0.0798299527	-0.0172033955	-0.0121437957	-0.0381874248	-0.0356574533	-0.0546102182	-0.0368938966	-0.0446239869	-0.0335699606	-0.0436284138	-0.0173439767	-0.0362853986	-0.0170134012	-0.0571647738	-0.0376892006	-0.0425052470	-0.0385558240	-0.0481892316	-0.0266413742	-0.0419074147	-0.0393029980	-0.0373069710	-0.0391664225	-0.0200434482	-0.0373577988	-0.0420322503	-0.0395351418	-0.0191316256	-0.0294145825	-0.0374451624	-0.0211460782	-0.0330566263	-0.0186449380	-0.0163554195
-0.0294044708	0.0295472408	0.0293056190	0.0362649932	-0.0121797058	-0.0463255788	1.0000000000	0.0418507157	0.0015293914	-0.0011338144	0.0364592781	0.0325925290	-0.0037741502	0.0027480793	0.0020871228	0.0030696047	0.0013935218	0.0323218761	0.0042497698	0.0392318287	-0.0167066485	0.0007390623	-0.0001822507	0.0026717449	-0.0034236883	0.0387241263	-0.0260913543	-0.0103884170	0.0082432433	-0.0013244319	-0.0085460740	-0.0070488440	0.0297163619	-0.0029628916	0.0047029939	0.0001812619	0.0285210302	0.0069830063	-0.0451481183	-0.0095195965	-0.0044113321	0.0133994297	-0.0027856371	-0.0036657878	0.0319878644	0.0025486194	0.0016664595	-0.0007777373	-0.0084011393	-0.0018368225	0.0039497390	0.0353922718	0.0395925964	0.0038809083	0.0277324047	-0.0022763376	0.0026131647	-0.0229295245	0.0083505903	0.0052954303	-0.0052141923	0.0453948539	0.0335735497	-0.0015181563	-0.0107702732	0.0024040173	-0.0049256611	0.0320295087	-0.0151533998	0.0325555485	-0.0028654634	0.0357217291	-0.0451481183	0.0054516744	0.0006739468	-0.0066602424	0.0043114854	0.0274113718	0.0389002705	0.0323612364	0.0444393795	-0.0052101188	0.0002973498	0.0347704116	-0.0212040115	-0.0031714550	0.0306395843	0.0019865147	0.0060232745	-0.0074416632	-0.0295288753	-0.0191159991	-0.0003583969	0.0430351503	0.0314410536	-0.0005539014	0.0355088410	-0.0028424927	0.0046216416	-0.0280182042	0.0387459800	-0.0323138951	0.0106581097	-0.0008739270	0.0000274510	0.0019990881	0.0050429398	-0.0105698301	0.0357993302	-0.0019168474	0.0034117019	-0.0053654054	-0.0150931225	-0.0039376585	0.0005841473	-0.0028394549	-0.0292305343	-0.0088922818	-0.0015012288	-0.0189247529	-0.0090942485	-0.0219425002	-0.0451481183
-0.0219350209	0.0014896825	0.0314884295	-0.0047331262	-0.0205679231	-0.0294133891	0.0418507157	1.0000000000	-0.0079281255	-0.0053060604	-0.0042570806	-0.0023984569	-0.0051279397	0.0012676982	0.0000087220	-0.0011294784	-0.0047507696	0.0010277483	-0.0022483884	-0.0045927311	-0.0119143606	-0.0040451565	-0.0013590714	-0.0017791547	-0.0086940514	0.0001016798	-0.0217653875	-0.0058880534	0.0385962279	-0.0026009586	-0.0091756082	-0.0103732531	0.0319035773	-0.0067276737	0.0368515626	-0.0039670206	0.0219044624	-0.0044027637	-0.0329657926	-0.0090005008	-0.0044704346	0.0263001388	-0.0058991297	-0.0047385806	-0.0017812737	-0.0044398847	-0.0048195198	-0.0056580434	-0.0070482029	-0.0016021873	0.0006735997	0.0373170119	-0.0001173609	0.0042261365	-0.0005644845	-0.0086191171	-0.0067784136	-0.0153821759	-0.0041133824	-0.0063487694	-0.0066169482	-0.0081339167	-0.0053498088	-0.0064302705	-0.0146714240	-0.0065567342	-0.0076172366	0.0005402008	-0.0087066233	-0.0020674915	-0.0036091159	-0.0015920072	-0.0329657926	-0.0054509007	-0.0045629503	-0.0111459518	-0.0032130241	0.0244083931	0.0026339495	-0.0019743659	0.0492862626	-0.0044568199	0.0645460079	0.0410024663	-0.0193380859	-0.0025887744	0.0023376634	-0.0052588152	-0.0015011224	0.0274116281	-0.0214718000	-0.0119802471	-0.0044139896	-0.0028708716	0.0025520676	-0.0055337349	0.0007451705	-0.0069843758	0.0012286501	-0.0192275771	-0.0043490735	-0.0244305264	0.0337547548	-0.0046153656	-0.0065709882	-0.0030300328	0.0365414956	-0.0082707377	0.0035454822	-0.0054779354	0.0472641785	-0.0089812173	-0.0072634069	-0.0062436381	-0.0010002723	-0.0067102518	-0.0220314631	-0.0061455435	-0.0014362477	-0.0149070446	-0.0079634526	-0.0194637294	-0.0329657926
-0.0279914729	0.0289526146	0.0249102437	0.0326555431	-0.0215507336	-0.0499289719	0.0015293914	-0.0079281255	1.0000000000	0.0294915510	0.0305280136	0.0248775080	0.0287077756	-0.0017272169	-0.0010033994	0.0008239455	-0.0024871413	0.0269140878	0.0288297506	-0.0055000746	0.0444247915	-0.0001719433	0.0257937889	0.0009570438	0.0005996757	-0.0062299217	0.0428314012	-0.0095589775	0.0010431002	-0.0067299494	0.0290202279	0.0372204024	0.0011210908	0.0320884568	-0.0018375915	-0.0031673920	0.0241946808	0.0031011903	-0.0517123399	-0.0069937069	-0.0058465100	0.0061756646	0.0249193759	-0.0027058501	0.0001454265	-0.0053453610	0.0025379283	0.0311535688	0.0406433583	0.0014025401	-0.0019191978	-0.0023901959	0.0010219201	0.0036512062	-0.0056863224	0.0450547407	0.0222206856	-0.0251797077	0.0289979199	0.0247844696	-0.0066300013	0.0366468095	0.0245237598	-0.0047106675	0.0413746452	0.0047126831	-0.0039671455	0.0022408991	-0.0164062139	-0.0050811727	0.0053343772	0.0245740389	-0.0517123399	0.0267591122	0.0009134448	0.0130784839	-0.0003286246	0.0226250600	-0.0032357638	0.0229315543	-0.0041900545	-0.0088152609	-0.0097695881	0.0252873757	-0.0064976005	-0.0052915583	0.0194095585	0.0263943858	0.0004642722	0.0135559020	-0.0345231921	-0.0213824599	-0.0056174915	-0.0008715804	0.0057893444	-0.0017810943	0.0280404171	-0.0049026651	-0.0034567681	-0.0366952159	-0.0016320035	-0.0334621122	0.0295442668	-0.0020883785	-0.0019169668	-0.0011776618	0.0262234465	-0.0142977596	-0.0016806795	0.0257412228	-0.0062066868	0.0313661181	-0.0134433613	-0.0065827235	-0.0050246112	-0.0021204409	-0.0188339288	-0.0102923920	0.0280771910	0.0530511742	-0.0096097081	-0.0270036512	-0.0517123399
-0.0273000173	0.0316621595	0.0021279731	-0.0000535020	-0.0228704873	-0.0419471287	-0.0011338144	-0.0053060604	0.0294915510	1.0000000000	-0.0027816057	0.0106347483	0.0310510394	-0.0056796279	-0.0044411093	0.0022095496	-0.0108310912	0.0005662982	0.0349404034	-0.0050558231	-0.0023444862	-0.0065127559	-0.0030300889	-0.0044672025	-0.0052801264	-0.0055673137	-0.0088204840	-0.0094992755	0.0313214601	-0.0096117278	-0.0086915687	0.0428300454	0.0011066930	-0.0078304927	0.0005808215	-0.0028539089	0.0250667065	-0.0017978636	-0.0403938415	0.0420849163	-0.0002616827	0.0018581061	0.0058029527	0.0000805617	0.0007696543	0.0049048304	0.0368161509	0.0391226965	-0.0081546671	0.0292411026	0.0025586132	-0.0015355262	-0.0031038796	0.0073226535	0.0275733574	-0.0058358817	0.0097855384	-0.0212744339	-0.0005941530	0.0068973564	-0.0034425827	-0.0140709823	-0.0076201635	0.0393010553	0.0481211133	0.0369259058	0.0396666585	0.0318716123	-0.0137431176	0.0065174892	-0.0016330459	0.0012016312	-0.0403938415	0.0050119370	0.0455971472	0.0335833803	-0.0011104145	0.0288724957	-0.0016867876	0.0023792946	0.0363660962	-0.0055612704	-0.0066808373	-0.0029864109	-0.0066742923	0.0006747200	0.0060237245	-0.0005103290	-0.0014057835	-0.0075990176	-0.0264566765	-0.0201630613	-0.0057674173	0.0402280834	0.0322509807	-0.0044907412	0.0001298517	-0.0067217306	-0.0013958747	-0.0286280290	-0.0063093852	-0.0254704014	0.0253710628	0.0391433496	-0.0051102992	-0.0001229354	-0.0012993576	-0.0104750438	-0.0007876982	-0.0021794380	-0.0035462293	0.0023751067	-0.0163774858	-0.0003866335	0.0012256357	-0.0023268338	-0.0234412271	-0.0021142155	0.0001199473	-0.0139048730	-0.0123017739	-0.0244062373	-0.0403938415
