1.0000000000	-0.0320086886	-0.0284408409	-0.0007052961	0.0034458410	0.0165313496	0.0484221353	-0.0158533296	0.0074520654	0.0501930949	0.0365392587	0.0053088023	0.0542238831	0.0562567112	0.0541622329	0.0579510820	0.0625169924	0.0612879373	0.0091546577	0.0427296735	0.0071354127	0.0346091366	0.0289729773	-0.0004733503	0.0104856181	-0.0027870982	0.0149055278	0.0015946709	0.0358900465	-0.0021364635	0.0509255471	0.0419979491	0.0003839380	-0.0078352132	0.0472677258	-0.0193861659	-0.0101857288	-0.0070137410	-0.0393494142	-0.0365124376	0.0513500804	-0.0416258436	0.0040498293	-0.0307695058	0.0100612996	0.0433151543	0.0592867536	-0.0096931186	0.0038405636	-0.0325673023	-0.0358165887	-0.0213759252	-0.0448470367	-0.0316021654	-0.0205020271	-0.0303919079	-0.0459876049	-0.0512576875	-0.0485209747	-0.0474968163	-0.0480366450	0.0083519198	0.0023350717	-0.0025292772	-0.0033911381	0.0084875256	-0.0063985930	0.0583853150	0.0507973400	0.0189271271	-0.0299292679	-0.0052022478	-0.0057549943	-0.0026180017	-0.0053161287	0.0118965284	-0.0395840761	-0.0122206376	0.0446977667	0.0500558952	0.0108068470	-0.0222216364	0.0459780500	-0.0045800929	-0.0046362779	-0.0015761442	-0.0268711817	-0.0009887813	-0.0416258436	0.0099427372	0.0099427372	0.0073798875	-0.0033731459	-0.0370546162	-0.0157578208	-0.0393494142	-0.0319447877	-0.0250208106	0.0056973752	0.0770709896	-0.0379867890	-0.0437435890	0.0517113827	-0.0407838840	-0.0329256859	-0.0318925441	-0.0000194147	0.0034180863	-0.0298576320
-0.0320086886	1.0000000000	-0.0041642294	-0.0236463560	-0.0227023783	-0.0264235041	-0.0253414873	-0.0150060116	-0.0158129022	-0.0338125347	-0.0196156216	-0.0255683536	-0.0369903260	-0.0356271092	-0.0360517234	-0.0360824276	-0.0359755619	-0.0326898689	-0.0284828077	-0.0300390593	-0.0170027878	-0.0198743645	-0.0101800594	-0.0206563968	-0.0293144031	-0.0291295202	-0.0354176207	-0.0290776141	-0.0166454022	-0.0210390057	-0.0351753023	-0.0315113109	-0.0124979615	-0.0203392076	-0.0183719120	-0.0114210620	0.1028848104	0.0469486316	0.0037871814	-0.0270608530	-0.0278984261	-0.0019019983	-0.0199812714	-0.0014076866	-0.0283074811	-0.0097406930	-0.0334602243	-0.0111688282	-0.0132143636	-0.0100949098	0.0015464522	-0.0211390373	-0.0097989576	-0.0148850643	-0.0170769728	-0.0049382101	0.0520153996	0.0593190652	0.0610837750	-0.0040739924	-0.0069121175	-0.0304642994	-0.0270814308	-0.0281394279	-0.0276259934	-0.0139591516	-0.0184081222	-0.0263469875	-0.0329199894	-0.0273392840	0.0001338176	-0.0216922248	-0.0189409988	-0.0138717577	-0.0185500151	-0.0243454500	-0.0018087044	0.0028930332	-0.0353414772	-0.0241470829	-0.0273930870	-0.0010603869	-0.0287542112	-0.0223597266	-0.0162470965	-0.0228476650	-0.0213611893	-0.0233401672	-0.0019019983	-0.0242870992	-0.0242870992	-0.0244323101	-0.0216874388	-0.0098092817	-0.0240862729	0.0037871814	-0.0130048853	-0.0012667577	-0.0216736393	-0.0250269733	-0.0166352628	-0.0087596423	-0.0337990092	0.0009698176	0.0003114642	0.0014685558	-0.0226830744	-0.0219216571	-0.0090396359
-0.0284408409	-0.0041642294	1.0000000000	0.0306261640	0.0507344988	-0.0250714452	-0.0238643587	-0.0072317746	-0.0233104480	-0.0275248708	-0.0003864147	-0.0309985968	-0.0377238584	-0.0380868432	-0.0376376936	-0.0382476942	-0.0372933103	-0.0343872113	-0.0263029945	-0.0230828206	-0.0289516790	-0.0239223138	0.0484088282	-0.0247861252	-0.0287466102	-0.0293000729	-0.0316752019	-0.0281382951	-0.0097540325	-0.0240260061	-0.0279755336	-0.0264448669	-0.0106399713	-0.0249296508	-0.0110939934	-0.0157155746	-0.0084995860	-0.0213057227	-0.0021808786	-0.0365114701	-0.0375628366	-0.0023645343	-0.0232916431	-0.0018654186	-0.0308957188	-0.0178216690	-0.0340709368	0.0018591985	-0.0166244910	-0.0158551036	-0.0037199589	-0.0223572757	-0.0129724544	-0.0182747720	-0.0249393510	-0.0088806016	0.0497654337	0.0562181182	0.0585395568	0.0162521876	0.0142759703	-0.0357216598	-0.0324238313	-0.0315602448	-0.0316303920	-0.0164525496	-0.0091247091	-0.0170785167	-0.0375761588	-0.0308970547	0.1351371788	-0.0248933130	-0.0215311291	-0.0203635072	-0.0199367092	-0.0286742825	-0.0022485528	-0.0063915306	-0.0373276257	0.0334903283	-0.0272092008	-0.0088907531	-0.0356433586	-0.0172335531	-0.0204553137	-0.0251154742	-0.0222246530	0.0583199114	-0.0023645343	-0.0284984354	-0.0284984354	-0.0121520228	-0.0264248460	-0.0142182620	-0.0296697420	-0.0021808786	-0.0192515006	-0.0014718664	-0.0249608681	-0.0288670624	-0.0227905693	-0.0080194325	-0.0355287811	0.1258257804	0.1242165079	-0.0001351155	-0.0292510483	-0.0280487290	-0.0146380791
-0.0007052961	-0.0236463560	0.0306261640	1.0000000000	0.0572042691	0.0342306574	0.0307880702	0.0350893199	-0.0077466495	0.0201358877	-0.0013827336	-0.0162407811	0.0182785936	-0.0129389392	-0.0097600246	-0.0103058356	-0.0122954225	-0.0135785896	0.0290699222	0.0306151094	-0.0041742903	-0.0052456348	0.0307873759	-0.0055279527	-0.0016967536	0.0349510149	0.0311031452	0.0335409793	0.0310906859	0.0515626528	0.0213710795	0.0313168729	0.0470226100	-0.0105604806	0.0543642294	-0.0136621527	0.0322593363	0.0290465193	-0.0380560988	-0.0543052764	-0.0046447109	-0.0337529958	-0.0128023671	0.0505508783	0.0269617351	0.0275973532	-0.0181617387	0.0408700826	-0.0213326458	-0.0359352210	-0.0332655891	-0.0039074585	-0.0403723508	-0.0358429737	-0.0209106636	-0.0252967356	-0.0293020222	-0.0295708000	-0.0262222234	-0.0375603537	0.0040230206	0.0036389203	-0.0014106286	0.0046222577	0.0019826717	-0.0099363159	0.0487644842	0.0359625650	-0.0133926798	-0.0182880914	-0.0251010291	-0.0016050228	-0.0057213248	0.0013617188	0.0445316247	-0.0216966436	-0.0320973952	0.0075044278	-0.0094074282	0.0335702017	0.0003099043	-0.0233380624	-0.0029748516	0.0370292419	-0.0156958229	0.0031364253	0.0691034312	0.0208003749	-0.0337529958	-0.0230105391	-0.0230105391	0.0456274844	-0.0216866659	-0.0298828129	-0.0372770963	-0.0380560988	-0.0259945317	-0.0275192677	-0.0163232476	-0.0204714106	-0.0403261815	-0.0372455672	-0.0044916003	-0.0260565841	-0.0240250144	0.0482078344	-0.0176782724	-0.0088977528	-0.0266831005
0.0034458410	-0.0227023783	0.0507344988	0.0572042691	1.0000000000	0.0443759336	-0.0122904656	0.0441161811	-0.0028083207	0.0305494254	0.0028201251	-0.0084203433	-0.0022727607	-0.0073820634	-0.0050035449	-0.0039132971	-0.0072480506	-0.0094264145	0.0395406492	0.0414041085	-0.0023667614	-0.0042074531	0.0381697391	-0.0119694213	0.0014187504	-0.0045391748	0.0021113846	0.0006992517	0.0415959728	-0.0038183589	0.0349374007	0.0380833713	0.0589084205	-0.0138062140	0.0647776458	-0.0163635575	-0.0053271213	0.0358891666	-0.0319726499	-0.0421829343	-0.0034583309	-0.0275145992	-0.0139000950	-0.0207491191	0.0021748929	-0.0108598223	0.0358556433	0.0611744906	-0.0172721336	-0.0263711216	-0.0296496433	-0.0240506501	-0.0333113360	-0.0316571627	-0.0248682682	-0.0258514739	-0.0313593661	-0.0319249474	-0.0295921756	-0.0293228242	0.0236021085	-0.0024725497	-0.0032315360	-0.0060653054	-0.0127192598	-0.0078786855	0.0643448726	0.0477389732	-0.0086699263	-0.0090089134	-0.0172209371	-0.0015947457	-0.0001367927	-0.0004115340	-0.0073800105	-0.0172824656	-0.0261649950	0.0007835098	-0.0071908710	0.0066096148	0.0056224877	-0.0195499969	-0.0048298025	0.0530887264	-0.0158496222	0.0002682662	-0.0203273539	0.0363876499	-0.0275145992	-0.0181806955	-0.0181806955	0.0594159654	-0.0204678830	-0.0221103566	-0.0184370082	-0.0319726499	-0.0300147175	-0.0224058368	-0.0169621466	-0.0160425157	-0.0340221221	-0.0266341543	-0.0054237732	-0.0164302827	-0.0155348057	-0.0201470827	-0.0091472609	-0.0041706241	-0.0292718425
0.0165313496	-0.0264235041	-0.0250714452	0.0342306574	0.0443759336	1.0000000000	-0.0080080214	-0.0031236309	0.0404442911	0.0413339672	0.0368719490	0.0560039074	0.0191048269	0.0091446159	0.0038887256	0.0412023336	0.0394822463	0.0387416668	0.0210901391	0.0113497485	0.0615630921	0.0521122780	0.0008450488	0.0480970466	0.0565898420	0.0445188847	0.0176954754	0.0112030664	0.0450305881	-0.0016744041	0.0556302870	0.0553626975	0.0572713110	0.0117491335	0.0019670771	-0.0100467452	0.0389872254	0.0301107119	-0.0427377247	-0.0430861917	0.0573165666	-0.0450736550	0.0043564876	-0.0266112318	0.0576979936	0.0001367256	0.0144033997	-0.0028826814	-0.0097979316	-0.0356107030	-0.0392955805	-0.0280357852	-0.0487940750	-0.0413477326	-0.0300009972	-0.0330323535	-0.0455255966	-0.0498495680	-0.0467815879	-0.0478534312	-0.0458466432	0.0458710655	0.0495177875	0.0518106641	0.0112445101	-0.0007129693	0.0534280841	0.0171079973	0.0457779474	0.0050771265	-0.0320251618	0.0074506238	0.0032314561	0.0105120427	-0.0102905511	-0.0040185526	-0.0428627706	-0.0101185139	0.0438262168	0.0446797734	0.0546733199	-0.0241765844	0.0398459296	0.0133647611	0.0019731352	0.0109593828	-0.0179894781	0.0436935531	-0.0450736550	-0.0066979293	-0.0066979293	0.0442098320	-0.0158843326	-0.0386759929	-0.0270865152	-0.0427377247	-0.0379567767	-0.0308935248	-0.0071966764	-0.0026940681	-0.0439721832	-0.0470861796	0.0340655931	-0.0425255448	-0.0341428353	-0.0315635705	-0.0016963476	0.0021342295	-0.0356412536
0.0484221353	-0.0253414873	-0.0238643587	0.0307880702	-0.0122904656	-0.0080080214	1.0000000000	-0.0161408223	-0.0102046253	0.0559357540	-0.0163211768	-0.0117544353	-0.0056894346	-0.0093288536	0.0366257949	-0.0125775470	-0.0082665771	-0.0082217151	-0.0107374846	-0.0091866734	-0.0105618956	-0.0074669727	0.0417087309	0.0430444244	-0.0078005645	-0.0061621571	-0.0012282878	-0.0021866176	-0.0160103316	0.0657789781	0.0402295408	-0.0100575864	-0.0160633617	-0.0137680659	-0.0039637646	-0.0193507975	-0.0167422815	-0.0123678034	-0.0292532226	-0.0254457725	-0.0049504732	-0.0206985354	-0.0158810830	-0.0208175050	-0.0074216006	-0.0143893444	-0.0086494509	-0.0137965004	-0.0131088933	-0.0302306756	-0.0229958421	0.0284215070	-0.0149543237	0.0357525463	0.0761180450	-0.0151539879	-0.0366086320	-0.0385953055	-0.0359454648	-0.0290630906	-0.0258200423	-0.0068420481	-0.0076320033	-0.0123062050	-0.0124502355	-0.0125631233	-0.0094564820	-0.0099217730	0.0065870678	-0.0067230448	-0.0274905341	-0.0160789469	-0.0129259451	-0.0162164433	-0.0072684743	-0.0101049937	-0.0196832623	-0.0200566845	0.0397828682	-0.0122914316	-0.0111513953	-0.0082451963	0.0465163428	-0.0168687285	-0.0111211487	-0.0061352982	-0.0193917901	-0.0131651602	-0.0206985354	-0.0136055137	-0.0136055137	-0.0129490007	0.1272866876	-0.0165978666	-0.0198294953	-0.0292532226	-0.0058079892	-0.0112589405	-0.0112940573	-0.0063230649	-0.0143912432	-0.0301087429	-0.0063759861	-0.0289774736	-0.0277530326	-0.0226861964	-0.0097430419	-0.0134605994	-0.0051514102
-0.0158533296	-0.0150060116	-0.0072317746	0.0350893199	0.0441161811	-0.0031236309	-0.0161408223	1.0000000000	-0.0147417891	-0.0121693578	-0.0077614959	-0.0164136529	-0.0173391720	-0.0206383091	-0.0207726158	-0.0202374483	-0.0184184315	-0.0189083446	-0.0010280121	0.0065178068	-0.0128634854	0.0069177471	0.0094544525	0.0016646110	0.0032696374	0.0536642430	0.0347943340	0.0452830779	-0.0089321698	0.0019806620	-0.0107084489	0.0066259794	-0.0027682062	0.0119111705	-0.0057831597	0.0164645526	-0.0077604507	-0.0013116044	-0.0181942145	-0.0386443699	-0.0080661011	-0.0185588343	-0.0035900485	-0.0067462952	-0.0077967409	-0.0027338763	-0.0192373023	-0.0036939974	-0.0148971220	-0.0256509964	-0.0144943208	0.0153347133	-0.0251286345	-0.0245556843	-0.0163389740	-0.0089037011	0.0068571035	0.0097033955	0.0124690887	-0.0244527277	-0.0165350910	0.0054166238	0.0093393304	0.0510870642	0.0013196730	-0.0125477544	0.0018904942	-0.0035180677	-0.0144976577	-0.0194398601	-0.0157888522	0.0675585785	0.0655165880	0.0594371287	-0.0100640808	-0.0186451799	-0.0176485146	-0.0108397171	-0.0142045941	-0.0076351006	-0.0001477882	-0.0132604185	-0.0074625534	0.0096900917	-0.0080208330	0.0580629121	-0.0102719909	0.0491427611	-0.0185588343	-0.0194784387	-0.0194784387	-0.0052460199	-0.0230224080	-0.0222677541	-0.0297665414	-0.0181942145	-0.0201857476	-0.0145920351	-0.0100592510	-0.0185966287	-0.0255364992	-0.0259056990	0.0275330325	-0.0177803490	-0.0168810683	-0.0126843236	-0.0191326338	-0.0128833268	-0.0178104309
0.0074520654	-0.0158129022	-0.0233104480	-0.0077466495	-0.0028083207	0.0404442911	-0.0102046253	-0.0147417891	1.0000000000	0.0418388843	-0.0115884321	0.0514726038	0.0377958903	0.0423926700	0.0373011875	0.0453591704	0.0073665668	0.0021782958	0.0460041554	0.0430572999	0.0105295723	-0.0012008230	-0.0105778326	-0.0057076469	0.0019907347	-0.0065982648	-0.0009101634	-0.0099738859	0.0344965214	-0.0154480354	0.0380166596	0.0333826923	0.0022822271	-0.0066269981	-0.0144518371	-0.0166336553	0.0372435433	0.0226353957	-0.0280372140	-0.0394751704	0.0128345873	-0.0202377795	0.0002354215	-0.0228806641	0.0048471947	-0.0006767152	0.0084917326	-0.0113208951	-0.0014155334	-0.0284575100	-0.0256016373	-0.0162269610	0.0224205784	0.0210293817	-0.0163130529	-0.0153319711	-0.0049176780	-0.0048802928	-0.0020026432	-0.0270349908	-0.0268983758	0.0012170637	-0.0003593711	-0.0060615441	-0.0109909253	-0.0000908455	-0.0126625867	0.0034700797	0.0447012961	0.0616795521	-0.0259538780	-0.0092918597	-0.0089341380	-0.0020515799	-0.0150642206	-0.0035880880	-0.0192451068	-0.0122058135	0.0357481732	0.0395044014	0.0423334508	-0.0126563782	0.0004377858	0.0402268536	-0.0010323493	-0.0054208865	-0.0297638708	-0.0058576901	-0.0202377795	-0.0038614393	-0.0038614393	-0.0048443511	-0.0167848853	-0.0200217206	-0.0266009071	-0.0280372140	-0.0283930736	-0.0188652803	-0.0047561755	-0.0028869014	-0.0226057734	-0.0348842988	0.0347165864	-0.0279697793	-0.0223918361	-0.0237170547	0.0654567355	0.0099660959	-0.0169533455
0.0501930949	-0.0338125347	-0.0275248708	0.0201358877	0.0305494254	0.0413339672	0.0559357540	-0.0121693578	0.0418388843	1.0000000000	-0.0139980251	0.0033378293	0.0448880215	0.0464798423	0.0422799426	0.0453231084	0.0498606059	0.0488863184	0.0115892237	0.0374033622	0.0030594323	-0.0018045581	0.0273293635	-0.0006861873	0.0358713482	-0.0037901659	0.0318180567	-0.0044355135	-0.0043007656	-0.0088543394	0.0469745491	0.0357120233	-0.0008390985	-0.0081360122	-0.0061911753	-0.0218245479	-0.0137851729	-0.0089190113	-0.0409848033	-0.0441109073	0.0449407457	-0.0302153826	0.0011276182	-0.0305180347	0.0356082193	-0.0042380726	0.0172695022	-0.0108600199	0.0492186621	-0.0417884964	-0.0343338687	0.0139973039	0.0061574880	0.0156017435	-0.0125166977	-0.0210049232	-0.0416081738	-0.0444911742	-0.0407202842	-0.0390454196	-0.0331541179	0.0009202619	-0.0026846181	-0.0056506417	-0.0055936628	-0.0011659141	-0.0034781655	0.0108838395	0.0517319964	0.0588707272	-0.0367136192	-0.0113784517	-0.0094311390	-0.0087351245	-0.0159629860	0.0048682457	-0.0287333036	-0.0218702614	0.0353447322	0.0085021565	0.0390735145	0.0414540100	0.0460246700	-0.0041950882	-0.0017695499	-0.0054767665	-0.0288410252	0.0326945039	-0.0302153826	0.0024279166	0.0024279166	0.0021045053	0.0781730532	-0.0258438540	-0.0272430552	-0.0409848033	-0.0310412729	-0.0223976350	0.0020785629	0.0078892126	-0.0253151315	-0.0432255348	0.0417485661	-0.0393755740	-0.0364529847	-0.0327649944	0.0066217683	-0.0009647907	-0.0234526539
