1.0000000000	0.0037924945	0.0186416417	-0.0314688221	-0.0391117685	0.0126300848	0.0152653910	0.0152282964	-0.0355816911	0.0069650090	-0.0014506689	0.0492020800	0.0149661606	0.0485113676	0.0003617426	-0.0015587050	-0.0406909339	-0.0244567871	-0.0280913398	-0.0260027773	0.0118118060	0.0086819914	-0.0033585004	0.0105135850	0.0120036731	-0.0285945782	0.0149443596	-0.0186546176	0.0206012053	-0.0041541916	-0.0095530115	0.0149661606	0.0160481113	0.0149661606	0.0002000431	0.0860573407	0.0125187977	0.0130864556	0.0182506681	-0.0314760844	-0.0082615732	0.0144867515	0.0177395988	0.0549660471	0.0439097662	0.0449920991	0.0499270365	0.0516459839	0.0499270365	0.0473067587	0.0486527665	0.0461152938	0.0490419117	0.0458911684	-0.0332621844	-0.0305001362	0.0143197621	0.0144677565	0.0496629649	0.0092530425	-0.0004575661	0.0143826718	0.0079845507	-0.0309140832	0.0153352893	-0.0328012678	-0.0137194082	-0.0277903706	-0.0334203480	-0.0234722614	-0.0227220088	-0.0234680988	-0.0227220088	-0.0227220088	-0.0227220088	-0.0227220088	-0.0227220088	-0.0227220088	-0.0334203480	-0.0334203480	-0.0367163041	-0.0334203480	-0.0334203480	-0.0334203480	-0.0334203480	-0.0334203480	-0.0334203480	-0.0339517886	-0.0339333597	-0.0285626767	-0.0227220088	0.0017570627	0.0157540174	-0.0303620724	-0.0288737491	0.0149661606	-0.0224284770	-0.0284463454	-0.0334413717	-0.0332621844	0.0064169717	-0.0328012678	-0.0340327709	-0.0213866177	-0.0328012678	-0.0348904116	-0.0285626767	-0.0277903706	-0.0362918006	-0.0396167473	-0.0334203480	-0.0003972091	0.0072403214	0.0149661606	-0.0328012678
0.0037924945	1.0000000000	0.0046934249	0.0314764002	-0.0302771308	-0.0014102288	0.0702634227	-0.0023370219	-0.0373674830	0.0776079885	0.0677808841	0.0418570377	-0.0029614458	0.0470009362	0.0137257502	0.0732276549	-0.0413412347	-0.0196601083	-0.0122861158	-0.0061484567	0.0644442950	0.0666575923	0.0113845637	0.0211657461	0.0641279845	-0.0315518406	0.0045687228	-0.0192407590	0.0046840264	0.0130210081	-0.0027577748	-0.0029614458	0.0072549194	-0.0029614458	0.0866576629	-0.0025648344	0.0062908599	0.0074021731	0.0016738543	-0.0410946041	0.0052889296	-0.0013534856	0.0062078227	0.0638983870	0.0446351716	0.0410740446	-0.0011750279	0.0019567185	-0.0011750279	0.0419523337	0.0068999069	0.0094396494	0.0012424153	-0.0008929005	-0.0352158568	-0.0264778498	0.0085676349	0.0108331279	-0.0003875435	0.0080211778	0.0690422427	0.0052367004	0.0602239168	-0.0260153924	-0.0026454012	-0.0370916502	0.0021177795	-0.0342383105	-0.0340336258	-0.0329243651	-0.0346329003	-0.0332063396	-0.0346329003	-0.0346329003	-0.0346329003	-0.0346329003	-0.0346329003	-0.0346329003	-0.0340336258	-0.0340336258	-0.0385155950	-0.0340336258	-0.0340336258	-0.0340336258	-0.0340336258	-0.0340336258	-0.0340336258	-0.0347330832	-0.0343736242	-0.0349201181	-0.0346329003	0.0179677667	0.0030734995	0.0259487343	-0.0352482644	-0.0029614458	-0.0286236203	-0.0326079515	-0.0377778029	-0.0352158568	-0.0043417331	-0.0370916502	-0.0351186452	-0.0277901108	-0.0370916502	-0.0360422816	-0.0349201181	-0.0342383105	-0.0328504289	-0.0445759894	-0.0340336258	-0.0036888776	0.0020020561	-0.0029614458	-0.0370916502
0.0186416417	0.0046934249	1.0000000000	-0.0290944395	-0.0393199956	0.0133390310	0.0159901400	0.0154686163	-0.0370424925	0.0080863157	0.0017325152	0.0491234878	0.0151743481	0.0018762733	0.0011009840	0.0011552409	-0.0404998731	-0.0239878850	-0.0213362623	-0.0195335024	0.0126170812	0.0096813093	-0.0025026547	0.0114844829	0.0144797064	-0.0320309932	0.0154838231	-0.0175317132	0.0821189383	-0.0034823953	-0.0086845003	0.0151743481	0.0172018783	0.0151743481	0.0031686022	0.0158728430	0.0129020858	0.0136893762	0.0187679587	-0.0329033761	-0.0074471621	0.0149503383	0.0182569333	0.0594574044	0.0437347086	0.0444372935	0.0504912893	0.0523915451	0.0504912893	0.0483489974	0.0481052305	0.0473648449	0.0497884086	0.0464493278	-0.0349277087	-0.0317783102	0.0148415363	0.0126458699	0.0503639421	0.0116705155	0.0002741180	0.0150352649	0.0539172657	-0.0307319645	0.0157002825	-0.0345878205	-0.0132642283	-0.0292727077	-0.0350906587	-0.0261601497	-0.0255030554	-0.0261473834	-0.0255030554	-0.0255030554	-0.0255030554	-0.0255030554	-0.0255030554	-0.0255030554	-0.0350906587	-0.0350906587	-0.0384931295	-0.0350906587	-0.0350906587	-0.0350906587	-0.0350906587	-0.0350906587	-0.0350906587	-0.0355781981	-0.0356195092	-0.0300789200	-0.0255030554	0.0024246504	0.0183864290	-0.0313388157	-0.0303919295	0.0151743481	-0.0237913904	-0.0282476148	-0.0353532155	-0.0349277087	0.0071156263	-0.0345878205	-0.0352834957	-0.0227132389	-0.0345878205	-0.0361817500	-0.0300789200	-0.0292727077	-0.0378213489	-0.0399347001	-0.0350906587	0.0032749769	0.0100476077	0.0151743481	-0.0345878205
-0.0314688221	0.0314764002	-0.0290944395	1.0000000000	-0.0451526948	0.0144216571	-0.0167439263	-0.0299789555	0.0214232278	-0.0182006558	0.0330602209	-0.0316025875	-0.0292913158	-0.0137133086	0.0278345815	0.0285108762	-0.0662257783	-0.0552030841	0.1084011976	0.1024386981	0.0136353992	0.0212919708	-0.0232116909	-0.0176714215	-0.0173186594	0.0183168312	-0.0270510821	-0.0555990899	-0.0324716753	0.0389696176	-0.0400332713	-0.0292913158	-0.0343621629	-0.0292913158	0.0366806949	-0.0303157814	-0.0227194211	-0.0281919500	-0.0308245550	-0.0155839652	-0.0214402199	-0.0304464985	-0.0284692839	-0.0383224989	-0.0292518597	-0.0300148655	-0.0308169255	-0.0360819812	-0.0308169255	-0.0277911482	-0.0312790345	-0.0295166690	-0.0304526781	-0.0320971861	0.0544928896	0.0356482611	-0.0262807747	-0.0231121902	-0.0328841411	-0.0339189619	0.0127137782	-0.0252140694	0.0340620012	0.0533598147	-0.0300342119	0.0191368340	-0.0165359136	-0.0058251419	0.0452515521	0.0113162124	0.0099501762	0.0113983983	0.0099501762	0.0099501762	0.0099501762	0.0099501762	0.0099501762	0.0099501762	0.0452515521	0.0452515521	0.0401297315	0.0452515521	0.0452515521	0.0452515521	0.0452515521	0.0452515521	0.0452515521	0.0442629229	0.0457212538	-0.0040675631	0.0099501762	-0.0178158996	-0.0311586523	0.0062942755	-0.0046023720	-0.0292913158	-0.0070973604	-0.0007671002	0.0195889333	0.0544928896	-0.0287314922	0.0191368340	0.0210940648	-0.0098451931	0.0191368340	0.0215881805	-0.0040675631	-0.0058251419	0.0382869922	-0.0497553964	0.0452515521	-0.0242083713	-0.0280767879	-0.0292913158	0.0191368340
-0.0391117685	-0.0302771308	-0.0393199956	-0.0451526948	1.0000000000	-0.0395287926	-0.0493171701	-0.0366155181	-0.0308152382	-0.0301283119	-0.0481980941	-0.0704188513	-0.0352699917	-0.0450759999	-0.0363611742	-0.0445283361	-0.0198434699	-0.0286521038	-0.0214914077	-0.0234892042	-0.0444455516	-0.0464161756	-0.0347244836	-0.0480118882	-0.0466762675	-0.0297812217	-0.0389815075	-0.0189780701	-0.0403733759	-0.0320463962	-0.0282640868	-0.0352699917	-0.0429226787	-0.0352699917	-0.0391161345	-0.0365910478	-0.0300783977	-0.0415923053	-0.0368369304	-0.0410642305	-0.0225620787	-0.0378310065	-0.0385177229	-0.0421937053	-0.0653936638	-0.0626160332	-0.0598886976	-0.0691683107	-0.0598886976	-0.0680750081	-0.0651029377	-0.0683977981	-0.0614593311	-0.0630346414	-0.0368856831	-0.0332497972	-0.0420673276	-0.0310399214	-0.0621776811	-0.0382391659	-0.0381857455	-0.0394591610	-0.0537272792	-0.0404379857	-0.0366078737	-0.0360004075	-0.0250622609	-0.0360641861	-0.0305004749	-0.0548020846	-0.0535800030	-0.0548348791	-0.0535800030	-0.0535800030	-0.0535800030	-0.0535800030	-0.0535800030	-0.0535800030	-0.0305004749	-0.0305004749	-0.0360151369	-0.0305004749	-0.0305004749	-0.0305004749	-0.0305004749	-0.0305004749	-0.0305004749	-0.0315238005	-0.0311842385	-0.0365995643	-0.0535800030	-0.0388138664	-0.0445727471	0.1669052985	-0.0366990381	-0.0352699917	-0.0291655797	-0.0383407508	-0.0366258358	-0.0368856831	-0.0346748360	-0.0360004075	-0.0259309894	-0.0285083624	-0.0360004075	-0.0268044267	-0.0365995643	-0.0360641861	-0.0409885285	-0.0174398540	-0.0305004749	-0.0291039109	-0.0337929145	-0.0352699917	-0.0360004075
0.0126300848	-0.0014102288	0.0133390310	0.0144216571	-0.0395287926	1.0000000000	0.0129976159	0.0148100016	-0.0348060556	0.0033567772	-0.0025523667	0.0532434508	0.0146236113	-0.0083362185	0.0015784243	-0.0011028584	-0.0433713811	-0.0287598416	-0.0219763909	-0.0204507076	0.0107123039	0.0098326618	-0.0048925214	0.0108369046	0.0120638612	-0.0304211840	0.0152154130	-0.0373381335	0.0121037408	-0.0015783297	-0.0182571592	0.0146236113	0.0186200140	0.0146236113	0.0019153744	0.0149141266	0.0724765835	0.0117565051	0.0129289683	-0.0323524285	-0.0179803929	0.0151085842	0.0126142556	-0.0156729714	0.0400821803	0.0409632568	0.0472969933	0.0493486751	0.0472969933	0.0526279924	0.0483453781	0.0520988470	0.0461048959	0.0469416916	-0.0312777260	-0.0295141000	0.0196601139	0.0110252488	0.0510460003	0.0010321399	-0.0045765794	0.0184129951	0.0119002182	-0.0288758526	0.0158109183	-0.0324499800	-0.0142211660	-0.0285310187	-0.0318226358	-0.0245701921	-0.0238849098	-0.0246113295	-0.0238849098	-0.0238849098	-0.0238849098	-0.0238849098	-0.0238849098	-0.0238849098	-0.0318226358	-0.0318226358	-0.0354077614	-0.0318226358	-0.0318226358	-0.0318226358	-0.0318226358	-0.0318226358	-0.0318226358	-0.0324064781	-0.0323299174	-0.0292321172	-0.0238849098	0.0072682304	0.0285460842	-0.0278005554	-0.0295567283	0.0146236113	-0.0231681794	-0.0288757746	-0.0331858741	-0.0312777260	0.0833637816	-0.0324499800	-0.0331118342	-0.0222417936	-0.0324499800	-0.0339573852	-0.0292321172	-0.0285310187	-0.0349163372	-0.0407552710	-0.0318226358	0.0951188436	0.0142395830	0.0146236113	-0.0324499800
0.0152653910	0.0702634227	0.0159901400	-0.0167439263	-0.0493171701	0.0129976159	1.0000000000	0.0171876809	-0.0457602418	0.0707753921	0.0687572370	0.0596737102	0.0133264564	0.0382346864	0.0686937145	0.0668176814	-0.0518500293	-0.0275440268	-0.0252224661	-0.0179974358	0.0681485379	0.0291458586	0.0108035767	0.0376316944	0.0690104953	-0.0385427329	0.0671067146	-0.0413028026	0.0154525820	0.0081508780	-0.0080326385	0.0133264564	0.0173859857	0.0133264564	0.0734110300	0.0138605584	0.0177627900	0.0652504807	0.0132627867	-0.0429818222	0.0003513497	0.0184109505	0.0172366535	0.0066653985	0.0566193143	0.0536063033	0.0459052288	0.0494604001	0.0459052288	0.0562186545	0.0546289096	0.0538851891	0.0472547489	0.0443352394	-0.0429779533	-0.0344651354	0.0699961855	0.0210063628	0.0466916443	0.0093373212	0.0511801209	0.0207809386	0.0569979295	-0.0335586402	0.0142035535	-0.0432549327	-0.0056652455	-0.0371128010	-0.0430569808	-0.0318960611	-0.0330957996	-0.0319562840	-0.0330957996	-0.0330957996	-0.0330957996	-0.0330957996	-0.0330957996	-0.0330957996	-0.0430569808	-0.0430569808	-0.0474118931	-0.0430569808	-0.0430569808	-0.0430569808	-0.0430569808	-0.0430569808	-0.0430569808	-0.0437189493	-0.0435256301	-0.0380791186	-0.0330957996	0.0745230139	0.0227538639	-0.0283340884	-0.0384713757	0.0133264564	-0.0308075918	-0.0361264295	-0.0441392297	-0.0429779533	0.0149579256	-0.0432549327	-0.0438019628	-0.0295561832	-0.0432549327	-0.0449036987	-0.0380791186	-0.0371128010	-0.0391808604	-0.0527362929	-0.0430569808	0.0011349968	0.0137434037	0.0133264564	-0.0432549327
0.0152282964	-0.0023370219	0.0154686163	-0.0299789555	-0.0366155181	0.0148100016	0.0171876809	1.0000000000	-0.0335257011	0.0040325997	-0.0005446887	0.0505605136	0.0170121864	-0.0063457678	0.0007198199	-0.0013890025	-0.0383338475	-0.0237180295	-0.0266881755	-0.0246402891	0.0097416301	0.0101298025	-0.0017789023	0.0124378286	0.0134053854	-0.0292053169	0.0169966460	-0.0334816720	0.0146542952	-0.0027132777	-0.0093972289	0.0170121864	0.0133155653	0.0170121864	0.0004944599	0.0173885424	0.0142530989	0.0807823309	0.0154284930	-0.0291426973	-0.0164637371	0.0165714934	0.0150458128	-0.0127471341	0.0451912217	0.0465079028	0.0534969441	0.0551505685	0.0534969441	0.0500241546	0.0502931760	0.0493160621	0.0522590659	0.0493566405	-0.0313662608	-0.0289117423	0.0163282446	0.0131050471	0.0532795675	0.0021244828	-0.0065912010	0.0163874454	0.0043773357	-0.0291742756	0.0173894979	-0.0309205305	-0.0125863700	-0.0261033723	-0.0315969023	-0.0221842030	-0.0214812720	-0.0221592326	-0.0214812720	-0.0214812720	-0.0214812720	-0.0214812720	-0.0214812720	-0.0214812720	-0.0315969023	-0.0315969023	-0.0346690883	-0.0315969023	-0.0315969023	-0.0315969023	-0.0315969023	-0.0315969023	-0.0315969023	-0.0320975037	-0.0320849391	-0.0268360844	-0.0214812720	0.0030696374	0.0172350076	-0.0289625006	-0.0271262034	0.0170121864	-0.0210747202	-0.0268518861	-0.0316322295	-0.0313662608	0.0084087858	-0.0309205305	-0.0320578970	-0.0200856983	-0.0309205305	-0.0328662916	-0.0268360844	-0.0261033723	-0.0341683738	-0.0369057063	-0.0315969023	0.0006575722	0.0086251373	0.0170121864	-0.0309205305
-0.0355816911	-0.0373674830	-0.0370424925	0.0214232278	-0.0308152382	-0.0348060556	-0.0457602418	-0.0335257011	1.0000000000	-0.0395153142	-0.0394422786	-0.0491279873	-0.0321739391	-0.0140891044	-0.0373205763	-0.0369479561	-0.0571768932	-0.0564789930	-0.0318557418	-0.0323734961	-0.0461080550	-0.0436050627	-0.0425266265	-0.0471913857	-0.0407846303	0.0511791244	-0.0354641597	-0.0504006618	-0.0374218278	-0.0358037255	-0.0475143846	-0.0321739391	-0.0439492757	-0.0321739391	-0.0402709732	-0.0333720895	-0.0341758319	-0.0397784082	-0.0350017667	0.0196093145	-0.0395180176	-0.0350125098	-0.0365786925	-0.0582748245	-0.0505008483	-0.0470532874	-0.0361352826	-0.0434910776	-0.0361352826	-0.0478397197	-0.0429223561	-0.0482238234	-0.0382557468	-0.0362326915	0.0571246592	0.0731660342	-0.0390494927	-0.0339659520	-0.0390547716	-0.0439518426	-0.0471592546	-0.0360802428	-0.0455785141	0.0496625103	-0.0335003207	0.0575231674	-0.0392766078	0.0277729144	0.0870373978	0.0763399158	0.0448560983	0.0763365672	0.0448560983	0.0448560983	0.0448560983	0.0448560983	0.0448560983	0.0448560983	0.0870373978	0.0870373978	0.0854105734	0.0870373978	0.0870373978	0.0870373978	0.0870373978	0.0870373978	0.0870373978	0.0865520794	0.0881239635	0.0304999778	0.0448560983	-0.0370931818	-0.0423457324	0.0256451433	0.0772707630	-0.0321739391	0.0172147888	0.0310935593	0.0586954331	0.0571246592	-0.0364676929	0.0575231674	0.0553333575	0.0130116412	0.0575231674	0.1126770719	0.0304999778	0.0277729144	0.0794355948	-0.0317551949	0.0870373978	-0.0352160218	-0.0356360675	-0.0321739391	0.0575231674
0.0069650090	0.0776079885	0.0080863157	-0.0182006558	-0.0301283119	0.0033567772	0.0707753921	0.0040325997	-0.0395153142	1.0000000000	0.0662305649	0.0483469555	0.0033358642	-0.0012876110	0.0203801911	0.0708298086	-0.0427596407	-0.0252647691	-0.0242270210	-0.0172728628	0.0233619809	0.0207711102	0.0096250035	0.0695638312	0.0241129256	-0.0344133558	0.0103205739	-0.0197599482	0.0071357087	0.0087656522	-0.0082235007	0.0033358642	0.0073739129	0.0033358642	0.0790163244	0.0036950359	0.0090979135	0.0123473520	0.0072950350	-0.0398724535	-0.0034534232	0.0144854295	0.0111984926	0.0579079270	0.0482110864	0.0423140704	0.0004803157	0.0086587376	0.0004803157	0.0439631039	0.0440024950	0.0450958822	0.0025656026	0.0379707993	-0.0386474567	-0.0311479767	0.0190257225	0.0092376358	0.0055682384	0.0020699288	0.0143629535	0.0108169165	0.0181778917	-0.0323636671	0.0036025758	-0.0387818341	-0.0031157174	-0.0345221023	-0.0372875904	-0.0334518586	-0.0350242558	-0.0337056102	-0.0350242558	-0.0350242558	-0.0350242558	-0.0350242558	-0.0350242558	-0.0350242558	-0.0372875904	-0.0372875904	-0.0416467623	-0.0372875904	-0.0372875904	-0.0372875904	-0.0372875904	-0.0372875904	-0.0372875904	-0.0380094035	-0.0377452423	-0.0353224163	-0.0350242558	0.0775226905	0.0064460595	0.0218691674	-0.0356327000	0.0033358642	-0.0286894741	-0.0347017902	-0.0395677728	-0.0386474567	0.0140537306	-0.0387818341	-0.0371756889	-0.0276731041	-0.0387818341	-0.0381509954	-0.0353224163	-0.0345221023	-0.0334408815	-0.0433147875	-0.0372875904	-0.0031225253	0.0765312447	0.0033358642	-0.0387818341
