from	to
1030	1024
1030	2309
1030	688
672	7157
672	2113
672	7329
672	5594
672	5241
672	6774
672	6597
672	8202
672	4609
672	5469
672	1487
672	1024
672	5970
672	2309
672	6776
672	3065
672	3066
672	4790
672	2033
672	1499
672	6601
672	1387
672	6599
672	6772
672	10499
672	596
672	7341
672	7316
672	5595
672	4088
672	3091
672	7421
672	5451
672	6714
672	2099
672	1385
672	3725
672	8554
672	5925
672	6598
672	367
672	4087
672	4089
672	6667
672	8805
672	207
672	1869
672	6595
672	595
7157	2113
7157	7329
7157	6670
7157	5594
7157	3172
7157	2908
7157	23411
7157	6597
7157	5371
7157	8202
7157	4609
7157	5469
7157	1487
7157	1024
7157	467
7157	2309
7157	3065
7157	3066
7157	2033
7157	8289
7157	1387
7157	6599
7157	10499
7157	596
7157	8850
7157	7341
7157	7316
7157	142
7157	5595
7157	4088
7157	6602
7157	8648
7157	9611
7157	10498
7157	3091
7157	7421
7157	2099
7157	1385
7157	8554
7157	7155
7157	51341
7157	5925
7157	6598
7157	367
7157	4087
7157	8841
7157	155871
7157	2068
7157	6996
7157	25942
7157	6497
7157	6667
7157	8805
7157	1051
7157	6908
7157	1869
7157	3164
7157	2071
7157	7068
7157	8431
7157	595
7157	995
2113	7329
2113	5594
2113	2908
2113	6688
2113	8202
2113	860
2113	861
2113	4790
2113	2033
2113	1387
2113	7316
2113	5595
2113	4088
2113	6777
2113	9611
2113	2353
2113	6714
2113	1385
2113	3725
2113	367
2113	6667
2113	6595
3002	142
3002	16211
3002	3725
4316	155871
7329	6670
7329	3172
7329	2908
7329	5371
7329	23426
7329	1487
7329	3065
7329	2033
7329	6772
7329	7341
7329	7704
7329	7316
7329	142
7329	16211
7329	9759
7329	9611
7329	10498
7329	2353
7329	2099
7329	1385
7329	3725
7329	8554
7329	5925
7329	367
7329	6996
7329	9612
7329	4089
7329	6497
7329	6908
6670	5970
6670	3065
6670	3066
6670	2033
6670	1387
6670	7341
6670	7316
6670	2099
6670	8554
6670	51341
6670	5925
6670	155871
6670	6667
6670	1051
6670	1869
5594	5241
5594	3172
5594	2908
5594	6774
5594	5371
5594	8202
5594	6464
5594	4609
5594	2057
5594	2309
5594	6776
5594	2624
5594	2033
5594	2100
5594	22938
5594	596
5594	7316
5594	5595
5594	5914
5594	4088
5594	6256
5594	16211
5594	9759
5594	6777
5594	2353
5594	7421
5594	2099
5594	3725
5594	5925
5594	367
5594	4087
5594	155871
5594	4089
5594	6667
5594	1051
5594	2623
5594	3164
5594	595
5594	995
5241	6774
5241	8202
