1.0000000000	0.0598960889	-0.0363442720	-0.0550745447	-0.0181884629	-0.0512437451	-0.0285491083	0.0293930687	-0.0592749506	0.0636886181	-0.0550124957	-0.0427627693	-0.0140412754	0.0284097784	0.0216266867	-0.0279137724	0.0615309065	0.0696773831	0.0033086207	0.0193012114	-0.0550745447	-0.0505457538	-0.0524899697	-0.0371245667	0.0598960889	0.0367633897	-0.0282612369	-0.0416772979	0.0216266867	0.0688326892	0.0710591950	-0.0154368217	-0.0325554608	0.0284097784	0.0686351655	-0.0442958688	-0.0304465345	-0.0460741221	-0.0524899697	0.0636498572	-0.0051805344	-0.0442052158	-0.0391812952	-0.0192205354	0.0338296192	-0.0090733264	0.0313318508	0.0264530533	0.0603736422	-0.0268022892	0.0588659648	0.0583748008	-0.0282663237	-0.0526730021	0.0216266867	-0.0428712908	0.0211552481	0.0569582383	0.0645049725	0.0633537812	0.0343780790	0.0609389291	-0.0482161026	0.0001998086	0.0599779434	-0.0401189643	0.0162202768	-0.0319200125	0.0618040887	0.0193012114	-0.0160442175	0.0238067929	-0.0483641584	0.0370196189	-0.0386272184	0.0193012114	-0.0348594298	-0.0542912117	0.0649838243	0.0609882236	-0.0503707409	-0.0515335787	0.0193012114	-0.0526730021	-0.0482148785	0.0521628908	-0.0071973428	0.0703071496	-0.0514603418	-0.0522182069	0.0624395394	-0.0521941854	-0.0690317256	-0.0535465331	0.0205935792	0.0386359383	-0.0367916740	-0.0504591211	0.0702635178	0.0293930687	0.0162202768	0.0694485735	-0.0223133044	0.0513529298	0.0552500839	-0.0532004245	0.0007173558	-0.0366937073
0.0598960889	1.0000000000	0.0005591670	-0.0649792896	-0.0685391107	-0.0473970124	-0.0506011757	-0.0210954948	-0.0514700593	0.0878659773	-0.0676680539	-0.0479676079	-0.0314771819	-0.0204677849	-0.0354133250	-0.0443092916	0.0856054353	0.1163187916	-0.0466177869	-0.0377122481	-0.0649792896	-0.0633379710	-0.0643369242	-0.0515370881	0.1108584786	0.1094912419	-0.0593070901	-0.0381091435	-0.0354133250	0.1084550733	0.1166708863	-0.0368582202	-0.0529264115	-0.0204677849	0.1123748905	-0.0577754282	-0.0647382959	-0.0545946238	-0.0643369242	0.1133261277	-0.0521915754	-0.0519749139	-0.0482766045	0.0113428587	0.1053254589	-0.0377320277	0.1050228875	-0.0206741411	0.0752633127	-0.0423735472	0.0461023273	0.0592020183	-0.0568207915	-0.0658316322	-0.0354133250	-0.0514546878	-0.0251744727	0.0976213245	0.1078349999	0.0910978072	0.1122428399	0.0657015529	-0.0517969528	-0.0178222692	0.0876515325	-0.0505018372	-0.0393014078	-0.0461529415	0.1034865257	-0.0377122481	0.0243658157	-0.0226019579	-0.0569643729	0.1073071549	-0.0660396711	-0.0377122481	-0.0445427158	-0.0593266926	0.1140524680	0.0618971453	-0.0549321854	-0.0554409663	-0.0377122481	-0.0658316322	-0.0443115273	0.0882755874	-0.0520785783	0.1174098487	-0.0649198482	-0.0531978321	0.1024106062	-0.0493186747	-0.0603428193	-0.0659056139	-0.0365765034	0.1106179049	-0.0487805373	-0.0590513832	0.1153238031	-0.0210954948	-0.0393014078	0.1156383751	-0.0512472388	0.0279450812	0.0596077186	-0.0773542302	-0.0500462806	-0.0468497289
-0.0363442720	0.0005591670	1.0000000000	0.0068884401	0.0183872267	-0.0112000205	0.0235285556	-0.0244413553	-0.0174785292	-0.0342695660	0.0016479481	-0.0110284695	-0.0192374808	-0.0245487803	-0.0236326731	-0.0180993927	-0.0342800871	-0.0385576080	-0.0153573326	-0.0240912200	0.0068884401	0.0038255762	-0.0045349874	-0.0078110120	0.0005591670	-0.0325844807	0.0329207649	0.0800326762	-0.0236326731	-0.0363078194	-0.0391885011	-0.0169100473	-0.0118442911	-0.0245487803	-0.0374302722	0.0421655770	-0.0125108058	0.0514047199	-0.0045349874	-0.0368388895	-0.0130401617	-0.0122590291	-0.0047250161	-0.0130955176	-0.0323359610	-0.0211674289	-0.0313467653	-0.0251793312	-0.0406890141	0.0448671983	-0.0303499776	-0.0356296891	-0.0041783613	-0.0041345846	-0.0236326731	0.0024709430	-0.0223635514	-0.0015539214	-0.0347297135	-0.0351788879	-0.0331633194	-0.0344775232	-0.0105887621	0.0095908491	-0.0331778970	-0.0008420600	-0.0227261125	0.0370858354	-0.0007517965	-0.0240912200	-0.0147196285	-0.0235281801	0.0608070586	-0.0333344219	-0.0096749974	-0.0240912200	-0.0082834463	0.0538476602	-0.0356722544	-0.0337679282	-0.0068424632	0.0468797128	-0.0240912200	-0.0041345846	0.0837083868	-0.0236074665	-0.0158651902	-0.0387313579	0.0421811615	-0.0063563585	-0.0358986764	0.0548375354	-0.0363037456	-0.0007996445	-0.0240557293	-0.0333337909	-0.0071873260	0.0462300356	-0.0381850582	-0.0244413553	-0.0227261125	-0.0380779469	-0.0099922442	-0.0295316372	-0.0362769435	0.0256634351	-0.0185676503	-0.0119097638
-0.0550745447	-0.0649792896	0.0068884401	1.0000000000	0.0364547599	0.0732368012	0.0295699241	-0.0258469513	-0.0247139214	-0.0620235193	0.0590454714	0.0571179644	-0.0224705876	-0.0245592342	-0.0133263343	-0.0001962202	-0.0623443623	-0.0747047812	-0.0038004726	-0.0135045508	0.0731602982	0.0543326757	0.0562068939	0.0015132155	-0.0649792896	-0.0662365141	0.0307640072	0.0024672539	-0.0133263343	-0.0702381122	-0.0758617277	-0.0189494644	0.0096834519	-0.0245592342	-0.0724265907	0.0131268561	0.0373819015	0.0518638412	0.0562068939	-0.0678007652	0.0261277048	0.0145329112	0.0460568331	0.0301998390	-0.0646390601	-0.0145590514	-0.0630097803	-0.0237238643	-0.0603631854	0.0002134578	-0.0551127025	-0.0525730339	0.0345319060	0.0560527934	-0.0133263343	0.0117124426	-0.0177702487	-0.0371552062	-0.0672616544	-0.0637490085	-0.0670417149	-0.0631025070	0.0113917632	0.0130688102	-0.0629767935	0.0050529097	0.0185284529	0.0050109922	-0.0671977308	-0.0135045508	0.0290077162	-0.0190160469	0.0515242644	-0.0663329564	0.0455275055	-0.0135045508	-0.0014716579	0.0612177112	-0.0700544275	-0.0614985232	0.0172224636	0.0565143062	-0.0135045508	0.0560527934	0.0586860232	-0.0550509327	0.0095966331	-0.0753508871	0.0534916876	0.0643468560	-0.0637010899	0.0498299653	-0.0490045219	0.0564014701	-0.0139974263	-0.0666993708	0.0003440086	0.0519290615	-0.0741954312	-0.0258469513	0.0185284529	-0.0741836648	0.0340042383	-0.0464831227	-0.0503658823	0.0493931992	0.0018777398	0.0492823995
-0.0181884629	-0.0685391107	0.0183872267	0.0364547599	1.0000000000	-0.0269593132	0.0451338860	0.0218252961	-0.0468219184	-0.0533570567	0.0369372948	0.0074699243	-0.0060575726	0.0213468665	0.0352747475	0.0035617360	-0.0347710630	-0.0766955383	0.0440235796	0.0372433648	0.0364547599	0.0445280895	0.0377693557	0.0470016184	-0.0685391107	-0.0695790307	0.0175945820	-0.0145853452	0.0352747475	-0.0716922663	-0.0774223230	0.0347101705	0.0452788486	0.0213468665	-0.0742411483	0.0514638072	0.0540685192	0.0413203553	0.0377693557	-0.0717783129	0.0445937085	0.0408429317	0.0426671795	-0.0063603415	-0.0700352079	0.0049061952	-0.0683518184	0.0217681769	-0.0436237524	0.0339094155	-0.0598352535	-0.0313140953	0.0456620739	0.0386359631	0.0352747475	0.0429812792	0.0249733650	-0.0654629038	-0.0679848488	-0.0554512318	-0.0711396335	-0.0663069608	-0.0024867156	0.0326271816	-0.0581262971	0.0424119861	0.0361437552	0.0083044307	-0.0690872613	0.0372433648	-0.0150792536	0.0230029555	0.0383088388	-0.0706065454	0.0437533994	0.0372433648	0.0429687366	0.0134731428	-0.0712335818	-0.0645055241	0.0044744108	0.0375862638	0.0372433648	0.0386359631	-0.0147101897	-0.0558891573	0.0463886227	-0.0773379663	0.0471701824	0.0054165144	-0.0657946902	-0.0156290316	-0.0658757214	0.0393719768	0.0363413098	-0.0699351486	0.0445357477	0.0410575867	-0.0760664972	0.0218252961	0.0361437552	-0.0757825998	0.0460339556	-0.0349588151	-0.0314752894	0.0427092904	0.0450333077	0.0403592576
-0.0512437451	-0.0473970124	-0.0112000205	0.0732368012	-0.0269593132	1.0000000000	-0.0251042625	-0.0368160060	0.0103973732	-0.0467200764	-0.0105305393	-0.0088414653	-0.0234565940	-0.0370024820	-0.0304065761	-0.0180261424	-0.0505787100	-0.0492603405	-0.0341571099	-0.0312670513	0.0732368012	-0.0100304560	-0.0112084753	-0.0172722713	-0.0473970124	-0.0450846851	-0.0187366353	-0.0028030580	-0.0304065761	-0.0463292224	-0.0503834468	-0.0234191264	-0.0215392248	-0.0370024820	-0.0478040533	-0.0173968428	-0.0231954655	-0.0023723545	-0.0112084753	-0.0481155095	-0.0272305024	-0.0143123724	-0.0107242062	-0.0205009601	-0.0408432174	-0.0230970908	-0.0398438726	-0.0377202752	-0.0549571909	-0.0221861264	-0.0331810107	-0.0487641305	-0.0126655993	-0.0106507406	-0.0304065761	-0.0127201232	-0.0371340947	-0.0450008661	-0.0450736286	-0.0476310364	-0.0430204167	-0.0398535007	-0.0126193965	-0.0362035823	-0.0473715142	-0.0165011317	-0.0255360849	-0.0179975472	-0.0445119244	-0.0312670513	-0.0181537566	-0.0368339808	-0.0051593228	-0.0423635674	-0.0194791656	-0.0312670513	-0.0166139483	0.0003042294	-0.0475220377	-0.0388378263	-0.0096649775	-0.0064779522	-0.0312670513	-0.0106507406	-0.0010492427	-0.0403850883	-0.0273430822	-0.0498221282	-0.0116592042	0.0014608090	-0.0477555512	0.1108548544	-0.0213059271	-0.0117461287	-0.0310272610	-0.0434417625	-0.0158599239	-0.0095095467	-0.0491061512	-0.0368160060	-0.0255360849	-0.0498844357	-0.0160879945	-0.0372133946	-0.0498104124	0.0456483735	-0.0327408944	-0.0057023371
-0.0285491083	-0.0506011757	0.0235285556	0.0295699241	0.0451338860	-0.0251042625	1.0000000000	-0.0012849864	-0.0425541909	-0.0444681826	-0.0026365916	-0.0020607545	0.0305001179	-0.0006963252	0.0323719586	-0.0137056105	-0.0228306112	-0.0603124999	0.0402975731	0.0344879032	0.0295699241	0.0407242081	-0.0009277746	0.0478697927	-0.0506011757	-0.0533120045	0.0088140654	-0.0107580513	0.0323719586	-0.0565648360	-0.0601229150	0.0403329721	0.0391358278	-0.0006963252	-0.0583970183	0.0523572751	0.0401213054	0.0420096442	-0.0009277746	-0.0536668540	0.0374557672	-0.0122814102	0.0477387423	0.0179928235	-0.0546342283	0.0040861846	-0.0532816109	0.0017392491	-0.0332546332	0.0309952940	-0.0479630371	-0.0253723857	0.0467008178	-0.0015982924	0.0323719586	0.0443727787	0.0032371265	-0.0508064450	-0.0536047404	-0.0469046873	-0.0543673603	-0.0524826827	-0.0168399035	0.0287677222	-0.0280634514	0.0089133206	0.0326341639	-0.0075177475	-0.0317830311	0.0344879032	0.0190503221	0.0007022450	0.0384717636	-0.0549656169	0.0313654646	0.0344879032	0.0486715620	0.0009477802	-0.0549052225	-0.0511012058	-0.0084049990	0.0308324260	0.0344879032	-0.0015982924	-0.0156484935	-0.0157727901	0.0416025403	-0.0598812308	0.0436324055	-0.0027379418	-0.0490261315	-0.0129458335	-0.0607776711	0.0018304682	0.0337403312	-0.0534843897	0.0451401443	0.0354892959	-0.0589229969	-0.0012849864	0.0326341639	-0.0586117485	0.0475365696	-0.0321791156	-0.0237392818	0.0347137950	0.0357832316	-0.0049156324
0.0293930687	-0.0210954948	-0.0244413553	-0.0258469513	0.0218252961	-0.0368160060	-0.0012849864	1.0000000000	-0.0458653519	0.0226907438	-0.0211037699	-0.0221616054	0.0510941917	0.0536925703	0.0470530059	0.0357760425	0.0171743164	-0.0225377837	0.0319831328	0.0458850132	-0.0258469513	-0.0213541527	-0.0194127837	-0.0152442927	-0.0210954948	-0.0227472626	0.0050700768	-0.0272185913	0.0470530059	-0.0204492792	-0.0211576901	0.0089445617	-0.0074259100	0.0536925703	-0.0216710220	-0.0188627536	0.0282385734	-0.0223794302	-0.0194127837	-0.0195156844	0.0249751405	-0.0205924447	-0.0176481448	-0.0123567994	-0.0269294202	0.0102000383	-0.0262238707	0.0521171385	0.0229400730	0.0303045448	-0.0250781324	0.0331662413	-0.0008798464	-0.0192894426	0.0470530059	-0.0225921123	0.0483864200	-0.0226019056	-0.0168095928	0.0212712866	-0.0248103817	-0.0243007121	-0.0269083505	0.0204036606	0.0114921488	-0.0201757987	0.0429859197	0.0294923335	-0.0212290210	0.0458850132	-0.0168928668	0.0498928971	-0.0218621464	-0.0258443640	-0.0039191408	0.0458850132	-0.0169323558	-0.0267431906	-0.0199735524	-0.0235769513	-0.0276717240	-0.0253939622	0.0458850132	-0.0192894426	-0.0316995819	-0.0174644723	-0.0015264603	-0.0227611592	-0.0209025625	-0.0292849805	-0.0171201542	-0.0356725309	-0.0537129955	-0.0185486365	0.0467593740	-0.0221618921	-0.0164655757	-0.0214331880	-0.0222447467	0.0547786308	0.0429859197	-0.0221025116	0.0022369201	0.0369007287	0.0302038137	-0.0154379299	0.0305729866	-0.0156865412
-0.0592749506	-0.0514700593	-0.0174785292	-0.0247139214	-0.0468219184	0.0103973732	-0.0425541909	-0.0458653519	1.0000000000	-0.0512195682	-0.0289974889	-0.0261491668	-0.0277875817	-0.0464367108	-0.0397974358	-0.0254346482	-0.0565974062	-0.0517796827	-0.0473757906	-0.0409712011	-0.0247139214	-0.0271642361	-0.0292774013	-0.0247775329	-0.0514700593	-0.0479009079	-0.0338383681	-0.0045520337	-0.0397974358	-0.0487038059	-0.0530907867	-0.0285761524	-0.0327619037	-0.0464367108	-0.0502655702	-0.0277292407	-0.0417229696	-0.0157487922	-0.0292774013	-0.0518113963	-0.0447371404	-0.0237051125	-0.0261670186	-0.0361975623	-0.0422870050	-0.0291702192	-0.0412637339	-0.0476510251	-0.0632602692	-0.0314130644	-0.0337325629	-0.0563676499	-0.0261569355	-0.0284521661	-0.0397974358	-0.0207802455	-0.0482452985	-0.0547327445	-0.0476402746	-0.0520949045	-0.0447904437	-0.0412551834	-0.0205612193	-0.0543003551	-0.0519126051	-0.0245334318	-0.0405257387	-0.0266387296	-0.0468615337	-0.0409712011	-0.0325946702	-0.0475233208	-0.0196072604	-0.0440313192	-0.0384164198	-0.0409712011	-0.0231335619	-0.0142007445	-0.0504338550	-0.0402027839	-0.0177784019	-0.0226638612	-0.0409712011	-0.0284521661	-0.0155089324	-0.0439309249	-0.0409454190	-0.0524194023	-0.0292656232	-0.0133136696	-0.0522823703	0.1447939512	-0.0184059153	-0.0300839255	-0.0405144410	-0.0454678708	-0.0225016192	-0.0258534302	-0.0516834543	-0.0458653519	-0.0405257387	-0.0527864411	-0.0308686826	-0.0414951290	-0.0583741606	0.0527232197	-0.0467309170	-0.0198390619
0.0636886181	0.0878659773	-0.0342695660	-0.0620235193	-0.0533570567	-0.0467200764	-0.0444681826	0.0226907438	-0.0512195682	1.0000000000	-0.0614912077	-0.0472064800	-0.0153106763	0.0218578573	-0.0187690365	-0.0297407922	0.0802116241	0.0948353941	-0.0313814922	-0.0208067435	-0.0620235193	-0.0577587112	-0.0590568151	-0.0456511006	0.0878659773	0.0595839401	-0.0504992692	-0.0393217655	-0.0187690365	0.0926229313	0.0968162891	-0.0258313579	-0.0452860119	0.0218578573	0.0928949886	-0.0533336458	-0.0481766573	-0.0518802883	-0.0590568151	0.0925595274	-0.0377789900	-0.0470800684	-0.0463364478	-0.0171579080	0.0516571270	-0.0282316480	0.0508034760	0.0197558118	0.0691386822	-0.0317001375	0.0360521119	0.0643382433	-0.0472604647	-0.0594253452	-0.0187690365	-0.0478322376	0.0143271555	0.0790681188	0.0930028477	0.0873678373	0.0582500739	0.0473841986	-0.0487312902	-0.0068438453	0.0784712512	-0.0462290046	-0.0231240803	-0.0341871901	0.0845434179	-0.0208067435	-0.0121811656	0.0173466398	-0.0538147761	0.0555495722	-0.0560036075	-0.0208067435	-0.0401936730	-0.0570882520	0.0938034588	0.0459908388	-0.0515058566	-0.0545522638	-0.0208067435	-0.0594253452	-0.0459848537	0.0760666356	-0.0446649675	0.0958610345	-0.0600805356	-0.0534988579	0.0856250293	-0.0500164491	-0.0595793436	-0.0603031958	-0.0196748212	0.0943071310	-0.0436390680	-0.0559183760	0.0953838375	0.0226907438	-0.0231240803	0.0945580389	-0.0418093474	0.0679854784	0.0614530342	-0.0686764939	-0.0346923273	-0.0395971826
