1.0000000000	0.0050246565	0.0029283778	-0.0110490716	-0.0124601168	0.0016115876	-0.0104273839	-0.0030779391	-0.0108923342	-0.0020949404	-0.0078452574	0.0063734223	-0.0079750793	-0.0101836832	0.0389706606	0.0008773857	-0.0078285254	-0.0140079791	0.0012302426	-0.0009234812	-0.0059648274	-0.0064064910	0.0343008717	-0.0033916203	0.0040138026	0.0177615729	0.0000664967	-0.0128770927	-0.0011255390	0.0012289964	0.0224695154	0.0001465238	0.0040141858	-0.0289593477	0.0018047117	0.0303786914	0.0048652685	-0.0139112799	0.0045949129	-0.0167180315	-0.0507078214	0.0367872347	-0.0067420436	-0.0088029606	-0.0075429058	-0.0139864613	-0.0129141549	-0.0110847733	0.0422086593	-0.0030658957	-0.0013707117	0.0325195205	0.0260909346	-0.0105208826	0.0037321598	-0.0002498488	-0.0091890471	0.0067631276	0.0351377359	-0.0119906923	-0.0182472693	-0.0040626841	-0.0253968113	-0.0405267319	-0.0143394976	0.0086949686	-0.0003211529	-0.0414857322	-0.0038665141	-0.0060246908	-0.0092120127	0.0333348606	0.0536631706	-0.0032757364	0.0343258279	-0.0122037730	0.0052511922	-0.0093563086	-0.0056120015	0.0356637654	0.0344123924	0.0307677415	0.0026156381	-0.0022367706	-0.0106024243	0.0378756832	0.0244068327	-0.0091037317	-0.0449364795	0.0070913301	0.0400142079	-0.0104448472	-0.0068467193	-0.0507078214	-0.0042975611	0.0260812110	-0.0115275600	0.0268188874	-0.0038639283	-0.0137953584	0.0224202847	0.0210230058	-0.0125908619	0.0379246928	-0.0042039097	-0.0089624904	-0.0096132307	-0.0131685040	-0.0040466637	-0.0045083331	0.0358141977	-0.0104795220	0.0006118277	-0.0140736939	-0.0037766085	0.0320050498	-0.0019237999	-0.0087936084	0.0440702525	0.0269108922	0.0312877631	0.0301119136
0.0050246565	1.0000000000	0.0273428874	0.0233750278	-0.0145883184	0.0278147300	0.0007635022	0.0283477827	0.0013125384	0.0269880431	0.0267087670	0.0288287748	0.0029524284	0.0053216383	0.0288938664	0.0301113705	0.0106822291	0.0074896913	0.0067778557	0.0287364684	0.0057879462	-0.0089086423	0.0273632734	0.0094967946	0.0384189773	-0.0263473157	0.0263671713	0.0014997091	0.0138472132	0.0296799480	0.0335853982	0.0266519539	0.0334602395	-0.0465162632	0.0278925137	0.0327223935	0.0144953511	-0.0002728203	0.0315506914	-0.0262771394	-0.0896071212	0.0010055751	0.0064233083	0.0076370672	0.0238128740	0.0028000081	0.0060369475	0.0257670366	0.0259243794	0.0096161130	0.0283752739	0.0323336028	0.0277020239	0.0041344971	0.0304772686	0.0288515829	0.0253501723	0.0286489138	0.0098668915	-0.0327899436	0.0307403420	0.0266993211	-0.0457167041	-0.0666206284	0.0033570182	0.0207244497	0.0003134877	-0.0733105255	0.0282727138	0.0237199471	0.0266404196	0.0055260831	-0.0115749361	0.0269295857	0.0288892171	0.0241445999	0.0302012611	0.0229730920	0.0270739425	0.0327620182	0.0285326459	0.0308488570	0.0318322942	0.0248969408	0.0253466252	0.0268079764	0.0250108216	0.0059639509	-0.0669192351	0.0264271159	0.0222163062	0.0248930741	0.0280427562	-0.0896071212	0.0268031014	0.0309697094	0.0012585660	0.0267409637	0.0249749478	0.0036586218	0.0152416137	0.0325934327	-0.0139455949	0.0260575877	0.0272021926	0.0222061565	0.0252798533	0.0049442927	0.0184451571	0.0274859299	0.0295914661	0.0028673518	0.0307960178	0.0036632161	0.0247240030	0.0252593658	0.0134455291	0.0256200664	0.0251329802	0.0360944484	0.0189020636	0.0286954887
0.0029283778	0.0273428874	1.0000000000	-0.0058913885	-0.0071372932	0.0050421888	-0.0068021360	-0.0027228576	-0.0008481314	0.0373519821	-0.0002032247	-0.0002699841	-0.0054156040	0.0002882297	0.0089203199	0.0327517718	0.0269255400	-0.0050796028	0.0294693340	-0.0051937141	-0.0065589768	-0.0100840695	-0.0000596882	-0.0042319198	0.0028412213	-0.0159646396	0.0380533464	-0.0049015056	-0.0047347278	0.0014995903	0.0252984222	0.0095671658	0.0034698008	-0.0281214511	-0.0064010223	0.0273151869	-0.0018174888	-0.0036591246	0.0058119796	-0.0195642706	-0.0553665835	0.0365367319	-0.0055109691	-0.0105074608	-0.0046052856	-0.0033658167	-0.0068749503	-0.0005369340	0.0404566878	0.0020286679	0.0004768870	0.0052482730	-0.0042115215	0.0323586470	0.0347668251	0.0337940784	-0.0059837344	0.0371376417	0.0076502041	-0.0174929492	-0.0166000141	0.0019936902	-0.0282074583	-0.0431157558	-0.0087567808	-0.0000207278	-0.0027705872	-0.0452972183	-0.0051752501	-0.0034389745	-0.0050117016	-0.0019598999	-0.0006746343	0.0046748700	0.0009091414	-0.0095445311	0.0394818520	-0.0038309091	-0.0082058675	0.0358619387	0.0020339114	0.0364858242	0.0005709610	0.0391687015	-0.0056356084	-0.0001694586	-0.0064027967	-0.0108532536	-0.0389638112	0.0391816013	-0.0000423381	-0.0046024560	-0.0033343555	-0.0553665835	-0.0052929045	0.0267814700	-0.0058097456	0.0283668814	-0.0045096382	-0.0103115366	-0.0022085970	0.0268993815	-0.0058988910	0.0357945289	-0.0060623972	-0.0067368219	-0.0064868542	-0.0082056825	0.0293764496	-0.0048495195	0.0029540645	-0.0098779486	-0.0021162087	-0.0089157852	0.0323580571	0.0018065870	-0.0051880136	-0.0033988712	0.0373484553	0.0246404512	0.0304216191	0.0014640152
-0.0110490716	0.0233750278	-0.0058913885	1.0000000000	0.0355110789	-0.0088976841	0.0115300847	0.0097254450	0.0150061273	0.0036271997	0.0456638489	-0.0053846954	0.0104093693	0.0381265408	-0.0081587707	0.0219394066	0.0400555641	0.0467952045	0.0077285937	0.0362160078	0.0099876447	-0.0178144391	-0.0065202245	0.0131213596	0.0256621242	-0.0368631402	0.0009360685	0.0420829190	0.0373737526	0.0041762089	0.0257218003	0.0001711401	0.0077767095	-0.0401740853	0.0075522499	-0.0054874590	0.0058160134	0.0410325125	0.0139476696	-0.0296785037	-0.0743421979	-0.0136774926	0.0149667391	0.0434224396	0.0370119963	0.0438410075	0.0469235794	0.0450581134	-0.0099198795	0.0057420376	-0.0015452176	0.0021923272	0.0349701280	0.0365244190	-0.0028657230	0.0039108970	-0.0192513525	-0.0056964826	-0.0030754978	-0.0324023400	-0.0236761009	-0.0114668602	-0.0386005046	-0.0564968493	0.0500145817	-0.0132149696	-0.0097384365	-0.0608217910	0.0400775656	0.0369783759	0.0460855516	-0.0088186971	-0.0202164634	0.0310503009	0.0050637676	0.0450838491	-0.0013361135	0.0145136929	0.0405870321	-0.0037346793	0.0031455183	-0.0056978302	0.0087947927	-0.0006280413	0.0488638018	-0.0070824189	0.0386691466	0.0442579439	-0.0556149888	-0.0064979381	-0.0088504063	0.0491464710	0.0414536168	-0.0743421979	0.0403577963	0.0159723266	0.0202553970	0.0001847819	-0.0075907144	0.0480158802	-0.0091063551	0.0313768814	-0.0121923897	-0.0024067892	0.0394834067	0.0413281234	0.0459793319	0.0480618197	-0.0027320896	0.0417107610	-0.0011482757	0.0455558522	0.0348967017	0.0495318378	0.0329363435	0.0002716945	0.0381844561	0.0173313708	-0.0120922480	0.0242669328	0.0022892007	-0.0016469210
-0.0124601168	-0.0145883184	-0.0071372932	0.0355110789	1.0000000000	-0.0135223401	-0.0121082748	-0.0160341853	-0.0069151566	-0.0078434962	0.0270499277	-0.0147047038	-0.0143793105	0.0428624485	-0.0101084269	-0.0083658978	-0.0088031247	-0.0088637225	-0.0117200797	-0.0152346633	-0.0148856251	-0.0148923494	-0.0138739528	-0.0138366690	-0.0143784429	0.0232399330	-0.0071469913	-0.0054256338	-0.0149938588	-0.0157974287	-0.0131498020	-0.0076968411	-0.0161926355	-0.0218526413	-0.0163443098	-0.0163588894	-0.0168776346	-0.0051976887	-0.0128475993	-0.0174966035	-0.0269914682	-0.0129946173	-0.0157194177	-0.0143350334	-0.0117092886	0.0464427233	-0.0105536162	-0.0106769800	-0.0087964723	-0.0109881995	-0.0108398660	-0.0157052941	-0.0144331767	-0.0056314681	-0.0112577770	-0.0090398769	-0.0122803328	0.0450550198	-0.0103897245	-0.0142497687	-0.0165735786	-0.0130006210	-0.0214297795	-0.0280866082	-0.0081311168	-0.0155156719	-0.0171539614	-0.0220826056	-0.0152646372	-0.0109203948	-0.0120971973	-0.0171330270	-0.0100788312	-0.0092972166	-0.0131020622	-0.0108431000	-0.0120025928	-0.0076971558	-0.0151842051	-0.0111349543	-0.0130722276	-0.0119957745	-0.0169510986	-0.0093266512	-0.0100895998	-0.0127407578	-0.0136592823	-0.0136930285	-0.0217558796	-0.0112128022	-0.0110376240	-0.0089299569	-0.0153247436	-0.0269914682	-0.0134401432	-0.0151929715	-0.0073469202	-0.0165565324	-0.0076377587	-0.0109672477	-0.0147557399	0.0205398846	-0.0082888442	0.0391348426	-0.0134637592	-0.0123442071	-0.0131343697	-0.0098920477	0.0297510761	-0.0139266091	-0.0140772575	-0.0125052927	-0.0175184517	-0.0106698280	0.0355404625	-0.0131428261	-0.0149473478	-0.0158571350	-0.0126332276	-0.0155600174	-0.0143683384	-0.0141148453
0.0016115876	0.0278147300	0.0050421888	-0.0088976841	-0.0135223401	1.0000000000	-0.0087590598	0.0054747898	-0.0040394217	0.0348790277	-0.0031448813	0.0313659224	-0.0047456040	-0.0025173495	0.0091740992	0.0009962308	-0.0024978101	-0.0065018290	-0.0042192777	-0.0006533786	-0.0028321743	0.0569444347	0.0383611239	-0.0023904889	0.0264384669	-0.0190675441	0.0332703920	-0.0082867413	-0.0022512957	0.0372353875	0.0279087737	0.0382676311	0.0320655368	-0.0307433714	-0.0013247453	0.0304759030	0.0312071856	-0.0068371446	0.0068218474	-0.0155186823	-0.0568241705	-0.0004166398	-0.0049944157	-0.0076816580	-0.0032345755	-0.0064406748	-0.0094751623	-0.0030917974	0.0053525069	0.0299945761	0.0012159575	0.0342878423	-0.0024162399	-0.0025068644	0.0082325002	0.0345378528	-0.0053627557	0.0025462532	0.0338665798	-0.0232258980	-0.0152405837	0.0490092790	-0.0282659501	-0.0441343209	-0.0114298051	-0.0014992996	-0.0020906837	-0.0464897181	-0.0027032396	-0.0031685991	-0.0052362742	0.0027224186	-0.0075844714	0.0000822878	0.0014608794	-0.0084395845	0.0375161826	-0.0031138532	-0.0048575214	0.0098022657	0.0029331349	0.0406168969	0.0275933449	0.0031618750	-0.0068792747	0.0030158314	-0.0065400852	-0.0093766134	-0.0402244033	0.0365463012	-0.0020854602	-0.0062325393	-0.0019279889	-0.0568241705	-0.0049165710	0.0259464958	-0.0092416808	0.0032198082	-0.0047734013	-0.0115243383	-0.0041056471	0.0253796653	-0.0099926241	0.0014563563	-0.0043653801	-0.0069823547	-0.0062546004	-0.0106897984	0.0253168038	-0.0050962875	0.0047533602	-0.0113426653	0.0019327393	-0.0114963371	0.0004373965	0.0043341382	-0.0023187629	-0.0045801778	0.0357626315	0.0246733234	0.0306721283	0.0297823077
-0.0104273839	0.0007635022	-0.0068021360	0.0115300847	-0.0121082748	-0.0087590598	1.0000000000	0.0031469090	0.0401138279	-0.0013547936	0.0342284888	-0.0063502684	0.0445924848	0.0046959052	-0.0091476885	0.0265997593	0.0102780126	0.0382287008	0.0395727727	0.0067625312	0.0063980735	-0.0142795178	-0.0090195773	0.0090519058	0.0025436437	-0.0303199902	-0.0028248366	0.0424641483	0.0080503950	-0.0007649565	0.0036772909	-0.0041923325	0.0259084312	-0.0307987468	0.0019099474	-0.0071463796	0.0007588801	0.0066037987	0.0066881028	-0.0230488710	-0.0561968960	-0.0115541604	0.0409932993	0.0089884778	0.0373532557	0.0069020495	0.0408467740	0.0385838806	-0.0095805933	0.0000740106	-0.0021800406	0.0000231369	0.0046763968	0.0054158442	-0.0044090286	-0.0007254501	-0.0149973486	-0.0086100242	-0.0033327539	-0.0250756486	-0.0208019981	-0.0096824771	-0.0284509191	-0.0432271161	0.0123601627	-0.0118611161	-0.0099022003	-0.0459765242	0.0108941998	0.0366357847	0.0370246337	-0.0095837711	-0.0142480373	0.0312503698	-0.0012027554	0.0084144192	-0.0049104932	0.0070857391	0.0082529253	-0.0061526533	-0.0040664019	-0.0085372740	0.0023691322	-0.0044577548	0.0116309086	-0.0081185047	0.0368576329	0.0080338832	-0.0424479153	-0.0063249005	-0.0089734520	0.0128484921	0.0361428717	-0.0561968960	0.0354919287	0.0209914847	0.0114262798	-0.0040699201	-0.0088980574	0.0122724777	-0.0123934477	0.0261627547	-0.0132566407	-0.0051056656	0.0355763623	0.0409098659	0.0383082915	0.0134225517	-0.0079090802	0.0367026113	-0.0031643583	0.0080770244	0.0068674599	0.0103013763	0.0031015404	-0.0019139294	0.0090195873	0.0391256523	-0.0108134780	0.0029481621	0.0222012861	-0.0049429304
-0.0030779391	0.0283477827	-0.0027228576	0.0097254450	-0.0160341853	0.0054747898	0.0031469090	1.0000000000	0.0033291430	0.0261017838	0.0123159897	0.0256789243	0.0100288522	0.0034326764	0.0036092678	0.0022552332	0.0086288524	0.0109727297	0.0022957781	0.0359145531	0.0364743876	-0.0056279471	0.0311866171	0.0344528268	0.0295663885	-0.0305417071	0.0021997447	0.0278675183	0.0343504217	0.0364741857	0.0292044936	0.0016913637	0.0336960740	-0.0351923128	0.0358413501	0.0079956448	0.0353886711	0.0006961341	0.0314850686	-0.0226877088	-0.0705555977	-0.0069782476	0.0336334059	0.0142824121	0.0098032425	0.0031160852	0.0117025509	0.0138178453	-0.0030960850	0.0276122262	0.0022922186	0.0339932157	0.0130989362	0.0031700057	0.0047599035	0.0277445540	-0.0128481790	-0.0011154045	0.0008388292	-0.0281696708	-0.0209813822	0.0310038622	-0.0327005075	-0.0539481940	0.0091732008	-0.0057156635	0.0004415761	-0.0577238491	0.0353264497	0.0093595456	0.0335100890	0.0248833705	-0.0157916257	0.0081134912	0.0089262430	0.0346143147	0.0279788436	0.0063449238	0.0358944706	0.0051573058	0.0108332569	0.0044232766	0.0333209378	0.0010004661	0.0321084307	0.0037421705	0.0100995045	0.0117749000	-0.0536811875	0.0003786969	-0.0029107792	0.0107487378	0.0339651987	-0.0705555977	0.0350052241	0.0237980644	0.0041294560	0.0248097511	-0.0043874310	0.0079043645	-0.0064271890	0.0289482315	-0.0128315271	0.0003513140	0.0351646393	0.0074974280	0.0332844217	0.0091115979	-0.0041023250	0.0344304530	0.0076923148	0.0316689023	0.0364403584	0.0078708463	0.0037087010	0.0085217351	0.0350808230	0.0112083261	-0.0022160627	0.0285012031	0.0294553977	0.0271809471
-0.0108923342	0.0013125384	-0.0008481314	0.0150061273	-0.0069151566	-0.0040394217	0.0401138279	0.0033291430	1.0000000000	0.0357232645	0.0391976520	-0.0075792148	0.0362741353	0.0408416557	-0.0055875175	0.0012309647	0.0398890626	0.0434848855	0.0322389360	0.0064808414	0.0039354206	-0.0139753270	-0.0079130628	0.0315419013	0.0006968522	-0.0334483682	0.0290307510	0.0478349967	0.0099858158	0.0016686616	0.0272468457	0.0051465554	0.0237612519	-0.0354350827	-0.0019288938	-0.0069780415	0.0000617117	0.0467066959	0.0271800311	-0.0266271470	-0.0646867943	-0.0102312139	0.0068537162	0.0085535006	0.0149307815	0.0458747325	0.0430158238	0.0427711789	-0.0063827495	0.0058883901	-0.0038619460	0.0002081916	0.0048113116	0.0447994620	-0.0018859088	0.0312211229	-0.0187578007	-0.0077529155	0.0269939420	-0.0283715120	-0.0231615487	-0.0062912529	-0.0353410527	-0.0491870609	0.0409573333	-0.0147832097	-0.0116018443	-0.0529223886	0.0113043660	0.0153120939	0.0386309025	-0.0119869492	-0.0159106925	0.0127024128	-0.0018574469	0.0104827883	0.0012097260	0.0421069080	0.0074644197	-0.0027776292	-0.0039405700	-0.0021464230	0.0004782166	0.0031667889	0.0156445611	-0.0091418828	0.0065581768	0.0080862396	-0.0448278267	-0.0044956591	-0.0095926054	0.0391549901	0.0359450309	-0.0646867943	0.0138289533	-0.0024648617	0.0423857408	-0.0023742613	-0.0100282694	0.0382192024	-0.0093994775	0.0318640637	-0.0089533513	-0.0054336402	0.0119697568	0.0122501382	0.0374207457	0.0386767121	0.0223685668	0.0136734287	-0.0054491038	0.0092125847	0.0071643048	0.0126735713	0.0384224692	-0.0017533114	0.0111633002	0.0076581691	-0.0104338131	0.0203084853	0.0222109549	-0.0047101720
-0.0020949404	0.0269880431	0.0373519821	0.0036271997	-0.0078434962	0.0348790277	-0.0013547936	0.0261017838	0.0357232645	1.0000000000	0.0299476273	0.0007143123	-0.0005080890	0.0359762671	0.0293771515	0.0036448864	0.0346937762	0.0290892474	-0.0002812548	0.0004496902	-0.0017504383	-0.0078255163	0.0004543082	0.0010364112	0.0047693524	-0.0263373919	0.0388220663	0.0345616345	0.0011926852	0.0061798376	0.0297644856	0.0394103525	0.0087537410	-0.0341192143	-0.0038707429	0.0230528592	0.0038483935	0.0371216486	0.0088089341	-0.0239270780	-0.0658493277	0.0018608768	-0.0012622432	-0.0044165298	0.0038344434	0.0346390754	0.0035864568	0.0301299682	0.0031254323	0.0090355671	-0.0010624824	0.0263588101	-0.0003156503	0.0392380369	0.0308385848	0.0408046220	-0.0084763698	0.0011143552	0.0318362780	-0.0257451756	-0.0203341441	0.0371313383	-0.0337626567	-0.0459041754	0.0015759890	-0.0072326423	-0.0076090992	-0.0538734952	0.0025764457	0.0046762763	0.0057072038	-0.0057469983	-0.0134874837	0.0293470335	0.0013276984	-0.0010897640	0.0359813069	0.0348894911	-0.0015691150	0.0294815581	-0.0009622453	0.0337638626	0.0046038563	0.0380190029	0.0044984103	-0.0020265338	-0.0018064708	-0.0049364121	-0.0456838441	0.0047733302	-0.0052113174	0.0063530218	0.0062641949	-0.0658493277	0.0014043203	0.0244214124	0.0046990021	0.0232508947	-0.0086950157	-0.0023664474	0.0232198898	0.0322159276	-0.0056713202	0.0001095007	0.0003684134	-0.0010581610	0.0036288193	-0.0002045709	0.0313048273	0.0013628966	0.0004319917	-0.0033944289	0.0029588157	-0.0010562891	0.0367256291	0.0003644123	0.0017464799	-0.0001209857	-0.0020316822	0.0234159000	0.0282499743	0.0017922163
