1.0000000000	-0.0583010314	-0.0370392835	-0.0395876633	-0.0338035865	0.0241408638	0.0227702193	-0.0406623843	-0.0295976667	0.1272914793	-0.0233331242	-0.0376409794	-0.0364441338	0.1401301809	-0.0498627806	0.0002964468	-0.0541984771	-0.0497107242	-0.0457493068	-0.0337488329	0.0173476374	-0.0501357424	0.0111341811	-0.0351002725	-0.0524972901	0.0672354335	-0.0325381612	0.0943109395	0.1229898425	-0.0513837798	-0.0009906230	0.1298271414	-0.0471972086	-0.0502914218	-0.0308518381	-0.0242762844	-0.0321204494	-0.0457351542	0.0065135207	-0.0427374250	-0.0408653205	-0.0513478330	-0.0404901612	0.1332252455	-0.0254186770	-0.0439167041	-0.0409866022	-0.0392475214	-0.0393185373	-0.0336262742	-0.0442842800	-0.0537895272	-0.0388409944	0.0106623444	0.0406819943	-0.0453915507	-0.0402512867	-0.0438782825	0.1058938384	-0.0429154070	-0.0322188557	-0.0372501835	-0.0444830492	0.0479649617	-0.0224642196	-0.0273009572	0.0158041809	-0.0515320692	0.0162858683	-0.0346981964	-0.0497490981	-0.0386992961	-0.0257966573	-0.0282735945	-0.0281404918	-0.0459050012	-0.0053753451	-0.0273626171	0.1277178109	0.1358010851	0.1363607080	-0.0304177827	0.0016993571	0.0529074813	-0.0459276272	-0.0479183500	0.0979079501	0.0375810534	0.0807129463	-0.0224642196	0.0147717550	-0.0335946536	-0.0431662115	-0.0620659064	-0.0459857457	-0.0234366219	0.1316139137	0.1256918133	-0.0320139386	-0.0479452801	-0.0497490981	0.1129670035	0.1304269511	0.0372807486	-0.0243057195	-0.0252427295	-0.0372770301	-0.0373482544	0.0533901316	-0.0471611590	-0.0497490981	-0.0497490981
-0.0583010314	1.0000000000	0.0518211978	0.0591831404	0.0466408285	-0.0013460060	0.0297662775	0.0616618176	0.0055371330	-0.0693414677	0.0454980539	0.0443294607	0.0505526092	-0.0692818156	0.0648003656	0.0374761189	0.0639420226	0.0674804047	0.0619481916	-0.0018887051	0.0230451876	0.0347537587	-0.0405425342	0.0018684539	0.0753160935	-0.0286759472	0.0064551950	-0.0505009784	-0.0598125101	0.0729054712	0.0435770688	-0.0625007635	0.0627327915	0.0696959211	0.0104114370	-0.0118821722	0.0464735513	0.0460566221	0.0284741808	0.0015543370	0.0603736555	0.0588690210	0.0592644644	-0.0676609425	0.0103104012	0.0553839916	-0.0348402421	-0.0409255400	0.0088216278	0.0494214421	0.0576152064	0.0388387593	-0.0052600580	0.0353837360	-0.0115786593	0.0518590267	0.0547750208	-0.0037564493	-0.0469909690	0.0509800935	0.0066217076	0.0476543668	0.0594844778	-0.0157319958	-0.0092695985	0.0475719630	-0.0471630122	0.0583856584	-0.0035036796	0.0422846367	-0.0593852611	0.0197977371	-0.0199610237	0.0034385421	-0.0018396351	-0.0084097886	-0.0167896964	-0.0139358498	-0.0603517688	-0.0739959225	-0.0658444779	0.0478764191	0.0269295168	-0.0548255301	0.0604235833	0.0629131683	-0.0557366886	-0.0113590332	-0.0500802973	-0.0092695985	0.0094197613	0.0203993488	0.0016614877	0.0730017987	0.0633165891	-0.0081744385	-0.0379564879	-0.0560309745	0.0493033391	0.0630049063	-0.0593852611	-0.0559591519	-0.0625450165	-0.0671621535	-0.0218865498	-0.0043140347	0.0085965452	0.0507070344	-0.0158137262	0.0047704914	-0.0593852611	-0.0593852611
-0.0370392835	0.0518211978	1.0000000000	0.0156283948	0.0066191667	-0.0014480748	0.0394852579	0.0140902666	-0.0063717988	-0.0466679365	-0.0002958451	-0.0083880420	0.0779098560	-0.0486107988	0.0577747139	0.0060207855	0.0559417532	0.0601334253	-0.0016687459	0.0656305785	-0.0081913766	0.0119889091	-0.0169209142	0.0055123981	0.0123563857	0.0287783172	-0.0104841449	-0.0390035685	-0.0419193436	0.0634476879	0.0095636953	-0.0424688146	-0.0019345069	0.0590666942	-0.0072150878	-0.0107735370	-0.0067806946	0.0124379514	0.0067460686	0.0015313364	0.0005900301	0.0692803842	0.0081292162	-0.0455025433	0.0068205462	0.0695889737	-0.0247439232	-0.0262486641	-0.0048525937	0.0062613478	0.0060353162	-0.0021886876	-0.0065244460	0.0095395378	-0.0033437545	0.0068252647	-0.0030038771	-0.0093716521	-0.0333509091	0.0114152271	0.0078203142	0.0063995175	0.0272658503	-0.0088530224	-0.0109330945	-0.0000848360	-0.0202889896	0.0160890487	0.0064663038	-0.0067215890	-0.0365041144	0.0739690837	-0.0162959991	-0.0014211799	0.0021214341	-0.0112182868	-0.0196729302	-0.0061835280	-0.0401317932	-0.0495900073	-0.0400536989	0.0110522954	-0.0056539541	-0.0380197120	0.0692322355	-0.0010109650	-0.0290544564	-0.0069699040	-0.0230478527	-0.0109330945	0.0465297185	0.0658926941	-0.0059560130	0.0212958500	0.0683577407	-0.0025738318	-0.0419530934	-0.0407198471	0.0130645322	0.0066451146	-0.0365041144	-0.0399123991	-0.0440258621	-0.0440403709	-0.0174811804	-0.0101721207	0.0026582551	0.0055906208	-0.0100773635	-0.0015878333	-0.0365041144	-0.0365041144
-0.0395876633	0.0591831404	0.0156283948	1.0000000000	0.0039619460	-0.0101138897	-0.0045003187	0.0060937418	-0.0042334237	-0.0407421844	0.0039168612	-0.0070339259	0.0005937336	-0.0431581042	0.0683035832	-0.0001905611	0.0080208739	0.0751015528	-0.0044633183	-0.0035930129	-0.0101291033	0.0072725796	-0.0237388080	-0.0006962855	0.0076289823	-0.0235028845	-0.0090811239	-0.0347798854	-0.0411901005	0.0751738318	0.0042464042	-0.0354097527	-0.0036857032	0.0732516036	-0.0073829344	-0.0144956041	-0.0070371640	0.0082508805	-0.0084110955	-0.0060597269	0.0036202041	0.0733239413	0.0106430098	-0.0411447224	-0.0249870874	0.0108949211	-0.0210594802	-0.0217035427	-0.0113276742	0.0094144398	0.0124081549	-0.0004870551	-0.0075918629	0.0460068087	-0.0128215860	-0.0047075208	-0.0044865507	-0.0091291284	-0.0291199458	0.0151419657	-0.0046734319	0.0001766420	0.0174883939	-0.0117634861	-0.0094092440	-0.0040474280	-0.0260108165	0.0681438749	-0.0090239226	-0.0050693992	-0.0290806147	0.0089957551	-0.0150580699	-0.0060572679	-0.0035990106	-0.0109207450	-0.0153405788	-0.0159666003	-0.0377689263	-0.0424547476	-0.0406019205	0.0070917426	-0.0068700531	-0.0331868770	0.0179706904	-0.0041800939	-0.0340745830	-0.0116984048	-0.0295063632	-0.0094092440	-0.0041708335	0.0081944937	-0.0024145552	0.0144546021	0.0736698995	-0.0086416213	-0.0397265146	-0.0333172269	0.0093932174	0.0009679562	-0.0290806147	-0.0355565624	-0.0390397032	-0.0351379362	-0.0157399745	-0.0028085199	0.0012245594	0.0054786854	-0.0131401830	-0.0054998757	-0.0290806147	-0.0290806147
-0.0338035865	0.0466408285	0.0066191667	0.0039619460	1.0000000000	0.0569436110	0.0346026410	0.0139695115	0.0028634947	-0.0484570295	-0.0026488534	-0.0079859505	-0.0053967782	-0.0501939063	0.0492167718	0.0503373676	0.0181924369	0.0669406250	0.0033200187	0.0018532398	0.0092060162	0.0579426280	-0.0243103211	-0.0067056361	0.0542417158	-0.0126123914	0.0035287027	-0.0405921248	-0.0454913453	0.0176334332	0.0531786814	-0.0435666932	0.0033749434	0.0219111450	0.0062400550	-0.0038230922	0.0008918853	0.0605772384	0.0044124077	0.0576008378	0.0012612683	0.0190940991	0.0085135994	-0.0477558181	0.0074388173	0.0139569433	-0.0260451147	-0.0255559380	0.0085172957	0.0004312977	0.0049816431	0.0135295662	0.0000563478	0.0355525513	0.0006742708	0.0024909540	0.0031612299	0.0116777325	-0.0347200023	0.0113951522	0.0068406902	-0.0085371110	0.0052580798	-0.0020961082	-0.0029150195	-0.0035498586	-0.0278267938	0.0162698564	-0.0012025680	-0.0032355245	-0.0375365710	-0.0002670290	-0.0100099465	0.0051595298	0.0060161821	0.0106898071	-0.0205270860	-0.0123538097	-0.0425881311	-0.0515160445	-0.0448549362	0.0053946890	-0.0085986053	-0.0395700289	0.0155537030	0.0036323658	-0.0356187392	0.0036508930	-0.0300161595	-0.0029150195	0.0577302414	0.0077334771	0.0018229814	0.0504862463	0.0092257157	0.0647400909	-0.0437675200	-0.0413850440	0.0658069433	0.0065006393	-0.0375365710	-0.0415189036	-0.0458631789	-0.0455677433	-0.0139030002	-0.0063528090	0.0653602806	0.0595670660	-0.0029351848	0.0113716638	-0.0375365710	-0.0375365710
0.0241408638	-0.0013460060	-0.0014480748	-0.0101138897	0.0569436110	1.0000000000	-0.0032545104	-0.0010418252	0.0082121396	-0.0381421822	-0.0072612894	-0.0118203767	-0.0076232403	-0.0382009739	0.0033149584	0.0523286344	0.0312379124	0.0043564508	-0.0135079645	0.0021554212	0.0660328087	-0.0039580005	-0.0154209076	-0.0032504290	0.0025471307	0.0455795216	0.0032930922	-0.0323691497	-0.0330855327	-0.0020541656	0.0564551296	-0.0338030999	-0.0142262796	0.0016634227	0.0601541992	0.0046474719	-0.0024697346	0.0105283040	0.0392023151	0.0029055755	-0.0108574684	0.0030700715	-0.0003570145	-0.0367953775	0.0059926494	0.0039428746	-0.0284375918	-0.0239676894	0.0373499544	-0.0070893250	-0.0098715347	0.0070797342	-0.0013059075	0.0435543496	0.0666376123	-0.0044504926	-0.0131824081	0.0615129309	-0.0273758811	0.0046657013	-0.0011784312	-0.0121253223	-0.0081455329	0.0102288930	0.0064916890	-0.0079235799	-0.0220273414	0.0072224026	0.0471870599	0.0003864222	-0.0396292472	-0.0073325588	-0.0049708434	0.0082358682	-0.0005668454	0.0066848860	-0.0182456242	-0.0046199499	-0.0305974873	-0.0405994866	-0.0324607932	-0.0028860571	-0.0116681667	-0.0341191610	0.0357725273	-0.0135216828	-0.0245186345	0.0125164052	-0.0201444651	0.0064916890	0.0598376176	0.0037641159	0.0062374395	0.0003158086	-0.0024855802	0.0059909096	-0.0310782734	-0.0313719245	0.0048645428	-0.0076641863	-0.0396292472	-0.0326391753	-0.0357007972	-0.0414505456	-0.0028861947	-0.0002518798	0.0676331878	0.0505613446	0.0788664243	0.0547194451	-0.0396292472	-0.0396292472
0.0227702193	0.0297662775	0.0394852579	-0.0045003187	0.0346026410	-0.0032545104	1.0000000000	0.0271058282	-0.0084422732	-0.0219822029	-0.0082161956	-0.0140304112	-0.0075945165	-0.0197716640	0.0347380353	0.0260254086	0.0248972660	0.0388727136	-0.0078573772	-0.0073493619	-0.0042057902	0.0340452322	0.0704134486	-0.0097636780	0.0012584232	0.0545247179	-0.0082687370	-0.0204189842	0.0145414118	0.0333518729	0.0267416021	-0.0272551423	-0.0092691797	0.0367944625	-0.0092675744	-0.0161199473	0.0372416669	0.0280734004	0.0227742375	-0.0150705058	-0.0097696561	0.0031531922	-0.0001448889	-0.0132823408	-0.0077066953	0.0049386502	-0.0363209512	-0.0411904479	-0.0107260555	-0.0048600406	-0.0033787426	-0.0168333184	-0.0164422642	0.0217881178	0.0001480039	0.0271130758	-0.0128556270	-0.0229437329	-0.0141806263	-0.0040976842	-0.0076700070	-0.0112642545	0.0343749562	-0.0078964854	-0.0116627488	-0.0073529830	0.0792339672	-0.0009932416	0.0271831552	-0.0147373383	-0.0568147863	0.0008983683	-0.0216853774	0.0328926964	0.0324895834	-0.0247113668	-0.0149139556	0.0313223581	0.0261244860	-0.0241435897	0.0324040875	0.0279545071	0.0246549588	-0.0253896605	0.0360789555	-0.0085807447	0.0667350909	-0.0098647046	0.0740255169	-0.0116627488	0.0007944006	0.0386824477	-0.0178219080	0.0020574856	0.0340480624	-0.0094818463	0.0174792149	-0.0160978746	0.0377857095	0.0321890633	-0.0568147863	-0.0179765594	-0.0187526498	-0.0422099302	-0.0184684265	-0.0154875533	-0.0126157291	0.0328118608	-0.0066086471	-0.0152388721	-0.0568147863	-0.0568147863
-0.0406623843	0.0616618176	0.0140902666	0.0060937418	0.0139695115	-0.0010418252	0.0271058282	1.0000000000	-0.0006090330	-0.0554286518	0.0011597046	-0.0081916338	-0.0003819076	-0.0500488023	0.0513452228	0.0333938770	0.0557008741	0.0192027924	0.0699528273	0.0014591915	-0.0061370297	0.0282853362	-0.0323711609	0.0011111640	0.0669658683	-0.0267664970	-0.0028329706	-0.0401803101	-0.0428937007	0.0257289541	0.0384201523	-0.0508409290	0.0209286431	0.0558968312	-0.0000303508	-0.0098177435	-0.0038278026	0.0451245907	0.0296626179	0.0502835010	0.0652293147	0.0268829862	0.0161035390	-0.0541631253	0.0080213645	0.0549900831	-0.0272078280	-0.0316345305	0.0240074789	0.0025745003	0.0104843496	0.0131131546	0.0508488634	0.0306247948	-0.0053231918	0.0517049210	0.0684590552	0.0068067836	0.0315177334	0.0543174307	0.0034133564	-0.0015763601	0.0123988030	-0.0087771333	-0.0078623425	0.0560449357	-0.0383342110	0.0484113003	0.0016222365	-0.0021984452	-0.0484941766	0.0135673973	-0.0147629231	-0.0015166946	0.0003578946	0.0028230996	-0.0191906590	-0.0087566578	-0.0481166651	-0.0590393408	-0.0460901938	0.0498862019	-0.0030593775	-0.0445783373	0.0586931847	0.0705533415	-0.0450138932	-0.0053518708	-0.0396511174	-0.0078623425	0.0410924979	0.0520625779	0.0001903919	0.0666075277	0.0566094768	-0.0043911310	-0.0445771826	-0.0472108675	0.0098519199	0.0660326167	-0.0484941766	-0.0465171379	-0.0513207405	-0.0541830560	-0.0192197804	-0.0093264003	0.0035745848	0.0141459288	-0.0131472037	0.0064079420	-0.0484941766	-0.0484941766
-0.0295976667	0.0055371330	-0.0063717988	-0.0042334237	0.0028634947	0.0082121396	-0.0084422732	-0.0006090330	1.0000000000	-0.0447193451	0.0006837017	-0.0013958199	-0.0073519465	-0.0453762772	0.0493134042	0.0510109100	0.0029131257	0.0080178881	-0.0138134443	-0.0020403413	0.0663368228	-0.0066700027	-0.0224982925	-0.0063134967	0.0012724822	-0.0135274621	-0.0000392214	-0.0361717828	-0.0426092510	0.0043273429	0.0589523223	-0.0401394949	-0.0143213111	0.0059237434	0.0130586215	-0.0072567420	-0.0003836122	0.0069321119	0.0433314607	-0.0056034414	-0.0040220221	0.0006539075	0.0584372184	-0.0442751760	0.0092385693	-0.0000941421	-0.0250251575	-0.0196774434	0.0479176390	-0.0080815859	-0.0055666712	-0.0018204485	-0.0070603274	0.0543793696	0.0078248984	-0.0025294696	-0.0134045076	0.0016455486	-0.0333518598	0.0546694309	-0.0026585576	-0.0112195976	-0.0019755108	0.0067443628	0.0973186229	-0.0063687954	-0.0304895306	0.0094353792	0.0498031929	0.0788662321	-0.0351360252	-0.0041841176	-0.0017547123	0.0040959894	0.0714427777	0.0007975244	-0.0168577656	-0.0073324523	-0.0374178439	-0.0476903902	-0.0437211251	0.0087570757	-0.0128793406	-0.0365128882	-0.0005108042	-0.0133687172	-0.0360163600	0.0033391113	-0.0314669838	0.0973186229	0.0061126677	0.0053631867	0.0810032707	-0.0036045889	0.0008319033	0.0000885198	-0.0398317782	-0.0371069432	0.0035221627	-0.0124513837	-0.0351360252	-0.0383898841	-0.0426058723	-0.0422853516	-0.0000249324	0.0060581232	0.0024650413	0.0511479589	0.0042968740	0.0008343891	-0.0351360252	-0.0351360252
0.1272914793	-0.0693414677	-0.0466679365	-0.0407421844	-0.0484570295	-0.0381421822	-0.0219822029	-0.0554286518	-0.0447193451	1.0000000000	-0.0253258379	-0.0389325353	-0.0400258286	0.1776775534	-0.0640688431	-0.0561326004	-0.0685965572	-0.0586689411	-0.0436830886	-0.0401815019	-0.0425309758	-0.0531200889	-0.0123213994	-0.0392469014	-0.0616845586	0.0018666701	-0.0420085689	0.0882438885	0.1550358452	-0.0600431379	-0.0593023422	0.0915680735	-0.0441441448	-0.0599585578	-0.0438266447	-0.0243410866	-0.0354110598	-0.0536061525	-0.0451840079	-0.0453628294	-0.0395018965	-0.0605941202	-0.0476813836	0.0979427986	-0.0312672862	-0.0535602551	-0.0290503476	-0.0274097836	-0.0541517825	-0.0366270630	-0.0439002998	-0.0552909547	-0.0416689152	-0.0418081862	-0.0333166281	-0.0561910579	-0.0369375491	-0.0459698368	0.0585644783	-0.0503139962	-0.0433471967	-0.0347338121	-0.0471523469	-0.0241938283	-0.0374167204	-0.0298521881	-0.0060377032	-0.0624158974	-0.0439566983	-0.0393027941	-0.0307207705	-0.0430868631	-0.0309756060	-0.0388750756	-0.0430837659	-0.0453619306	0.0019067285	-0.0403254749	0.1624036616	0.2185568903	0.1657505090	-0.0412495174	0.0012826722	0.0595144532	-0.0566494521	-0.0465958128	0.0401109807	-0.0292693284	0.0136590170	-0.0374167204	-0.0438041684	-0.0476390145	-0.0469665185	-0.0675050474	-0.0550161438	-0.0379371116	0.1520115786	0.1731965306	-0.0443467324	-0.0486862416	-0.0307207705	0.0814169270	0.1793164076	0.2184771072	-0.0350386654	-0.0371891661	-0.0476779151	-0.0527514735	-0.0208244328	-0.0502754479	-0.0307207705	-0.0307207705
