from	to
367	1387
367	2033
367	8841
367	3091
367	5469
367	8648
367	10499
367	8202
367	23054
367	9611
367	9612
367	7157
367	9862
367	6720
467	1387
467	2033
467	8841
467	7157
602	1387
602	2033
602	8841
602	8648
602	23054
602	6256
602	7157
604	1024
604	1387
604	2033
604	10001
604	9611
604	9612
604	9439
604	10891
672	1024
672	1387
672	2033
672	2101
672	3091
672	5469
672	9412
672	10499
672	8202
672	4800
672	7157
672	9439
672	9862
1024	1387
1024	2033
1024	2071
1024	2099
1024	2100
1024	3091
1024	8850
1024	5469
1024	9412
1024	10001
1024	4088
1024	7157
1024	9439
1024	9862
1024	6878
1024	1051
1024	80205
1024	2648
1024	81857
1024	8204
1024	6720
1024	6721
1024	6908
1024	9794
1024	7067
1024	6882
1024	1030
1385	1387
1385	2033
1385	9611
1385	7157
1385	6720
1385	6721
1387	1958
1387	2033
1387	2099
1387	2100
1387	2113
1387	2114
1387	8841
1387	3091
1387	8850
1387	5469
1387	9412
1387	10001
1387	8648
1387	10499
1387	8202
1387	23054
1387	9611
1387	9612
1387	4801
1387	2908
1387	5468
1387	5629
1387	5914
1387	6256
1387	23411
1387	4088
1387	6667
1387	7157
1387	9862
1387	5465
1387	1051
1387	1052
1387	10370
1387	6900
1387	2353
1387	2624
1387	51053
1387	23426
1387	3725
1387	2648
1387	51621
1387	7975
1387	81857
1387	4654
1387	5325
1387	5449
1387	10891
1387	5970
1387	6720
1387	6721
1387	6908
1387	10060
1387	96764
1387	8061
1387	9794
1387	6506
1387	7067
1387	7421
1387	6258
1387	6722
1387	6714
1387	10847
1387	9325
1387	7485
1958	2033
1958	7157
1958	6721
2033	2056
2033	2099
2033	2100
2033	2113
2033	2114
2033	8841
2033	3091
2033	8850
2033	5469
2033	8648
2033	10499
2033	8202
2033	23054
2033	9611
2033	9612
2033	4800
2033	4801
2033	9971
2033	9970
2033	2908
2033	5467
2033	5468
2033	5629
2033	5914
2033	6256
2033	23411
2033	4088
2033	6667
2033	7157
2033	9759
2033	9439
2033	9862
2033	5465
2033	1051
2033	1052
2033	10370
2033	6900
2033	150684
2033	2353
2033	2624
2033	51053
2033	23426
2033	3725
2033	2648
2033	51621
2033	4654
2033	3164
2033	5325
2033	10891
2033	5970
2033	6095
2033	6720
2033	6721
2033	6908
2033	10060
2033	96764
2033	8061
2033	9794
2033	6506
2033	7067
2033	7421
2033	7329
2033	6714
2033	10847
2033	9325
2033	5105
2033	5241
2033	7391
2033	55662
2033	7485
2056	3091
2071	7157
2099	2101
2099	8841
2099	3091
2099	5469
2099	9412
2099	10001
2099	8648
2099	10499
2099	8202
2099	23054
2099	9611
2099	9612
2099	5468
2099	6256
2099	7157
2099	9439
2099	9862
2099	4846
2099	81857
2099	10891
2099	6604
2099	6720
2100	5469
2100	9412
2100	10001
2100	8648
2100	10499
2100	8202
2100	23054
2100	9611
2100	9612
2100	5468
2100	6256
2100	9439
2100	9862
2100	10891
2100	6720
2101	3091
2101	8850
2101	8648
2101	8202
2101	190
2101	5629
2101	23411
2101	6667
2101	2648
2101	8431
2101	8204
2101	10891
2101	6604
2101	6714
2101	51341
2113	8202
2113	9611
2113	7157
2113	9439
2114	8202
2114	9611
2114	7157
8841	3091
8841	8850
8841	9611
8841	9612
8841	5467
8841	5468
8841	5629
8841	5914
8841	6256
8841	6667
8841	7157
8841	9759
8841	4846
8841	7068
8841	1052
8841	6900
8841	2624
8841	51053
8841	9734
8841	3725
8841	7975
8841	8431
8841	10002
8841	8204
8841	5970
8841	6721
8841	9794
8841	6506
8841	7067
8841	6722
8841	6714
8841	55662
8841	51341
3091	8850
3091	8648
3091	10499
3091	4088
3091	6667
3091	7157
3091	9759
3091	9439
3091	596
3091	10370
3091	150684
3091	2624
3091	3725
3091	7975
3091	3164
3091	5970
3091	9794
3091	6714
3091	55662
3091	6464
8850	9412
8850	8648
8850	8202
8850	4800
8850	4801
8850	7157
8850	6720
5469	9412
5469	10001
5469	8648
5469	8202
5469	23054
5469	7376
5469	9970
5469	2908
5469	5468
5469	5914
5469	6256
5469	7157
5469	9439
5469	9862
5469	5465
5469	6878
5469	7068
5469	80205
5469	2624
5469	2648
5469	81857
5469	3164
5469	8204
5469	5449
5469	10891
5469	6095
5469	6720
5469	6721
5469	6908
5469	10060
5469	96764
5469	6506
5469	7067
5469	7421
5469	9325
5469	6882
5469	7485
9412	10001
9412	7157
9412	9439
9412	9862
9412	6878
9412	7068
9412	80205
9412	81857
9412	10891
9412	6720
9412	6908
9412	7067
9412	7421
9412	6882
10001	5914
10001	4088
10001	9439
10001	9862
10001	6878
10001	80205
10001	81857
10001	6720
10001	6721
10001	7067
10001	7421
8648	10499
8648	8202
8648	23054
8648	9611
8648	7376
8648	10062
8648	9971
8648	8856
8648	9970
8648	2908
8648	5467
8648	5468
8648	3275
8648	5914
8648	6256
8648	7157
8648	9862
8648	2494
8648	5465
8648	7068
8648	2353
8648	23426
8648	3725
8648	3164
8648	10891
8648	6095
8648	6908
8648	10060
8648	96764
8648	7067
8648	7421
8648	6722
8648	9325
8648	5241
8648	7485
10499	8202
10499	7376
10499	8856
10499	2908
10499	5467
10499	5468
10499	5914
10499	6256
10499	7157
10499	2494
10499	7068
10499	2353
10499	3725
10499	3164
10499	6095
10499	7067
10499	7421
10499	10847
10499	5241
8202	9611
8202	9612
8202	7376
8202	10062
8202	8856
8202	2908
8202	5468
8202	5914
8202	6256
8202	4088
8202	7157
8202	9439
8202	9862
8202	2494
8202	5465
8202	7068
8202	2353
8202	23426
8202	3725
8202	8431
8202	3164
8202	8204
8202	5970
8202	6908
8202	6506
8202	7067
8202	7421
8202	5241
23054	9612
23054	7376
23054	10062
23054	9971
23054	8856
23054	2908
23054	5468
23054	3275
23054	5914
23054	6256
23054	4088
23054	7157
23054	9439
23054	9862
23054	5465
23054	7068
23054	2353
23054	23426
23054	3725
23054	10891
23054	5970
23054	6908
23054	10060
23054	96764
23054	7067
23054	7421
23054	6258
23054	6722
23054	6714
23054	7485
9611	9612
9611	7376
9611	10062
9611	9971
9611	8856
9611	2908
9611	5467
9611	5468
9611	5914
9611	6256
9611	23411
9611	6667
9611	7157
9611	9759
9611	5465
9611	6878
9611	7068
9611	1051
9611	9734
9611	3725
9611	4654
9611	10002
9611	8204
9611	5449
9611	6506
9611	7067
9611	7421
9611	7329
9611	10847
9611	5241
9611	51341
9611	6464
9612	7376
9612	9971
9612	8856
9612	2908
9612	5467
9612	5468
9612	5914
9612	6256
9612	23411
9612	6667
9612	9759
9612	9439
9612	2494
9612	5465
9612	7068
9612	1051
9612	2353
9612	9734
9612	3725
9612	4654
9612	3164
9612	10891
9612	5970
9612	6506
9612	7067
9612	7421
9612	6258
9612	6722
9612	7329
9612	5241
9612	51341
4800	4801
4800	6667
4800	7157
4800	6878
4800	3725
4800	4802
4800	6721
4800	6722
4800	7329
4800	7391
4800	6882
4801	6667
4801	7157
4801	6878
4801	6900
4801	4802
4801	6908
4801	6882
190	5468
190	6095
190	6720
7376	6256
10062	6256
10062	5465
9971	6256
9971	10891
9971	6604
8856	6256
8856	10891
9970	6256
9970	10891
2908	5468
2908	7157
2908	81857
2908	10002
2908	10891
5467	6256
5468	3275
5468	6256
5468	6667
5468	9759
5468	9862
5468	1051
5468	2353
5468	23426
5468	8431
5468	10002
5468	3164
5468	8204
5468	5449
5468	10891
5468	5970
5468	6604
5468	6258
5468	9325
3275	6256
3275	5465
5629	6095
5914	6256
5914	7157
5914	81857
5914	10002
5914	6604
6256	6667
6256	9759
6256	9862
6256	5465
6256	7068
6256	80205
6256	2624
6256	23426
6256	81857
6256	4654
6256	8431
6256	10002
6256	3164
6256	8204
6256	10891
6256	5970
6256	6604
6256	6908
6256	7067
6256	7421
6256	6722
6256	6714
6256	9325
6256	6882
23411	7157
23411	4846
23411	5465
23411	10891
23411	6720
4088	7157
4088	9862
4088	6721
6667	7157
6667	4846
6667	6720
6667	6721
7157	6878
7157	7068
7157	596
7157	1051
7157	2068
7157	9734
7157	2648
7157	7975
7157	8431
7157	3164
7157	5325
7157	10891
7157	6720
7157	6721
7157	6908
7157	995
7157	8061
7157	7421
7157	7329
7157	51341
9759	9439
9759	10891
9439	9862
9439	6878
9439	1051
9439	80205
9439	9734
9439	2648
9439	81857
9439	8204
9439	10891
9439	5970
9439	6720
9439	6908
9439	7421
9439	9325
9439	6882
9862	5465
9862	80205
9862	2648
9862	81857
9862	8204
9862	10891
9862	6720
9862	10060
9862	96764
9862	7067
9862	7421
9862	9325
9862	7485
4846	6714
2494	10891
2494	6604
5465	80205
5465	8204
5465	5449
5465	10891
5465	5970
5465	10060
5465	96764
5465	6258
5465	7329
5465	6714
5465	7485
6878	81857
7068	81857
7068	10891
1051	6095
80205	81857
9734	10891
9734	6720
3725	6604
2648	10891
2648	6720
51621	6720
51621	6721
81857	6720
81857	6908
81857	7067
81857	9325
81857	6882
4654	10891
4654	6095
4654	6604
4802	6721
10002	7421
10891	5970
10891	10060
10891	96764
10891	7485
6095	6604
6604	6720
6720	6721
6720	7329
6720	7391
6720	51341
6721	7329
10060	96764
96764	7485
