1.0000000000	-0.0128921473	-0.0171463636	-0.0249720991	-0.0164516864	-0.0266903338	-0.0115893380	-0.0238232653	0.0423547990	0.0420861720	0.0300992785	0.0430785928	-0.0142067772	-0.0197342028	-0.0404323712	-0.0322958306	-0.0274437768	-0.0350669961	-0.0462713944	-0.0384291161	-0.0435887896	-0.0104238614	0.0425621072	-0.0179404014	0.0319950999	-0.0142979319	-0.0369632807	0.0446026648	0.0706986811	0.0013327556	-0.0249237214	0.0207462632	-0.0182127911	-0.0177483605	-0.0111641423	-0.0023794641	0.0299139374	0.0472849824	0.0534076350	0.0188515978	0.0522281554	0.0150435787	-0.0290482854	0.0182079748	0.0159098427	0.0450952576	-0.0246292554	-0.0166634975	-0.0140348060	-0.0089355544	-0.0374413074	-0.0240772839	-0.0173577083	0.0771813475	0.0375093227	0.0276898614	-0.0157555247	-0.0170562015	-0.0157555247	0.0342064625	0.0201483469	0.0282527470	-0.0071516759	-0.0200496258	0.0310426234	0.0624107396	0.0489783076	0.0496843481	-0.0356383255	0.0306092470	-0.0147872244	0.0415151878	0.0609737792	-0.0034213890	0.0483329014	-0.0257138361	-0.0173647008	-0.0089009800	0.0170474626	0.0159098427	-0.0092895114	-0.0134014341	-0.0200559339	0.0482806183	-0.0171578950	-0.0105986793	-0.0202817917	0.0150435787	0.0358656586	-0.0290482854	-0.0429794363	-0.0126175465	0.0044369900	0.0150435787	-0.0473448916	0.0159098427	-0.0309359577	-0.0171882985	-0.0132966411	-0.0118207980	0.0683977656	-0.0476614173	-0.0516604833	0.0637103054	-0.0321996613	-0.0384291161	-0.0070630710	-0.0547232116	-0.0484586062	-0.0317948138
-0.0128921473	1.0000000000	0.0664620930	0.0098036003	0.0242016572	0.0252469022	0.0513725195	0.0457253903	-0.0249499197	-0.0372845039	-0.0301337990	-0.0148048504	0.0384550767	-0.0266074625	-0.0424400073	-0.0332247402	0.0512964776	-0.0286082190	-0.0485696100	-0.0415178949	-0.0409893334	-0.0221679073	0.0079433067	0.0552653152	0.0604349630	-0.0242929717	-0.0214152683	-0.0353085844	-0.0114935953	0.0608588761	0.0232426558	0.0550204441	0.0601321699	-0.0421875715	0.0659264197	-0.0147071162	-0.0307089614	-0.0313415415	-0.0343670765	-0.0363466050	-0.0332510019	-0.0377546176	-0.0364955801	-0.0353728742	-0.0396955579	0.0586870715	-0.0484101444	-0.0248587887	0.0191564958	0.0181680681	-0.0161320345	0.0455774173	0.0506487513	-0.0174986934	0.0066738603	0.0057391457	-0.0322491317	0.0188354666	-0.0322491317	-0.0264647603	0.0026624016	-0.0311979769	0.0107622912	0.0317929312	-0.0026836335	-0.0273352353	-0.0296350365	-0.0285542086	-0.0406207643	0.0317852971	0.0558587832	0.0407550418	0.0024609920	0.0175275500	0.0368020516	0.0466990054	-0.0149690899	0.0590443570	0.0526411734	-0.0396955579	0.0436229432	0.0582234847	0.0626414978	-0.0382786830	-0.0197731976	-0.0141117645	0.0493740889	-0.0377546176	-0.0060073295	-0.0364955801	-0.0480775658	0.0586920800	0.0501459848	-0.0377546176	-0.0504130106	-0.0396955579	-0.0302769387	0.0654083966	-0.0181410840	0.0652855923	0.0358785111	-0.0503656461	-0.0526779221	-0.0066081081	0.0009035662	-0.0415178949	-0.0188905498	-0.0603334566	-0.0511704187	-0.0369120049
-0.0171463636	0.0664620930	1.0000000000	0.0017216173	0.0174362291	0.0289989121	0.0471242712	0.0550160368	-0.0247484405	-0.0333086193	-0.0271186197	-0.0194333870	0.0431637943	-0.0124372274	0.0052869895	-0.0215948576	0.0546475169	-0.0167394579	-0.0327814088	-0.0286406533	-0.0263207435	-0.0231911460	0.0027292880	0.0531626196	0.0488211784	-0.0285059711	0.0809486623	-0.0330632047	-0.0232573578	0.0516715094	-0.0026930782	0.0491002797	0.0593827965	-0.0376384244	0.0586173425	-0.0167243299	-0.0319141967	-0.0288509706	0.0005234528	-0.0306389673	-0.0293378769	-0.0320828295	-0.0414126202	-0.0299235655	-0.0338792859	0.0476636233	-0.0427404831	-0.0281220548	-0.0181153897	0.0181252363	-0.0181671302	0.0251720737	0.0053680514	-0.0225087170	-0.0157894401	-0.0235152693	-0.0390869802	-0.0171239456	-0.0390869802	-0.0018804677	0.0083778623	-0.0250236966	0.0058818893	-0.0094989533	-0.0081786731	-0.0309173471	-0.0248737668	-0.0252339355	-0.0291302740	0.0352809002	0.0180749962	0.0467113002	-0.0077919120	0.0038735401	0.0306691524	0.0498749770	-0.0124610592	0.0601201512	0.0157565917	-0.0338792859	0.0411442535	0.0581895110	0.0737973977	-0.0364128557	-0.0273093923	-0.0204594175	0.0481443097	-0.0320828295	-0.0130282907	-0.0414126202	-0.0336127325	0.0573205022	-0.0134120003	-0.0320828295	-0.0339425455	-0.0338792859	-0.0355184862	0.0674465007	-0.0256201519	0.0015518804	-0.0103033868	-0.0355177859	-0.0364997990	-0.0115620571	-0.0056095087	-0.0286406533	-0.0148093011	-0.0504083543	-0.0359161650	-0.0420154281
-0.0249720991	0.0098036003	0.0017216173	1.0000000000	0.1040468225	-0.0111118760	0.0630543941	-0.0038324175	-0.0264943855	-0.0295004366	-0.0289831405	-0.0152464850	-0.0110527136	-0.0251133052	-0.0278495439	-0.0243100079	0.0063779900	-0.0238519296	-0.0314908341	-0.0264492027	-0.0292081200	-0.0239115927	-0.0020480701	0.0842682404	0.0021369527	-0.0279606006	-0.0167555642	-0.0335314596	-0.0249005411	-0.0025790347	0.0626663549	0.0711924464	0.0119156559	-0.0254826687	0.0751847114	-0.0138420841	-0.0308049056	-0.0361757503	-0.0343471680	-0.0329740225	-0.0308404781	-0.0337467253	-0.0289763974	-0.0326431771	-0.0331230666	-0.0088597958	-0.0280215368	-0.0284274456	-0.0211377402	-0.0268358573	-0.0212199200	0.0169034818	0.1236484139	-0.0238221292	-0.0217554452	-0.0206309774	-0.0329813962	-0.0109271873	-0.0329813962	-0.0372663149	-0.0281984265	-0.0258123718	0.0009133870	-0.0053659184	-0.0038709669	-0.0341471119	-0.0299282629	-0.0238845860	-0.0258579393	-0.0124914757	-0.0090677840	-0.0151345699	-0.0210516334	-0.0029188671	-0.0132341904	-0.0080055852	-0.0123212409	0.0057942752	0.0693683484	-0.0331230666	0.0972787892	-0.0029696360	-0.0064810647	-0.0350578192	-0.0096442183	-0.0071188074	0.0284660738	-0.0337467253	-0.0037727730	-0.0289763974	-0.0304928106	0.0079262800	-0.0187105178	-0.0337467253	-0.0334519415	-0.0331230666	-0.0297240809	0.0064625546	-0.0092541248	-0.0125759739	-0.0212689156	-0.0294353180	-0.0325690535	-0.0197113984	0.1492838925	-0.0264492027	-0.0211538403	-0.0333651937	-0.0302629957	-0.0290216536
-0.0164516864	0.0242016572	0.0174362291	0.1040468225	1.0000000000	-0.0026803948	0.0640035379	0.0628429897	-0.0177579947	-0.0262868208	0.0109320361	0.0221684584	0.0012903483	-0.0207376940	-0.0308899449	-0.0221447347	0.0629700111	-0.0194543454	-0.0374299312	-0.0316791602	-0.0271663173	-0.0208382620	0.0438431512	0.0688166940	0.0543625657	-0.0297883916	-0.0134163737	-0.0313451043	-0.0231672359	-0.0026188133	0.0431231730	0.0607656233	0.0576997913	-0.0260518673	0.0644952746	-0.0142415886	0.0010575242	-0.0313325958	-0.0307745049	-0.0317904921	-0.0290514046	-0.0345364016	-0.0342151364	-0.0313116662	-0.0338846379	-0.0008974921	-0.0318870911	-0.0311524494	-0.0211146891	-0.0277105678	-0.0265528788	0.0781108516	0.0962335911	-0.0263801548	-0.0177861670	-0.0194580607	-0.0350206209	-0.0091728823	-0.0350206209	-0.0302545516	-0.0193114708	-0.0219388865	0.0106621571	-0.0049069318	-0.0038896289	-0.0305172121	-0.0262200311	-0.0222746759	-0.0310715330	0.0390553557	0.0014363153	-0.0032746615	-0.0144291305	-0.0040269684	-0.0082919624	-0.0046182859	-0.0062675148	0.0584777829	0.0581921429	-0.0338846379	0.0697538574	0.0094425365	-0.0055669982	-0.0340254774	-0.0162843861	-0.0104750707	0.0882000860	-0.0345364016	-0.0021387012	-0.0342151364	-0.0358271060	0.0156831184	-0.0170321967	-0.0345364016	-0.0395163003	-0.0338846379	-0.0346083913	0.0031389010	-0.0123833687	-0.0118107679	-0.0221699346	-0.0376522339	-0.0405034409	-0.0148774039	0.1167640803	-0.0316791602	-0.0133921143	-0.0454846086	-0.0383827960	-0.0359316823
-0.0266903338	0.0252469022	0.0289989121	-0.0111118760	-0.0026803948	1.0000000000	0.0281569546	0.0089087275	-0.0248979575	-0.0322494298	0.0081620530	-0.0257421586	0.0303381561	-0.0439235079	0.0835889691	0.0841030314	0.0553796998	0.0820746593	0.0911160049	0.0901513348	0.0870580455	0.0258957565	-0.0126591761	0.0388897097	0.0194018287	-0.0267950474	-0.0296727656	-0.0373025058	-0.0366083744	-0.0233294138	0.0636006530	0.0219397984	0.0392005014	-0.0383237091	0.0250390466	-0.0150920413	-0.0346315073	-0.0344770392	-0.0358288894	-0.0402715424	-0.0381404348	-0.0436177368	-0.0431240233	-0.0412263308	-0.0428443520	-0.0239078087	-0.0433060472	-0.0283222320	-0.0255197648	-0.0340882809	-0.0209546511	0.0355882100	-0.0187458539	-0.0371533605	-0.0021485713	-0.0025390057	-0.0438866747	0.0012505754	-0.0438866747	0.0188438580	0.0429175326	0.0479258530	0.0296031652	0.0282147941	0.0281478170	-0.0441002954	-0.0373630468	-0.0357807698	0.0863013577	0.0162806124	0.0387231881	0.0304085697	-0.0340330633	-0.0243875473	-0.0216717374	0.0337019335	-0.0212047008	0.0023041138	0.0209474588	-0.0428443520	-0.0116351174	-0.0095563634	-0.0140301385	-0.0437941889	-0.0211774407	-0.0122723807	-0.0140346196	-0.0436177368	-0.0181090976	-0.0431240233	0.0863821227	0.0453546758	-0.0320073157	-0.0436177368	0.0891649461	-0.0428443520	-0.0380859231	-0.0081511621	-0.0208803136	-0.0280629610	-0.0350349452	0.0259195674	0.0885324671	-0.0201749228	-0.0222756169	0.0901513348	-0.0262760098	-0.0652440754	0.0339428731	-0.0436896088
-0.0115893380	0.0513725195	0.0471242712	0.0630543941	0.0640035379	0.0281569546	1.0000000000	0.0437713376	0.0136657422	0.0053007285	0.0063298407	0.0206168720	0.0351882467	0.0127026374	-0.0053045566	-0.0234557601	0.0479782236	-0.0208376057	-0.0408136352	-0.0323909192	-0.0310881734	-0.0249668259	0.0014056255	0.0542648819	0.0449439490	-0.0322960323	-0.0199542972	-0.0294179614	-0.0238793248	-0.0063062857	0.0297179444	0.0506888452	0.0513622342	-0.0352845300	0.0548481778	0.0362719694	-0.0246710771	-0.0245238921	-0.0264854393	-0.0339151697	-0.0268616823	-0.0366913242	-0.0418636887	-0.0332688840	-0.0361069786	0.0272057579	-0.0405897459	-0.0305736095	-0.0196307135	-0.0274655848	-0.0213103848	0.0542044944	0.0599229305	-0.0267078632	0.0077960909	0.0033798452	-0.0381614932	0.0110634745	-0.0381614932	-0.0056919021	0.0101309705	0.0070762015	0.0487413737	0.0326566737	0.0284128756	-0.0253375262	0.0023067856	-0.0237719272	-0.0303937700	0.0388621959	0.0524437704	-0.0022435696	0.0189920536	-0.0083804605	-0.0038071754	0.0380486566	0.0475111334	0.0546140176	0.0479939741	-0.0361069786	0.0445806264	0.0484179833	-0.0072170426	-0.0334882073	-0.0190609603	-0.0155278400	0.0574725110	-0.0366913242	-0.0030081983	-0.0418636887	-0.0385956776	0.0487457585	-0.0181316910	-0.0366913242	-0.0423628359	-0.0361069786	-0.0362944165	0.0534829093	-0.0179161591	-0.0171437859	-0.0216301410	-0.0451045629	-0.0456543301	-0.0141466903	0.0677912156	-0.0323909192	-0.0078830887	-0.0563693818	-0.0455165691	-0.0428103203
-0.0238232653	0.0457253903	0.0550160368	-0.0038324175	0.0628429897	0.0089087275	0.0437713376	1.0000000000	-0.0206056921	-0.0230525661	-0.0168164494	-0.0207317738	0.0007117599	-0.0236530322	0.0059770375	0.0115077652	0.0838093297	0.0716205290	0.0038065416	0.0058369069	0.0656636070	-0.0211681196	-0.0144380988	0.0028621408	-0.0033595364	-0.0230500441	-0.0039722587	-0.0287892374	-0.0211606152	-0.0129761858	0.0055779871	-0.0070089245	0.0066091603	-0.0251553201	-0.0007141954	-0.0134188368	-0.0314093307	-0.0286711055	-0.0261393048	-0.0290353881	-0.0286590065	-0.0296689492	-0.0331800295	-0.0269966390	-0.0291414115	-0.0100732102	-0.0275620331	-0.0234012464	-0.0158498310	-0.0232139776	-0.0232620800	0.0778285262	-0.0041308719	-0.0201935393	-0.0253947609	-0.0267729100	-0.0345793163	-0.0254362478	-0.0345793163	0.0222078326	0.0427485308	-0.0018155741	-0.0068251464	-0.0135209704	-0.0192173158	-0.0293275748	-0.0254089278	-0.0260933408	0.0028960644	0.0474758553	0.0040018882	-0.0089008552	-0.0126463808	-0.0190221657	-0.0217710597	-0.0091139329	-0.0116148114	0.0065655185	-0.0078586883	-0.0291414115	-0.0040114435	0.0748604735	-0.0042660373	-0.0324071317	-0.0247920198	-0.0226414967	0.0040862800	-0.0296689492	-0.0224869645	-0.0331800295	0.0034747862	-0.0008202538	-0.0164520956	-0.0296689492	0.0045711556	-0.0291414115	-0.0339126534	-0.0034956462	-0.0244180116	-0.0158657769	-0.0189319402	-0.0052556301	-0.0025757965	-0.0144427453	0.0030440913	0.0058369069	-0.0093933321	-0.0360324985	-0.0043183041	-0.0334035508
0.0423547990	-0.0249499197	-0.0247484405	-0.0264943855	-0.0177579947	-0.0248979575	0.0136657422	-0.0206056921	1.0000000000	0.0636854032	0.0491277860	0.0573893379	-0.0127698930	-0.0150759653	-0.0309900068	-0.0251591728	-0.0311761184	-0.0279621185	-0.0386949836	-0.0308967729	-0.0349916242	0.0628704908	-0.0244518049	-0.0164589881	-0.0241243629	0.0181893631	-0.0326307537	0.0591123411	-0.0104050334	-0.0320242157	-0.0206786696	-0.0264481216	-0.0179849696	-0.0075504639	-0.0303527819	0.0515083713	0.0482488535	0.0629386227	0.0605561379	0.0186062788	0.0602495300	0.0181161780	0.0051284449	0.0176956443	0.0179725556	-0.0238912501	-0.0140131998	0.0154444606	0.0142762768	0.0109147317	-0.0295573433	-0.0187492571	-0.0165069126	-0.0150214842	0.0503939446	0.0522301172	0.0609792581	0.0465686347	0.0609792581	0.0296532849	0.0315107220	0.0385699810	-0.0241776252	-0.0302672179	-0.0256326068	0.0503382006	0.0146906409	0.0144202928	-0.0334294737	0.0295402391	-0.0173060063	-0.0108720512	-0.0128747927	-0.0328270415	-0.0143793955	-0.0194126870	-0.0183086066	-0.0250275164	-0.0322590922	0.0179725556	-0.0122492218	-0.0157019916	-0.0254802553	0.0655084979	-0.0382669548	-0.0374985008	0.0425355722	0.0181161780	-0.0250497947	0.0051284449	-0.0341491419	-0.0274156802	-0.0222631457	0.0181161780	-0.0390630105	0.0179725556	0.0010679997	-0.0266028800	-0.0378381599	-0.0320104748	-0.0197490207	-0.0399591651	-0.0434541748	-0.0112168505	-0.0201611432	-0.0308967729	0.0641071291	-0.0471550735	-0.0406161562	0.0032349758
0.0420861720	-0.0372845039	-0.0333086193	-0.0295004366	-0.0262868208	-0.0322494298	0.0053007285	-0.0230525661	0.0636854032	1.0000000000	0.0785515395	0.0421509113	-0.0148906554	-0.0183952981	-0.0258787180	-0.0217718510	-0.0333730616	-0.0248626202	-0.0335307657	-0.0265311722	-0.0293178707	-0.0050105312	-0.0290082654	-0.0246873327	-0.0314095001	-0.0081693139	-0.0310735095	0.0154185608	-0.0076109734	-0.0332758181	-0.0242336965	-0.0353009772	-0.0260088769	0.1294586459	-0.0381012551	-0.0129544820	0.0420136249	0.0539891511	0.0602700765	0.0101578114	0.0592058825	0.0095509437	-0.0173815974	0.0086670798	0.0102197039	-0.0284816327	0.1537509184	-0.0108961639	-0.0084454015	-0.0078424007	-0.0309234253	-0.0267516687	-0.0248796538	-0.0128096055	0.0389269770	0.0368819019	-0.0064119638	-0.0147355716	-0.0064119638	0.0235696540	0.0294272200	0.0449769366	-0.0273420557	-0.0359984184	-0.0331406715	0.0494376915	0.0083349619	0.0080230688	-0.0297428861	-0.0065428365	-0.0211050966	-0.0207067204	-0.0145486934	-0.0335309932	-0.0222718120	-0.0238052302	-0.0201472977	-0.0308054495	-0.0396711532	0.0102197039	-0.0171685654	-0.0194980624	-0.0260119358	0.0139343840	-0.0382951796	-0.0383813556	-0.0184839629	0.0095509437	-0.0325121805	-0.0173815974	-0.0292202034	-0.0315460139	-0.0210192454	0.0095509437	-0.0336860302	0.0102197039	-0.0196367155	-0.0279746402	-0.0381771613	-0.0317414602	-0.0190561766	-0.0338097109	-0.0374467054	-0.0113548186	-0.0281117443	-0.0265311722	0.0762715602	-0.0409341620	-0.0344565874	-0.0200964316
