"","gene_id1","gene_id2","score","gene_symbol1","gene_symbol2"
"1",3937,6850,994,"LCP2","SYK"
"2",3937,998,952,"LCP2","CDC42"
"3",3937,4214,907,"LCP2","MAP3K1"
"4",3937,3558,739,"LCP2","IL2"
"5",3937,1398,932,"LCP2","CRK"
"6",3937,7535,998,"LCP2","ZAP70"
"7",3937,6714,827,"LCP2","SRC"
"8",3937,7462,961,"LCP2","LAT2"
"9",3937,9402,998,"LCP2","GRAP2"
"10",3937,916,957,"LCP2","CD3E"
"11",3937,867,978,"LCP2","CBL"
"12",3937,10451,986,"LCP2","VAV3"
"13",3937,2206,900,"LCP2","MS4A2"
"14",3937,100423062,915,"LCP2","IGLL5"
"15",3937,5058,917,"LCP2","PAK1"
"16",3937,7006,939,"LCP2","TEC"
"17",3937,6654,941,"LCP2","SOS1"
"18",3937,2207,959,"LCP2","FCER1G"
"19",3937,5291,905,"LCP2","PIK3CB"
"20",3937,5290,904,"LCP2","PIK3CA"
"21",3937,27040,994,"LCP2","LAT"
"22",3937,5781,898,"LCP2","PTPN11"
"23",3937,4690,987,"LCP2","NCK1"
"24",3937,5777,967,"LCP2","PTPN6"
"25",3937,8440,876,"LCP2","NCK2"
"26",3937,695,983,"LCP2","BTK"
"27",3937,917,950,"LCP2","CD3G"
"28",3937,1399,935,"LCP2","CRKL"
"29",3937,4067,987,"LCP2","LYN"
"30",3937,3635,883,"LCP2","INPP5D"
"31",3937,5879,943,"LCP2","RAC1"
"32",3937,2885,993,"LCP2","GRB2"
"33",3937,7409,997,"LCP2","VAV1"
"34",3937,926,920,"LCP2","CD8B"
"35",3937,7410,953,"LCP2","VAV2"
"36",3937,3055,707,"LCP2","HCK"
"37",3937,5062,902,"LCP2","PAK2"
"38",3937,3932,989,"LCP2","LCK"
"39",3937,29760,904,"LCP2","BLNK"
"40",3937,5588,964,"LCP2","PRKCQ"
"41",3937,5335,969,"LCP2","PLCG1"
"42",3937,919,963,"LCP2","CD247"
"43",3937,2205,953,"LCP2","FCER1A"
"44",3937,3702,996,"LCP2","ITK"
"45",3937,5788,969,"LCP2","PTPRC"
