"","gene_id1","gene_id2","gene_symbol1","gene_symbol2"
"1",60,60,"ACTB","ACTB"
"2",60,86,"ACTB","ACTL6A"
"3",60,6595,"ACTB","SMARCA2"
"4",60,6597,"ACTB","SMARCA4"
"5",60,6598,"ACTB","SMARCB1"
"6",60,6599,"ACTB","SMARCC1"
"7",60,6601,"ACTB","SMARCC2"
"8",60,6602,"ACTB","SMARCD1"
"9",60,6603,"ACTB","SMARCD2"
"10",60,6604,"ACTB","SMARCD3"
"11",60,6605,"ACTB","SMARCE1"
"12",60,6714,"ACTB","SRC"
"13",60,7155,"ACTB","TOP2B"
"14",60,7316,"ACTB","UBC"
"15",60,7534,"ACTB","YWHAZ"
"16",60,8289,"ACTB","ARID1A"
"17",60,8932,"ACTB","MBD2"
"18",60,9219,"ACTB","MTA2"
"19",86,892,"ACTL6A","CCNC"
"20",86,8819,"ACTL6A","SAP30"
"21",86,8932,"ACTL6A","MBD2"
"22",86,9031,"ACTL6A","BAZ1B"
"23",86,9219,"ACTL6A","MTA2"
"24",86,9412,"ACTL6A","MED21"
"25",142,60,"PARP1","ACTB"
"26",142,142,"PARP1","PARP1"
"27",142,326,"PARP1","AIRE"
"28",142,596,"PARP1","BCL2"
"29",142,891,"PARP1","CCNB1"
"30",142,983,"PARP1","CDK1"
"31",142,1869,"PARP1","E2F1"
"32",142,2033,"PARP1","EP300"
"33",142,2099,"PARP1","ESR1"
"34",142,2547,"PARP1","XRCC6"
"35",142,3002,"PARP1","GZMB"
"36",142,3020,"PARP1","H3F3A"
"37",142,3308,"PARP1","HSPA4"
"38",142,3309,"PARP1","HSPA5"
"39",142,4605,"PARP1","MYBL2"
"40",142,4691,"PARP1","NCL"
"41",142,4790,"PARP1","NFKB1"
"42",142,4841,"PARP1","NONO"
"43",142,5430,"PARP1","POLR2A"
"44",142,5451,"PARP1","POU2F1"
"45",142,5591,"PARP1","PRKDC"
"46",142,5594,"PARP1","MAPK1"
"47",142,5603,"PARP1","MAPK13"
"48",142,5914,"PARP1","RARA"
"49",142,5970,"PARP1","RELA"
"50",142,6256,"PARP1","RXRA"
"51",142,6714,"PARP1","SRC"
"52",142,6886,"PARP1","TAL1"
"53",142,6929,"PARP1","TCF3"
"54",142,7155,"PARP1","TOP2B"
"55",142,7157,"PARP1","TP53"
"56",142,8352,"PARP1","HIST1H3C"
"57",142,8850,"PARP1","KAT2B"
"58",142,23054,"PARP1","NCOA6"
"59",142,55636,"PARP1","CHD7"
"60",156,408,"GRK2","ARRB1"
"61",156,1956,"GRK2","EGFR"
"62",156,4157,"GRK2","MC1R"
"63",156,4193,"GRK2","MDM2"
"64",156,4790,"GRK2","NFKB1"
"65",156,5578,"GRK2","PRKCA"
"66",156,5594,"GRK2","MAPK1"
"67",156,5595,"GRK2","MAPK3"
"68",156,5596,"GRK2","MAPK4"
"69",156,5597,"GRK2","MAPK6"
"70",156,5598,"GRK2","MAPK7"
"71",156,5599,"GRK2","MAPK8"
"72",156,5600,"GRK2","MAPK11"
"73",156,5601,"GRK2","MAPK9"
"74",156,5602,"GRK2","MAPK10"
"75",156,5603,"GRK2","MAPK13"
"76",156,6300,"GRK2","MAPK12"
"77",156,6714,"GRK2","SRC"
"78",156,7316,"GRK2","UBC"
"79",196,196,"AHR","AHR"
"80",196,904,"AHR","CCNT1"
"81",196,2033,"AHR","EP300"
"82",196,2099,"AHR","ESR1"
"83",196,2962,"AHR","GTF2F1"
"84",196,3320,"AHR","HSP90AA1"
"85",196,5578,"AHR","PRKCA"
"86",196,5925,"AHR","RB1"
"87",196,5970,"AHR","RELA"
"88",196,6597,"AHR","SMARCA4"
"89",196,6667,"AHR","SP1"
"90",196,6714,"AHR","SRC"
"91",196,6908,"AHR","TBP"
"92",196,8204,"AHR","NRIP1"
"93",196,8648,"AHR","NCOA1"
"94",196,9612,"AHR","NCOR2"
"95",326,326,"AIRE","AIRE"
"96",326,4678,"AIRE","NASP"
"97",326,5430,"AIRE","POLR2A"
"98",326,5591,"AIRE","PRKDC"
"99",326,6714,"AIRE","SRC"
"100",326,8350,"AIRE","HIST1H3A"
"101",326,8351,"AIRE","HIST1H3D"
"102",326,8352,"AIRE","HIST1H3C"
"103",326,8353,"AIRE","HIST1H3E"
"104",326,8354,"AIRE","HIST1H3I"
"105",326,8355,"AIRE","HIST1H3G"
"106",326,8356,"AIRE","HIST1H3J"
"107",326,8357,"AIRE","HIST1H3H"
"108",326,8358,"AIRE","HIST1H3B"
"109",326,8968,"AIRE","HIST1H3F"
"110",326,9343,"AIRE","EFTUD2"
"111",367,60,"AR","ACTB"
"112",367,367,"AR","AR"
"113",367,573,"AR","BAG1"
"114",367,595,"AR","CCND1"
"115",367,672,"AR","BRCA1"
"116",367,860,"AR","RUNX2"
"117",367,861,"AR","RUNX1"
"118",367,983,"AR","CDK1"
"119",367,3725,"AR","JUN"
"120",367,4088,"AR","SMAD3"
"121",367,4089,"AR","SMAD4"
"122",367,4193,"AR","MDM2"
"123",367,4790,"AR","NFKB1"
"124",367,4841,"AR","NONO"
"125",367,5451,"AR","POU2F1"
"126",367,5469,"AR","MED1"
"127",367,5578,"AR","PRKCA"
"128",367,5591,"AR","PRKDC"
"129",367,5594,"AR","MAPK1"
"130",367,5595,"AR","MAPK3"
"131",367,5599,"AR","MAPK8"
"132",367,5901,"AR","RAN"
"133",367,5925,"AR","RB1"
"134",367,5970,"AR","RELA"
"135",367,6595,"AR","SMARCA2"
"136",367,6597,"AR","SMARCA4"
"137",367,6599,"AR","SMARCC1"
"138",367,6602,"AR","SMARCD1"
"139",367,6667,"AR","SP1"
"140",367,6714,"AR","SRC"
"141",367,6774,"AR","STAT3"
"142",367,6908,"AR","TBP"
"143",367,6996,"AR","TDG"
"144",367,7157,"AR","TP53"
