"","gene_id1","gene_id2","gene_symbol1","gene_symbol2","hub_score1","hub_score2","combined_score"
"1",25,25,"ABL1","ABL1",0.318771124837845,0.318771124837845,0.318771124837845
"2",25,472,"ABL1","ATM",0.318771124837845,0.170278439240347,0.244524782039096
"3",25,672,"ABL1","BRCA1",0.318771124837845,0.728420190389471,0.523595657613658
"4",25,857,"ABL1","CAV1",0.318771124837845,0.161922599518766,0.240346862178306
"5",25,983,"ABL1","CDK1",0.318771124837845,0.348782964063748,0.333777044450797
"6",25,2547,"ABL1","XRCC6",0.318771124837845,0.2046146127961,0.261692868816973
"7",25,3725,"ABL1","JUN",0.318771124837845,0.619653045617819,0.469212085227832
"8",25,4137,"ABL1","MAPT",0.318771124837845,0.203803032281283,0.261287078559564
"9",25,4193,"ABL1","MDM2",0.318771124837845,0.339030249740453,0.328900687289149
"10",25,4654,"ABL1","MYOD1",0.318771124837845,0.307836630749397,0.313303877793621
"11",25,4792,"ABL1","NFKBIA",0.318771124837845,0.225441976380527,0.272106550609186
"12",25,5430,"ABL1","POLR2A",0.318771124837845,0.42320728375863,0.370989204298238
"13",25,5591,"ABL1","PRKDC",0.318771124837845,0.303745140003856,0.311258132420851
"14",25,5770,"ABL1","PTPN1",0.318771124837845,0.19491476223651,0.256842943537178
"15",25,5901,"ABL1","RAN",0.318771124837845,0.446107541162108,0.382439332999977
"16",25,5925,"ABL1","RB1",0.318771124837845,0.592512994565241,0.455642059701543
"17",25,6667,"ABL1","SP1",0.318771124837845,0.771297254537808,0.545034189687827
"18",25,6714,"ABL1","SRC",0.318771124837845,0.489457420697938,0.404114272767892
"19",25,7015,"ABL1","TERT",0.318771124837845,0.171395483912989,0.245083304375417
"20",25,7157,"ABL1","TP53",0.318771124837845,0.839052216213659,0.578911670525752
"21",25,7529,"ABL1","YWHAB",0.318771124837845,0.208819496803861,0.263795310820853
"22",25,7534,"ABL1","YWHAZ",0.318771124837845,0.31945520002975,0.319113162433798
"23",25,8202,"ABL1","NCOA3",0.318771124837845,0.443868615232866,0.381319870035356
"24",25,91768,"ABL1","CABLES1",0.318771124837845,0.0769690469880199,0.197870085912933
"25",47,47,"ACLY","ACLY",0.0425681723463993,0.0425681723463993,0.0425681723463993
"26",47,5566,"ACLY","PRKACA",0.0425681723463993,0.356966318687646,0.199767245517023
"27",47,5567,"ACLY","PRKACB",0.0425681723463993,0.208192577429523,0.125380374887961
"28",47,5568,"ACLY","PRKACG",0.0425681723463993,0.20103495158085,0.121801561963625
"29",47,6720,"ACLY","SREBF1",0.0425681723463993,0.150938529150993,0.0967533507486964
"30",60,60,"ACTB","ACTB",0.434722326294854,0.434722326294854,0.434722326294854
"31",60,86,"ACTB","ACTL6A",0.434722326294854,0.414544017622112,0.424633171958483
"32",60,6595,"ACTB","SMARCA2",0.434722326294854,0.633437043705172,0.534079685000013
"33",60,6597,"ACTB","SMARCA4",0.434722326294854,0.793903674944226,0.61431300061954
"34",60,6598,"ACTB","SMARCB1",0.434722326294854,0.795486886352492,0.615104606323673
"35",60,6599,"ACTB","SMARCC1",0.434722326294854,0.748749689419143,0.591736007856998
"36",60,6601,"ACTB","SMARCC2",0.434722326294854,0.708714067928167,0.57171819711151
"37",60,6602,"ACTB","SMARCD1",0.434722326294854,0.468342695532888,0.451532510913871
"38",60,6603,"ACTB","SMARCD2",0.434722326294854,0.381081095856777,0.407901711075816
"39",60,6604,"ACTB","SMARCD3",0.434722326294854,0.298017658887997,0.366369992591425
"40",60,6605,"ACTB","SMARCE1",0.434722326294854,0.433649899348628,0.434186112821741
"41",60,6714,"ACTB","SRC",0.434722326294854,0.489457420697938,0.462089873496396
"42",60,7155,"ACTB","TOP2B",0.434722326294854,0.295352576572401,0.365037451433628
"43",60,7316,"ACTB","UBC",0.434722326294854,0.339712436033759,0.387217381164306
"44",60,7534,"ACTB","YWHAZ",0.434722326294854,0.31945520002975,0.377088763162302
"45",60,8289,"ACTB","ARID1A",0.434722326294854,0.408830161110209,0.421776243702532
"46",60,8932,"ACTB","MBD2",0.434722326294854,0.318605534003899,0.376663930149377
"47",60,9219,"ACTB","MTA2",0.434722326294854,0.541618719492429,0.488170522893641
"48",86,892,"ACTL6A","CCNC",0.414544017622112,0.273242710662985,0.343893364142548
"49",86,8819,"ACTL6A","SAP30",0.414544017622112,0.511200962824474,0.462872490223293
"50",86,8932,"ACTL6A","MBD2",0.414544017622112,0.318605534003899,0.366574775813006
"51",86,9031,"ACTL6A","BAZ1B",0.414544017622112,0.19461659680153,0.304580307211821
"52",86,9219,"ACTL6A","MTA2",0.414544017622112,0.541618719492429,0.47808136855727
"53",86,9412,"ACTL6A","MED21",0.414544017622112,0.340886390745194,0.377715204183653
"54",142,60,"PARP1","ACTB",0.304202446327809,0.434722326294854,0.369462386311331
"55",142,142,"PARP1","PARP1",0.304202446327809,0.304202446327809,0.304202446327809
"56",142,596,"PARP1","BCL2",0.304202446327809,0.220750977622809,0.262476711975309
"57",142,891,"PARP1","CCNB1",0.304202446327809,0.162032523802592,0.2331174850652
"58",142,983,"PARP1","CDK1",0.304202446327809,0.348782964063748,0.326492705195778
"59",142,1869,"PARP1","E2F1",0.304202446327809,0.27968027745101,0.291941361889409
"60",142,2033,"PARP1","EP300",0.304202446327809,0.791443109932911,0.54782277813036
"61",142,2099,"PARP1","ESR1",0.304202446327809,1,0.652101223163904
"62",142,2308,"PARP1","FOXO1",0.304202446327809,0.187000347213509,0.245601396770659
"63",142,2547,"PARP1","XRCC6",0.304202446327809,0.2046146127961,0.254408529561954
